Time,TimeLower,TimeUpper,TimeUnits,Value,ValueLower,ValueUpper,ValueUnits,ValueType,Wave,WaveLower,WaveUpper,WaveUnits,Filter,CalGroup,DataGroup,,
259455.411,,,s,9.53E-13,1.90E-13,1.90E-13,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,late,,229455.411
265411.077,,,s,6.30E-13,1.62E-13,1.62E-13,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,late,,235411.077
271133.347,,,s,5.71E-13,1.46E-13,1.46E-13,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,late,,241133.347
276839.406,,,s,6.01E-13,1.54E-13,1.54E-13,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,late,,246839.406
282889.83,,,s,6.58E-13,1.60E-13,1.60E-13,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,late,,252889.83
329143.637,,,s,6.42E-13,1.61E-13,1.61E-13,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,late,,299143.637
338387.704,,,s,3.82E-13,9.41E-14,9.41E-14,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,late,,308387.704
367080.591,,,s,5.45E-13,1.01E-13,1.01E-13,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,late,,337080.591
440276.903,,,s,2.78E-13,5.01E-14,5.01E-14,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,late,,410276.903
507159.019,,,s,3.54E-13,7.08E-14,7.08E-14,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,late,,477159.019
542958.665,,,s,3.48E-13,7.37E-14,7.37E-14,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,late,,512958.665
590909.209,,,s,1.98E-13,4.78E-14,4.78E-14,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,late,,560909.209
660782.5,,,s,1.54E-13,3.67E-14,3.67E-14,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,late,,630782.5
868575.379,,,s,1.13E-13,2.94E-14,2.94E-14,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,late,,838575.379
1012818.115,,,s,1.10E-13,2.46E-14,2.46E-14,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,late,,982818.115
1542748.43,,,s,3.86E-14,1.18E-14,1.18E-14,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,late,,1512748.43
6721,,,s,-1.00E+00,9.00E-02,9.00E-02,erg cm-2 s-1,Spectral Index,,7.25E+16,2.42E+18,Hz,,,early,,-23279
20636,,,s,-8.40E-01,2.40E-01,2.60E-01,erg cm-2 s-1,Spectral Index,,7.25E+16,2.42E+18,Hz,,,early,,-9364
46705,,,s,-9.70E-01,2.60E-01,2.80E-01,erg cm-2 s-1,Spectral Index,,7.25E+16,2.42E+18,Hz,,,late,,16705
276672,,,s,-9.70E-01,1.30E-01,1.40E-01,erg cm-2 s-1,Spectral Index,,7.25E+16,2.42E+18,Hz,,,late,,246672
