Time,TimeLower,TimeUpper,TimeUnits,Value,ValueLower,ValueUpper,ValueUnits,ValueType,Wave,WaveLower,WaveUpper,WaveUnits
3567.577,,,s,7.67E-08,3.08E-09,3.08E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
3573.534,,,s,6.95E-08,2.83E-09,2.83E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
3579.679,,,s,7.73E-08,3.10E-09,3.10E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
3585.614,,,s,7.47E-08,3.02E-09,3.02E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
3591.568,,,s,7.28E-08,2.94E-09,2.94E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
3597.374,,,s,7.38E-08,2.95E-09,2.95E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
3603.449,,,s,7.35E-08,2.96E-09,2.96E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
3609.124,,,s,8.23E-08,3.28E-09,3.28E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
3615.08,,,s,7.01E-08,2.81E-09,2.81E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
3620.876,,,s,8.16E-08,3.26E-09,3.26E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
3626.416,,,s,7.39E-08,2.95E-09,2.95E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
3632.548,,,s,7.19E-08,2.90E-09,2.90E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
3638.476,,,s,7.62E-08,3.05E-09,3.05E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
3644.38,,,s,7.73E-08,3.10E-09,3.10E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
3650.308,,,s,7.25E-08,2.90E-09,2.90E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
3656.491,,,s,7.22E-08,2.86E-09,2.86E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
3662.389,,,s,7.65E-08,3.07E-09,3.07E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
3668.122,,,s,7.86E-08,3.16E-09,3.16E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
3673.796,,,s,7.48E-08,2.99E-09,2.99E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
3679.702,,,s,7.57E-08,3.03E-09,3.03E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
3685.743,,,s,7.25E-08,2.90E-09,2.90E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
3691.615,,,s,7.82E-08,3.17E-09,3.17E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
3697.643,,,s,6.89E-08,2.76E-09,2.76E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
3703.781,,,s,8.00E-08,3.17E-09,3.17E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
3709.361,,,s,7.10E-08,2.86E-09,2.86E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
