Time,TimeLower,TimeUpper,TimeUnits,Value,ValueLower,ValueUpper,ValueUnits,ValueType,Model,Frequency,FrequencyLower,FrequencyUpper,FrequencyUnits,,,,149.2295,,,seconds,4.51E-08,5.59E-09,5.59E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
81236.789,,,seconds,2.29E-12,4.82E-13,4.82E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
97163.125,,,seconds,2.34E-12,6.09E-13,6.09E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
97648.674,,,seconds,1.94E-12,5.06E-13,5.06E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
98030.98,,,seconds,2.52E-12,6.54E-13,6.54E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
98512.514,,,seconds,1.69E-12,4.42E-13,4.42E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
99067.152,,,seconds,1.84E-12,4.06E-13,4.06E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
102886.549,,,seconds,2.88E-12,7.45E-13,7.45E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
103273.482,,,seconds,2.08E-12,5.41E-13,5.41E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
103725.305,,,seconds,1.95E-12,5.09E-13,5.09E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
104233.654,,,seconds,1.98E-12,4.99E-13,4.99E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
104821.321,,,seconds,2.10E-12,4.11E-13,4.11E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
108810.073,,,seconds,1.71E-12,4.58E-13,4.58E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
109462.996,,,seconds,1.63E-12,4.28E-13,4.28E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
110036.775,,,seconds,1.74E-12,3.75E-13,3.75E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
155648.622,,,seconds,9.26E-13,2.04E-13,2.04E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
160780.542,,,seconds,1.14E-12,2.99E-13,2.99E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
161974.066,,,seconds,1.20E-12,2.40E-13,2.40E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
209543.81,,,seconds,6.06E-13,1.53E-13,1.53E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
259455.411,,,seconds,9.53E-13,1.90E-13,1.90E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
265411.077,,,seconds,6.30E-13,1.62E-13,1.62E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
271133.347,,,seconds,5.71E-13,1.46E-13,1.46E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
276839.406,,,seconds,6.01E-13,1.54E-13,1.54E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
282889.83,,,seconds,6.58E-13,1.60E-13,1.60E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
329143.637,,,seconds,6.42E-13,1.61E-13,1.61E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
338387.704,,,seconds,3.82E-13,9.41E-14,9.41E-14,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
367080.591,,,seconds,5.45E-13,1.01E-13,1.01E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
440276.903,,,seconds,2.78E-13,5.01E-14,5.01E-14,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
507159.019,,,seconds,3.54E-13,7.08E-14,7.08E-14,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
542958.665,,,seconds,3.48E-13,7.37E-14,7.37E-14,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
590909.209,,,seconds,1.98E-13,4.78E-14,4.78E-14,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
660782.5,,,seconds,1.54E-13,3.67E-14,3.67E-14,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
868575.379,,,seconds,1.13E-13,2.94E-14,2.94E-14,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
1012818.115,,,seconds,1.10E-13,2.46E-14,2.46E-14,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
1542748.43,,,seconds,3.86E-14,1.18E-14,1.18E-14,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
206,148,354.948,seconds,-2.62E+00,7.00E-02,7.00E-02,cgs,SpectralIndex,SpectralIndex,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
20545,354.948,81694,seconds,-9.40E-01,7.00E-02,7.00E-02,cgs,SpectralIndex,SpectralIndex,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,WT,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,PC,,,,,,,,,,,,,,,
