Time,TimeLower,TimeUpper,TimeUnits,Value,ValueLower,ValueUpper,ValueUnits,ValueType,Model,Frequency,FrequencyLower,FrequencyUpper,FrequencyUnits,,,,149.2295,,,seconds,4.51E-08,5.59E-09,5.59E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
2746.800029,,,seconds,0.360102593,0.006301668,0.006301668,mjy,Spectral,SpectralFlux,4.81E+14,,,hz,,,,711.035,,,seconds,5.66E-11,1.28E-11,1.28E-11,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
3448.800029,,,seconds,0.323911412,0.005966669,0.005966669,mjy,Spectral,SpectralFlux,4.81E+14,,,hz,,,,771.623,,,seconds,8.20E-11,1.85E-11,1.85E-11,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4150.800029,,,seconds,0.301735389,0.00583608,0.00583608,mjy,Spectral,SpectralFlux,4.81E+14,,,hz,,,,823.225,,,seconds,5.19E-11,1.17E-11,1.17E-11,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
5090.400029,,,seconds,0.2787573,0.004364664,0.004364664,mjy,Spectral,SpectralFlux,4.81E+14,,,hz,,,,896.379,,,seconds,5.45E-11,1.23E-11,1.23E-11,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
6166.8,,,seconds,0.242563946,0.004021374,0.004021374,mjy,Spectral,SpectralFlux,4.81E+14,,,hz,,,,952.821,,,seconds,8.15E-11,1.83E-11,1.83E-11,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
7239.600029,,,seconds,0.224091946,0.003715134,0.003715134,mjy,Spectral,SpectralFlux,4.81E+14,,,hz,,,,1012.23,,,seconds,6.20E-11,1.37E-11,1.37E-11,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
8301.599971,,,seconds,0.203998159,0.003569896,0.003569896,mjy,Spectral,SpectralFlux,4.81E+14,,,hz,,,,1062.218,,,seconds,6.99E-11,1.57E-11,1.57E-11,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
9363.6,,,seconds,0.189507433,0.003490856,0.003490856,mjy,Spectral,SpectralFlux,4.81E+14,,,hz,,,,1127.308,,,seconds,5.86E-11,1.33E-11,1.33E-11,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
10436.40003,,,seconds,0.178659555,0.003126479,0.003126479,mjy,Spectral,SpectralFlux,4.81E+14,,,hz,,,,1172.824,,,seconds,8.59E-11,1.89E-11,1.89E-11,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
11516.40003,,,seconds,0.168743188,0.003419201,0.003419201,mjy,Spectral,SpectralFlux,4.81E+14,,,hz,,,,1226.979,,,seconds,7.62E-11,1.48E-11,1.48E-11,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
12769.20003,,,seconds,0.154179364,0.002698084,0.002698084,mjy,Spectral,SpectralFlux,4.81E+14,,,hz,,,,4475.093,,,seconds,4.84E-11,1.18E-11,1.18E-11,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
13841.99997,,,seconds,0.145219939,0.00267505,0.00267505,mjy,Spectral,SpectralFlux,4.81E+14,,,hz,,,,5360.428,,,seconds,4.95E-11,1.11E-11,1.11E-11,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
14918.40003,,,seconds,0.136529421,0.002640713,0.002640713,mjy,Spectral,SpectralFlux,4.81E+14,,,hz,,,,5406.184,,,seconds,3.93E-11,8.83E-12,8.83E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
15980.39997,,,seconds,0.126714481,0.002684292,0.002684292,mjy,Spectral,SpectralFlux,4.81E+14,,,hz,,,,5449.677,,,seconds,3.38E-11,7.61E-12,7.61E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
17042.4,,,seconds,0.122018659,0.0026972,0.0026972,mjy,Spectral,SpectralFlux,4.81E+14,,,hz,,,,5503.586,,,seconds,3.42E-11,7.68E-12,7.68E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
18115.20003,,,seconds,0.108050368,0.00258747,0.00258747,mjy,Spectral,SpectralFlux,4.81E+14,,,hz,,,,5565.901,,,seconds,3.76E-11,8.44E-12,8.44E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
19195.20003,,,seconds,0.109452642,0.00252024,0.00252024,mjy,Spectral,SpectralFlux,4.81E+14,,,hz,,,,5613.159,,,seconds,3.69E-11,8.28E-12,8.28E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
1580.400029,,,seconds,0.490711515,0.01129905,0.01129905,mjy,Spectral,SpectralFlux,3.94E+14,,,hz,,,,5668.351,,,seconds,3.98E-11,8.50E-12,8.50E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
2282.400029,,,seconds,0.436140331,0.009239102,0.009239102,mjy,Spectral,SpectralFlux,3.94E+14,,,hz,,,,5714.446,,,seconds,3.34E-11,7.57E-12,7.57E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
2977.199971,,,seconds,0.420364709,0.009679255,0.009679255,mjy,Spectral,SpectralFlux,3.94E+14,,,hz,,,,5768.233,,,seconds,3.50E-11,7.87E-12,7.87E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
3682.8,,,seconds,0.355489067,0.008840273,0.008840273,mjy,Spectral,SpectralFlux,3.94E+14,,,hz,,,,5817.881,,,seconds,3.72E-11,8.32E-12,8.32E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4377.600029,,,seconds,0.345164601,0.008901434,0.008901434,mjy,Spectral,SpectralFlux,3.94E+14,,,hz,,,,5879.912,,,seconds,2.24E-11,5.08E-12,5.08E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
5324.4,,,seconds,0.311333783,0.006021729,0.006021729,mjy,Spectral,SpectralFlux,3.94E+14,,,hz,,,,5974.956,,,seconds,2.65E-11,5.94E-12,5.94E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
6400.799971,,,seconds,0.279014163,0.005396612,0.005396612,mjy,Spectral,SpectralFlux,3.94E+14,,,hz,,,,6030.753,,,seconds,3.52E-11,7.92E-12,7.92E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
7466.400029,,,seconds,0.258717764,0.005480621,0.005480621,mjy,Spectral,SpectralFlux,3.94E+14,,,hz,,,,6073.499,,,seconds,3.64E-11,8.18E-12,8.18E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
8535.600029,,,seconds,0.237042516,0.005239781,0.005239781,mjy,Spectral,SpectralFlux,3.94E+14,,,hz,,,,6121.528,,,seconds,5.30E-11,1.19E-11,1.19E-11,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
9586.799971,,,seconds,0.226791226,0.004804296,0.004804296,mjy,Spectral,SpectralFlux,3.94E+14,,,hz,,,,6174.035,,,seconds,3.28E-11,7.22E-12,7.22E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
10674.00003,,,seconds,0.202500569,0.005035768,0.005035768,mjy,Spectral,SpectralFlux,3.94E+14,,,hz,,,,6229.197,,,seconds,3.51E-11,7.85E-12,7.85E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
11746.79997,,,seconds,0.191966855,0.004950624,0.004950624,mjy,Spectral,SpectralFlux,3.94E+14,,,hz,,,,6280.475,,,seconds,3.39E-11,7.61E-12,7.61E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
12996.00003,,,seconds,0.182484612,0.004033789,0.004033789,mjy,Spectral,SpectralFlux,3.94E+14,,,hz,,,,6343.27,,,seconds,2.54E-11,5.69E-12,5.69E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
14068.79997,,,seconds,0.162789447,0.0038983,0.0038983,mjy,Spectral,SpectralFlux,3.94E+14,,,hz,,,,6416.881,,,seconds,3.39E-11,7.61E-12,7.61E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
15148.79997,,,seconds,0.151923952,0.003638105,0.003638105,mjy,Spectral,SpectralFlux,3.94E+14,,,hz,,,,6455.626,,,seconds,5.30E-11,1.19E-11,1.19E-11,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
16214.40003,,,seconds,0.159083907,0.004249129,0.004249129,mjy,Spectral,SpectralFlux,3.94E+14,,,hz,,,,6518.342,,,seconds,2.29E-11,5.03E-12,5.03E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
17272.80003,,,seconds,0.142963855,0.003686888,0.003686888,mjy,Spectral,SpectralFlux,3.94E+14,,,hz,,,,6599.64,,,seconds,2.46E-11,5.56E-12,5.56E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
18349.2,,,seconds,0.138173974,0.003690625,0.003690625,mjy,Spectral,SpectralFlux,3.94E+14,,,hz,,,,6662.96,,,seconds,4.04E-11,8.67E-12,8.67E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
19425.59997,,,seconds,0.127534079,0.00399375,0.00399375,mjy,Spectral,SpectralFlux,3.94E+14,,,hz,,,,6715.369,,,seconds,3.04E-11,6.86E-12,6.86E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
5633.999971,,,seconds,0.377768941,0.010438142,0.010438142,mjy,Spectral,SpectralFlux,3.29E+14,,,hz,,,,6769.893,,,seconds,4.03E-11,8.46E-12,8.46E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
6706.8,,,seconds,0.334523205,0.008627003,0.008627003,mjy,Spectral,SpectralFlux,3.29E+14,,,hz,,,,6829.786,,,seconds,2.90E-11,6.25E-12,6.25E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
7765.2,,,seconds,0.340428765,0.009092848,0.009092848,mjy,Spectral,SpectralFlux,3.29E+14,,,hz,,,,6893.89,,,seconds,3.37E-11,7.57E-12,7.57E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
8841.599971,,,seconds,0.284987787,0.008136987,0.008136987,mjy,Spectral,SpectralFlux,3.29E+14,,,hz,,,,6972.073,,,seconds,2.65E-11,4.81E-12,4.81E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
9896.400029,,,seconds,0.26111165,0.00793626,0.00793626,mjy,Spectral,SpectralFlux,3.29E+14,,,hz,,,,,,,,,,,,,,,,,
10979.99997,,,seconds,0.242787458,0.007602927,0.007602927,mjy,Spectral,SpectralFlux,3.29E+14,,,hz,,,,,,,,,,,,,,,,,
12052.8,,,seconds,0.235736184,0.008467721,0.008467721,mjy,Spectral,SpectralFlux,3.29E+14,,,hz,,,,,,,,,,,,,,,,,
13301.99997,,,seconds,0.217383336,0.009009785,0.009009785,mjy,Spectral,SpectralFlux,3.29E+14,,,hz,,,,,,,,,,,,,,,,,
14381.99997,,,seconds,0.181981085,0.007039652,0.007039652,mjy,Spectral,SpectralFlux,3.29E+14,,,hz,,,,,,,,,,,,,,,,,
15458.40003,,,seconds,0.184173122,0.006785189,0.006785189,mjy,Spectral,SpectralFlux,3.29E+14,,,hz,,,,,,,,,,,,,,,,,
16513.2,,,seconds,0.150254071,0.006089121,0.006089121,mjy,Spectral,SpectralFlux,3.29E+14,,,hz,,,,,,,,,,,,,,,,,
17578.79997,,,seconds,0.165054074,0.006080817,0.006080817,mjy,Spectral,SpectralFlux,3.29E+14,,,hz,,,,,,,,,,,,,,,,,
18655.20003,,,seconds,0.149701533,0.00634249,0.00634249,mjy,Spectral,SpectralFlux,3.29E+14,,,hz,,,,,,,,,,,,,,,,,
19738.79997,,,seconds,0.148739477,0.006027741,0.006027741,mjy,Spectral,SpectralFlux,3.29E+14,,,hz,,,,,,,,,,,,,,,,,
70253.63997,,,seconds,0.057959402,0.001601477,0.001601477,mjy,Spectral,SpectralFlux,2.40E+14,,,hz,,,,,,,,,,,,,,,,,
70804.8,,,seconds,0.053842336,0.001388537,0.001388537,mjy,Spectral,SpectralFlux,2.40E+14,,,hz,,,,,,,,,,,,,,,,,
71077.67997,,,seconds,0.055503951,0.001278026,0.001278026,mjy,Spectral,SpectralFlux,2.40E+14,,,hz,,,,,,,,,,,,,,,,,
71357.76,,,seconds,0.054893876,0.001415656,0.001415656,mjy,Spectral,SpectralFlux,2.40E+14,,,hz,,,,,,,,,,,,,,,,,
71921.15997,,,seconds,0.05389195,0.001340181,0.001340181,mjy,Spectral,SpectralFlux,2.40E+14,,,hz,,,,,,,,,,,,,,,,,
72194.04003,,,seconds,0.053005861,0.001318145,0.001318145,mjy,Spectral,SpectralFlux,2.40E+14,,,hz,,,,,,,,,,,,,,,,,
72743.76003,,,seconds,0.053005861,0.001415786,0.001415786,mjy,Spectral,SpectralFlux,2.40E+14,,,hz,,,,,,,,,,,,,,,,,
73020.24003,,,seconds,0.054090861,0.001444766,0.001444766,mjy,Spectral,SpectralFlux,2.40E+14,,,hz,,,,,,,,,,,,,,,,,
73299.23997,,,seconds,0.054641662,0.001308498,0.001308498,mjy,Spectral,SpectralFlux,2.40E+14,,,hz,,,,,,,,,,,,,,,,,
73847.87997,,,seconds,0.051466413,0.001185058,0.001185058,mjy,Spectral,SpectralFlux,2.40E+14,,,hz,,,,,,,,,,,,,,,,,
74126.88,,,seconds,0.050666849,0.001166647,0.001166647,mjy,Spectral,SpectralFlux,2.40E+14,,,hz,,,,,,,,,,,,,,,,,
74672.99997,,,seconds,0.047372237,0.001265312,0.001265312,mjy,Spectral,SpectralFlux,2.40E+14,,,hz,,,,,,,,,,,,,,,,,
74883.59997,,,seconds,0.083364274,0.002226659,0.002226659,mjy,Spectral,SpectralFlux,1.36E+14,,,hz,,,,,,,,,,,,,,,,,
75089.52003,,,seconds,0.082599986,0.001978012,0.001978012,mjy,Spectral,SpectralFlux,1.36E+14,,,hz,,,,,,,,,,,,,,,,,
75288.96,,,seconds,0.080571226,0.002003639,0.002003639,mjy,Spectral,SpectralFlux,1.36E+14,,,hz,,,,,,,,,,,,,,,,,
75494.52003,,,seconds,0.083441091,0.002151858,0.002151858,mjy,Spectral,SpectralFlux,1.36E+14,,,hz,,,,,,,,,,,,,,,,,
75694.32003,,,seconds,0.079465748,0.001902957,0.001902957,mjy,Spectral,SpectralFlux,1.36E+14,,,hz,,,,,,,,,,,,,,,,,
75889.44,,,seconds,0.079465748,0.001829766,0.001829766,mjy,Spectral,SpectralFlux,1.36E+14,,,hz,,,,,,,,,,,,,,,,,
76096.08003,,,seconds,0.080053435,0.001769567,0.001769567,mjy,Spectral,SpectralFlux,1.36E+14,,,hz,,,,,,,,,,,,,,,,,
76296.23997,,,seconds,0.078955061,0.001890728,0.001890728,mjy,Spectral,SpectralFlux,1.36E+14,,,hz,,,,,,,,,,,,,,,,,
76496.03997,,,seconds,0.078375437,0.001804661,0.001804661,mjy,Spectral,SpectralFlux,1.36E+14,,,hz,,,,,,,,,,,,,,,,,
76696.56003,,,seconds,0.077086792,0.001703989,0.001703989,mjy,Spectral,SpectralFlux,1.36E+14,,,hz,,,,,,,,,,,,,,,,,
76901.03997,,,seconds,0.082144781,0.001815795,0.001815795,mjy,Spectral,SpectralFlux,1.36E+14,,,hz,,,,,,,,,,,,,,,,,
77100.83997,,,seconds,0.077300085,0.001851096,0.001851096,mjy,Spectral,SpectralFlux,1.36E+14,,,hz,,,,,,,,,,,,,,,,,
77302.79997,,,seconds,0.079832545,0.001985269,0.001985269,mjy,Spectral,SpectralFlux,1.36E+14,,,hz,,,,,,,,,,,,,,,,,
77509.44,,,seconds,0.079027815,0.001819683,0.001819683,mjy,Spectral,SpectralFlux,1.36E+14,,,hz,,,,,,,,,,,,,,,,,
78114.95997,,,seconds,0.076520883,0.00169148,0.00169148,mjy,Spectral,SpectralFlux,1.36E+14,,,hz,,,,,,,,,,,,,,,,,
78314.75997,,,seconds,0.079100636,0.001748505,0.001748505,mjy,Spectral,SpectralFlux,1.36E+14,,,hz,,,,,,,,,,,,,,,,,
78519.60003,,,seconds,0.078519943,0.001663349,0.001663349,mjy,Spectral,SpectralFlux,1.36E+14,,,hz,,,,,,,,,,,,,,,,,
78718.32003,,,seconds,0.074985963,0.001726616,0.001726616,mjy,Spectral,SpectralFlux,1.36E+14,,,hz,,,,,,,,,,,,,,,,,
10798.673,,,seconds,1.82E-11,4.76E-12,4.76E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
11181.438,,,seconds,2.51E-11,5.64E-12,5.64E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
11271.925,,,seconds,1.83E-11,4.13E-12,4.13E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
11369.573,,,seconds,1.65E-11,3.73E-12,3.73E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
11489.074,,,seconds,2.02E-11,4.54E-12,4.54E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
11584.227,,,seconds,2.07E-11,4.64E-12,4.64E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
11688.917,,,seconds,2.25E-11,5.07E-12,5.07E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
11781.663,,,seconds,1.94E-11,4.36E-12,4.36E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
11874.198,,,seconds,2.28E-11,5.08E-12,5.08E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
11953.809,,,seconds,2.38E-11,5.36E-12,5.36E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
12027.034,,,seconds,2.85E-11,6.38E-12,6.38E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
12098.664,,,seconds,3.33E-11,7.28E-12,7.28E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
12166.559,,,seconds,2.21E-11,4.98E-12,4.98E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
12260.576,,,seconds,2.30E-11,5.19E-12,5.19E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
12332.917,,,seconds,2.63E-11,5.92E-12,5.92E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
12411.711,,,seconds,2.72E-11,5.95E-12,5.95E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
12510.423,,,seconds,1.94E-11,4.36E-12,4.36E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
12616.1,,,seconds,1.83E-11,4.13E-12,4.13E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
12726.55,,,seconds,2.46E-11,4.41E-12,4.41E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
17811.763,,,seconds,1.44E-11,3.24E-12,3.24E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
17936.644,,,seconds,1.63E-11,3.49E-12,3.49E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
18065.744,,,seconds,1.75E-11,3.83E-12,3.83E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
18178.469,,,seconds,1.22E-11,2.75E-12,2.75E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
18264.469,,,seconds,1.96E-11,4.40E-12,4.40E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
18363.353,,,seconds,1.43E-11,3.21E-12,3.21E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
18514.074,,,seconds,1.36E-11,3.00E-12,3.00E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
23232.688,,,seconds,1.52E-11,5.96E-12,5.96E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
24227.034,,,seconds,6.86E-12,1.25E-12,1.25E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
28703.464,,,seconds,3.94E-12,9.82E-13,9.82E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
29450.275,,,seconds,3.25E-12,7.22E-13,7.22E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
41337.425,,,seconds,4.81E-12,9.36E-13,9.36E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
45094.597,,,seconds,6.96E-12,1.60E-12,1.60E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
45494.611,,,seconds,5.34E-12,1.02E-12,1.02E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
46899.326,,,seconds,5.46E-12,1.22E-12,1.22E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
47213.928,,,seconds,3.07E-12,7.12E-13,7.12E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
50784.16,,,seconds,3.02E-12,7.86E-13,7.86E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
51024.627,,,seconds,5.99E-12,1.31E-12,1.31E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
51184.98,,,seconds,6.22E-12,1.37E-12,1.37E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
51405.484,,,seconds,3.81E-12,9.89E-13,9.89E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
51597.218,,,seconds,4.38E-12,1.01E-12,1.01E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
56622.599,,,seconds,4.70E-12,1.15E-12,1.15E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
56919.301,,,seconds,3.21E-12,8.40E-13,8.40E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
57222.24,,,seconds,4.28E-12,1.12E-12,1.12E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
57470.098,,,seconds,4.18E-12,9.67E-13,9.67E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
62304.401,,,seconds,6.05E-12,1.36E-12,1.36E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
62503.1,,,seconds,5.65E-12,1.27E-12,1.27E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
62715.479,,,seconds,4.68E-12,1.22E-12,1.22E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
62915.565,,,seconds,4.15E-12,1.08E-12,1.08E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
63134.172,,,seconds,3.46E-12,9.07E-13,9.07E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
63492.434,,,seconds,3.36E-12,7.23E-13,7.23E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
68090.323,,,seconds,3.82E-12,9.93E-13,9.93E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
68375.462,,,seconds,3.14E-12,8.22E-13,8.22E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
68655.417,,,seconds,2.84E-12,7.19E-13,7.19E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
68943.66,,,seconds,4.00E-12,1.05E-12,1.05E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
69133.712,,,seconds,4.54E-12,1.18E-12,1.18E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
69343.4,,,seconds,5.93E-12,1.34E-12,1.34E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
69582.608,,,seconds,4.22E-12,9.34E-13,9.34E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
73970.206,,,seconds,4.40E-12,1.10E-12,1.10E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
74321.881,,,seconds,3.04E-12,7.90E-13,7.90E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
74668.53,,,seconds,2.84E-12,7.42E-13,7.42E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
75021.426,,,seconds,3.07E-12,7.95E-13,7.95E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
75414.091,,,seconds,3.05E-12,7.92E-13,7.92E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
75726.676,,,seconds,2.98E-12,7.76E-13,7.76E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
79867.15,,,seconds,2.17E-12,5.68E-13,5.68E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
80420.374,,,seconds,2.06E-12,5.38E-13,5.38E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
80792.56,,,seconds,3.40E-12,8.81E-13,8.81E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,,,,,,,,,,,,,,,,
