Times,TimeBnds,Fluxes,FluxErrs,Freqs,FluxType,FluxUnits,,Obs Coeff,Unabs Coeff,Ratio Coeff,Unabsorbed Flux,Unabsorbed Flux Error
995.6834,0.3326,3.28E-09,4.99E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.54E-09,5.38E-10
996.2909,0.369,3.92E-09,4.85E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,4.23E-09,5.24E-10
996.8887,0.2516,3.26E-09,4.96E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.52E-09,5.35E-10
997.5158,0.304,3.43E-09,5.11E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.70E-09,5.51E-10
998.0574,0.2906,3.28E-09,4.89E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.54E-09,5.28E-10
998.6533,0.3065,3.25E-09,4.94E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.51E-09,5.33E-10
999.2062,0.283,3.72E-09,4.89E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,4.02E-09,5.28E-10
999.8881,0.3066,4.05E-09,4.95E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,4.37E-09,5.34E-10
1000.5615,0.2808,3.25E-09,4.94E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.51E-09,5.33E-10
1001.2299,0.3728,3.18E-09,4.74E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.43E-09,5.12E-10
1001.7562,0.3012,3.59E-09,5.35E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.87E-09,5.77E-10
1002.2472,0.2621,3.56E-09,5.41E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.84E-09,5.84E-10
1002.8067,0.295,3.42E-09,5.09E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.69E-09,5.49E-10
1003.3783,0.3097,3.01E-09,4.57E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.25E-09,4.94E-10
1004.033,0.3417,2.77E-09,4.29E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.99E-09,4.63E-10
1004.6326,0.2741,3.11E-09,4.73E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.36E-09,5.10E-10
1005.2654,0.3038,3.08E-09,4.60E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.33E-09,4.96E-10
1005.8639,0.285,3.23E-09,4.82E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.49E-09,5.20E-10
1006.4733,0.3055,4.39E-09,5.36E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,4.74E-09,5.79E-10
1007.1044,0.2908,3.10E-09,4.62E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.35E-09,4.99E-10
1007.6779,0.2504,3.68E-09,5.43E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.97E-09,5.86E-10
1008.2709,0.315,4.02E-09,4.94E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,4.34E-09,5.33E-10
1008.9475,0.2835,3.73E-09,5.56E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,4.02E-09,6.00E-10
1009.5215,0.3469,3.24E-09,4.83E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.50E-09,5.22E-10
1010.09,0.3284,3.18E-09,4.73E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.43E-09,5.11E-10
1010.6448,0.2836,3.51E-09,5.44E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.79E-09,5.87E-10
1011.1846,0.2968,3.14E-09,4.68E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.39E-09,5.05E-10
1011.7706,0.2761,3.40E-09,5.26E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.67E-09,5.68E-10
1012.3279,0.289,2.95E-09,4.40E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.18E-09,4.74E-10
1013.0348,0.3501,3.12E-09,4.65E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.37E-09,5.02E-10
1013.5487,0.2537,3.74E-09,5.40E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,4.04E-09,5.83E-10
1014.1399,0.3023,2.99E-09,4.54E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.22E-09,4.90E-10
1014.7842,0.3186,3.00E-09,4.57E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.24E-09,4.93E-10
1015.4385,0.3483,3.98E-09,4.98E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,4.29E-09,5.38E-10
1016.0989,0.3096,3.36E-09,5.21E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.63E-09,5.62E-10
1016.6561,0.3171,3.66E-09,5.03E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.95E-09,5.43E-10
1017.2795,0.3284,2.84E-09,4.23E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.06E-09,4.57E-10
1017.85,0.2282,3.61E-09,5.42E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.89E-09,5.85E-10
1018.445,0.2912,3.48E-09,5.20E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.76E-09,5.61E-10
1018.9289,0.229,3.73E-09,5.51E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,4.03E-09,5.94E-10
1019.5706,0.3494,2.75E-09,4.18E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.97E-09,4.51E-10
1020.2755,0.3729,2.73E-09,4.14E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.94E-09,4.47E-10
1020.8585,0.2673,3.24E-09,4.83E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.50E-09,5.22E-10
1021.4863,0.3081,3.08E-09,4.69E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.33E-09,5.06E-10
1022.1077,0.321,3.85E-09,4.70E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,4.15E-09,5.07E-10
1022.7688,0.2455,3.57E-09,5.32E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.85E-09,5.74E-10
1023.3751,0.3181,2.75E-09,4.17E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.96E-09,4.50E-10
1024.0446,0.3044,4.25E-09,5.26E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,4.59E-09,5.68E-10
1024.6442,0.244,3.58E-09,5.48E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.86E-09,5.91E-10
1025.2349,0.3063,3.23E-09,4.90E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.48E-09,5.29E-10
1025.8028,0.2924,3.48E-09,5.29E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.75E-09,5.71E-10
1026.3502,0.3007,3.51E-09,5.18E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.79E-09,5.59E-10
1026.876,0.2732,3.57E-09,5.27E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.85E-09,5.68E-10
1027.4687,0.3215,3.35E-09,5.00E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.62E-09,5.39E-10
1028.0205,0.3058,3.22E-09,4.80E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.47E-09,5.18E-10
1028.6997,0.3943,2.65E-09,3.95E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.86E-09,4.26E-10
1029.3732,0.349,3.03E-09,4.52E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.27E-09,4.87E-10
1029.9207,0.2685,3.46E-09,5.16E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.73E-09,5.57E-10
1030.5231,0.3211,3.08E-09,4.59E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.32E-09,4.96E-10
1031.1532,0.3338,2.70E-09,4.03E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.91E-09,4.34E-10
1031.8065,0.2826,3.64E-09,5.04E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.93E-09,5.44E-10
1032.4627,0.3198,2.90E-09,4.32E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.13E-09,4.66E-10
1033.1018,0.3024,2.99E-09,4.55E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.23E-09,4.91E-10
1033.7144,0.2887,3.22E-09,4.98E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.47E-09,5.37E-10
1034.3181,0.3177,2.51E-09,3.74E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.71E-09,4.04E-10
1035.1556,0.3974,2.35E-09,3.50E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.54E-09,3.78E-10
1035.8581,0.2904,3.26E-09,5.04E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.51E-09,5.44E-10
1036.4286,0.2933,3.50E-09,5.17E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.78E-09,5.57E-10
1037.0331,0.3427,2.99E-09,4.73E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.23E-09,5.10E-10
1037.5855,0.2867,3.31E-09,5.07E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.57E-09,5.47E-10
1038.1301,0.2602,3.45E-09,5.14E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.72E-09,5.55E-10
1038.7309,0.3095,3.22E-09,4.80E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.48E-09,5.18E-10
1039.3118,0.2996,3.23E-09,4.82E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.49E-09,5.20E-10
1039.8562,0.2552,3.03E-09,4.52E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.27E-09,4.87E-10
1040.4713,0.2422,3.61E-09,5.39E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.90E-09,5.81E-10
1041.1084,0.3527,3.98E-09,4.86E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,4.29E-09,5.25E-10
1041.6966,0.2292,3.67E-09,5.58E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.96E-09,6.02E-10
1042.3395,0.3616,2.89E-09,4.31E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.12E-09,4.65E-10
1042.959,0.3227,3.04E-09,4.53E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.28E-09,4.89E-10
1043.6305,0.368,2.69E-09,4.01E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.90E-09,4.32E-10
1044.3552,0.3846,2.92E-09,4.36E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.15E-09,4.70E-10
1045.0789,0.4572,2.61E-09,3.90E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.82E-09,4.21E-10
1045.6208,0.2715,3.57E-09,5.43E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.86E-09,5.86E-10
1046.1917,0.3174,3.10E-09,4.71E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.35E-09,5.08E-10
1046.7856,0.3065,3.38E-09,5.05E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.65E-09,5.44E-10
1047.3921,0.3508,3.98E-09,4.86E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,4.29E-09,5.24E-10
1048.0961,0.3431,3.17E-09,4.82E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.42E-09,5.20E-10
1048.677,0.3334,2.68E-09,4.00E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.89E-09,4.32E-10
1049.3812,0.3295,2.96E-09,4.41E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.19E-09,4.76E-10
1050.0036,0.3097,2.88E-09,4.29E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.11E-09,4.63E-10
1050.6598,0.3057,3.28E-09,4.88E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.53E-09,5.27E-10
1051.1858,0.2518,3.49E-09,5.20E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.77E-09,5.61E-10
1051.759,0.2806,3.48E-09,5.19E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.75E-09,5.60E-10
1052.3366,0.312,3.25E-09,5.04E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.51E-09,5.43E-10
1052.9309,0.3387,2.92E-09,4.44E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.15E-09,4.79E-10
1053.6447,0.412,2.35E-09,3.51E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.54E-09,3.78E-10
1054.3161,0.2757,3.36E-09,5.01E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.62E-09,5.40E-10
1054.8992,0.293,3.25E-09,4.84E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.50E-09,5.22E-10
1055.4666,0.2752,3.37E-09,5.13E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.64E-09,5.53E-10
1056.0577,0.3111,4.50E-09,5.72E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,4.86E-09,6.17E-10
1056.6687,0.3119,3.37E-09,5.02E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.63E-09,5.42E-10
1057.1805,0.2597,3.25E-09,4.84E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.50E-09,5.22E-10
1057.7717,0.2656,3.58E-09,5.44E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.86E-09,5.87E-10
1058.3527,0.3235,3.27E-09,4.87E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.53E-09,5.26E-10
1058.9198,0.3089,3.30E-09,4.92E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.56E-09,5.31E-10
1059.4848,0.2975,2.75E-09,4.10E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.96E-09,4.42E-10
1060.1531,0.2736,3.52E-09,5.24E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.79E-09,5.66E-10
1060.7711,0.3508,2.79E-09,4.25E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.02E-09,4.58E-10
1061.3856,0.2946,3.54E-09,5.28E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.82E-09,5.69E-10
1061.9269,0.2986,2.94E-09,4.47E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.18E-09,4.83E-10
1062.585,0.3197,3.18E-09,4.74E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.43E-09,5.12E-10
1063.2108,0.3478,2.62E-09,3.98E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.83E-09,4.30E-10
1063.9993,0.4211,2.51E-09,3.74E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.71E-09,4.04E-10
1064.6231,0.287,3.32E-09,4.95E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.58E-09,5.34E-10
1065.297,0.388,2.20E-09,3.28E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.37E-09,3.54E-10
1065.9984,0.2248,3.64E-09,5.42E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.92E-09,5.85E-10
1066.6069,0.3102,3.00E-09,4.56E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.24E-09,4.92E-10
1067.2526,0.3314,3.10E-09,4.71E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.34E-09,5.08E-10
1067.7788,0.2527,3.73E-09,5.50E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,4.02E-09,5.93E-10
1068.3458,0.2985,3.32E-09,4.95E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.58E-09,5.34E-10
1068.979,0.3587,2.76E-09,4.22E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.97E-09,4.55E-10
1069.574,0.2688,3.17E-09,4.73E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.42E-09,5.10E-10
1070.2757,0.3709,2.52E-09,3.91E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.72E-09,4.22E-10
1070.891,0.255,3.50E-09,5.31E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.77E-09,5.73E-10
1071.4789,0.3074,3.13E-09,4.67E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.38E-09,5.04E-10
1072.1106,0.3324,3.03E-09,4.61E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.27E-09,4.97E-10
1072.7209,0.3254,3.56E-09,4.60E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.84E-09,4.96E-10
1073.4205,0.3133,3.28E-09,4.88E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.53E-09,5.27E-10
1074.0644,0.3772,2.97E-09,4.42E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.20E-09,4.77E-10
1074.6147,0.287,3.38E-09,5.04E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.65E-09,5.44E-10
1075.1583,0.2685,3.75E-09,5.59E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,4.04E-09,6.03E-10
1075.7134,0.3165,3.11E-09,4.64E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.36E-09,5.01E-10
1076.4249,0.4177,2.44E-09,3.64E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.64E-09,3.93E-10
1077.104,0.3194,3.09E-09,4.60E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.33E-09,4.97E-10
1077.7234,0.3232,3.07E-09,4.58E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.31E-09,4.94E-10
1078.386,0.3666,2.62E-09,4.06E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.83E-09,4.38E-10
1079.0814,0.3575,2.66E-09,3.96E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.87E-09,4.27E-10
1079.7156,0.2765,3.31E-09,4.93E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.57E-09,5.32E-10
1080.3642,0.3505,2.82E-09,4.20E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.04E-09,4.54E-10
1081.0478,0.3598,2.95E-09,4.40E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.18E-09,4.75E-10
1081.7087,0.3766,2.57E-09,3.90E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.77E-09,4.21E-10
1082.4058,0.3443,3.93E-09,4.80E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,4.24E-09,5.18E-10
1083.0753,0.2932,3.22E-09,4.89E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.48E-09,5.28E-10
1083.6867,0.3229,3.08E-09,4.59E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.32E-09,4.95E-10
1084.245,0.2638,3.62E-09,5.40E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.91E-09,5.83E-10
1084.9739,0.4679,2.15E-09,3.21E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.32E-09,3.46E-10
1085.6983,0.3081,3.34E-09,4.98E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.60E-09,5.37E-10
1086.2621,0.3025,3.27E-09,4.87E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.53E-09,5.26E-10
1086.9312,0.3899,3.76E-09,4.60E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,4.06E-09,4.96E-10
1087.5524,0.2585,3.71E-09,5.41E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,4.00E-09,5.84E-10
1088.1371,0.3077,2.36E-09,3.52E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.55E-09,3.80E-10
1088.9259,0.2923,3.19E-09,4.85E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.44E-09,5.23E-10
1089.5569,0.3362,3.04E-09,4.49E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.28E-09,4.84E-10
1090.1692,0.3098,3.35E-09,4.99E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.61E-09,5.38E-10
1090.7268,0.2857,3.07E-09,4.67E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.32E-09,5.04E-10
1091.4059,0.3368,3.14E-09,4.69E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.39E-09,5.06E-10
1091.9885,0.2967,3.44E-09,5.13E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.71E-09,5.53E-10
1092.5924,0.3312,2.83E-09,4.22E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.05E-09,4.55E-10
1093.3158,0.3626,2.66E-09,4.05E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.88E-09,4.37E-10
1094.0155,0.3382,2.79E-09,4.24E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.01E-09,4.57E-10
1094.7528,0.3833,3.90E-09,4.77E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,4.21E-09,5.14E-10
1095.4583,0.3417,2.93E-09,4.36E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.16E-09,4.71E-10
1096.0723,0.2866,3.10E-09,4.89E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.34E-09,5.28E-10
1096.6885,0.298,3.30E-09,4.93E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.57E-09,5.32E-10
1097.3093,0.3264,2.95E-09,4.74E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.18E-09,5.12E-10
1097.9161,0.3069,3.19E-09,4.85E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.44E-09,5.23E-10
1098.5491,0.335,2.88E-09,4.54E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.10E-09,4.90E-10
1099.2955,0.4303,2.76E-09,4.12E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.98E-09,4.45E-10
1099.9521,0.3788,3.17E-09,4.73E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.42E-09,5.10E-10
1100.4881,0.2974,3.24E-09,4.83E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.50E-09,5.22E-10
1101.0906,0.3003,3.04E-09,4.54E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.28E-09,4.90E-10
1101.7325,0.3178,3.09E-09,4.60E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.33E-09,4.97E-10
1102.3019,0.2716,3.43E-09,5.21E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.70E-09,5.63E-10
1102.8907,0.3142,3.05E-09,4.55E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.29E-09,4.91E-10
1103.5137,0.3145,2.93E-09,4.32E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.16E-09,4.66E-10
1104.1406,0.2778,3.68E-09,5.60E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.97E-09,6.04E-10
1104.7175,0.3459,3.06E-09,4.56E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.30E-09,4.93E-10
1105.2805,0.2879,3.48E-09,5.19E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.76E-09,5.60E-10
1105.8265,0.2878,3.59E-09,5.35E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.87E-09,5.77E-10
1106.3839,0.315,2.79E-09,4.23E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.01E-09,4.57E-10
1107.0093,0.2679,3.47E-09,5.17E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.74E-09,5.58E-10
1107.6013,0.3119,2.67E-09,3.98E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.88E-09,4.30E-10
1108.2814,0.2803,3.27E-09,4.97E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.53E-09,5.36E-10
1108.9693,0.3954,2.79E-09,4.23E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.01E-09,4.57E-10
1109.5504,0.304,3.22E-09,4.99E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.48E-09,5.39E-10
1110.1679,0.3487,2.66E-09,3.96E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.87E-09,4.28E-10
1110.9121,0.3776,2.66E-09,4.19E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,2.87E-09,4.53E-10
1111.5507,0.3312,3.32E-09,5.05E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.59E-09,5.45E-10
1112.1172,0.3337,2.86E-09,4.26E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.08E-09,4.60E-10
1112.7761,0.3273,2.85E-09,4.61E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.07E-09,4.98E-10
1113.3791,0.2952,2.86E-09,4.34E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.08E-09,4.68E-10
1114.0668,0.3263,2.96E-09,4.50E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.19E-09,4.85E-10
1114.6343,0.2604,3.36E-09,5.01E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,3.63E-09,5.41E-10
