Times,TimeBnds,Fluxes,FluxErrs,Freqs,FluxType,FluxUnits,,Obs Coeff,Unabs Coeff,Ratio Coeff,Unabsorbed Flux,Unabsorbed Flux Error
510.8701,0.4132,1.00E-08,1.25E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.08E-08,1.35E-09
511.7086,0.4831,7.88E-09,1.01E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,8.50E-09,1.09E-09
512.5685,0.3823,1.10E-08,1.37E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.18E-08,1.48E-09
513.2933,0.4044,1.01E-08,1.25E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.09E-08,1.34E-09
514.0823,0.4212,9.53E-09,1.17E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.03E-08,1.26E-09
515.006,0.523,7.62E-09,9.34E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,8.22E-09,1.01E-09
515.9596,0.4483,8.93E-09,1.11E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,9.64E-09,1.19E-09
516.8709,0.4895,7.99E-09,1.00E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,8.62E-09,1.08E-09
517.986,0.64,6.77E-09,8.58E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.30E-09,9.25E-10
518.8636,0.3917,9.47E-09,1.16E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.02E-08,1.25E-09
519.7296,0.4322,8.71E-09,1.08E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,9.40E-09,1.16E-09
520.6332,0.4464,8.08E-09,1.00E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,8.72E-09,1.08E-09
521.475,0.3291,1.13E-08,1.41E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.22E-08,1.52E-09
522.2219,0.3929,8.81E-09,1.10E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,9.51E-09,1.19E-09
523.1377,0.4369,9.84E-09,1.23E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.06E-08,1.33E-09
523.8619,0.3801,1.07E-08,1.34E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.16E-08,1.45E-09
524.6936,0.4948,7.89E-09,9.66E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,8.51E-09,1.04E-09
525.6876,0.4978,8.70E-09,1.10E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,9.39E-09,1.19E-09
526.4496,0.3845,9.81E-09,1.22E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.06E-08,1.31E-09
527.43,0.575,6.36E-09,7.79E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,6.86E-09,8.40E-10
528.5043,0.4199,8.33E-09,1.07E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,8.99E-09,1.16E-09
529.414,0.4205,8.95E-09,1.13E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,9.65E-09,1.22E-09
530.2895,0.4491,8.67E-09,1.11E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,9.35E-09,1.20E-09
531.202,0.495,7.37E-09,9.23E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.95E-09,9.96E-10
532.2262,0.4821,7.88E-09,9.76E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,8.50E-09,1.05E-09
533.1145,0.392,9.64E-09,1.26E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.04E-08,1.36E-09
534.054,0.566,7.41E-09,9.48E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.99E-09,1.02E-09
534.9119,0.4102,8.88E-09,1.10E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,9.58E-09,1.19E-09
535.7704,0.4005,8.72E-09,1.12E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,9.41E-09,1.21E-09
536.7015,0.4705,8.03E-09,1.01E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,8.67E-09,1.09E-09
537.6503,0.4675,8.82E-09,1.11E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,9.52E-09,1.19E-09
538.4728,0.4235,9.44E-09,1.16E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.02E-08,1.25E-09
539.318,0.445,7.43E-09,9.21E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,8.02E-09,9.93E-10
540.428,0.516,7.44E-09,9.11E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,8.02E-09,9.83E-10
541.4088,0.4489,8.91E-09,1.13E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,9.61E-09,1.22E-09
542.2248,0.4127,8.77E-09,1.12E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,9.47E-09,1.21E-09
543.242,0.572,6.15E-09,7.98E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,6.64E-09,8.61E-10
544.411,0.529,7.04E-09,8.92E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.60E-09,9.62E-10
545.4713,0.5119,7.81E-09,9.90E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,8.43E-09,1.07E-09
546.2712,0.3404,9.38E-09,1.19E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.01E-08,1.28E-09
547.1947,0.4544,9.01E-09,1.12E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,9.72E-09,1.20E-09
548.0814,0.4836,7.97E-09,9.98E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,8.60E-09,1.08E-09
548.9769,0.4183,8.71E-09,1.07E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,9.40E-09,1.15E-09
549.9003,0.4469,8.13E-09,1.02E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,8.78E-09,1.10E-09
550.953,0.553,7.01E-09,8.78E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.56E-09,9.47E-10
552.111,0.608,7.05E-09,8.84E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.61E-09,9.54E-10
553.096,0.497,8.31E-09,1.04E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,8.97E-09,1.12E-09
553.9117,0.3823,9.33E-09,1.14E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.01E-08,1.23E-09
554.861,0.488,7.40E-09,9.38E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.99E-09,1.01E-09
555.8819,0.4738,7.86E-09,9.96E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,8.48E-09,1.07E-09
556.919,0.536,7.68E-09,9.62E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,8.28E-09,1.04E-09
557.8201,0.43,9.23E-09,1.13E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,9.96E-09,1.22E-09
558.834,0.592,7.40E-09,9.38E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.99E-09,1.01E-09
559.7652,0.4875,8.53E-09,1.06E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,9.21E-09,1.15E-09
560.738,0.54,7.28E-09,9.33E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.85E-09,1.01E-09
561.767,0.534,7.09E-09,8.89E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.65E-09,9.59E-10
562.8442,0.533,8.83E-09,1.11E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,9.52E-09,1.19E-09
563.7355,0.5579,7.92E-09,9.71E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,8.55E-09,1.05E-09
564.5535,0.3939,9.68E-09,1.20E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.04E-08,1.29E-09
565.581,0.624,6.66E-09,8.53E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.19E-09,9.20E-10
566.675,0.591,6.93E-09,8.68E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.48E-09,9.37E-10
567.694,0.506,7.53E-09,9.53E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,8.12E-09,1.03E-09
568.6623,0.4676,8.36E-09,1.03E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,9.02E-09,1.12E-09
569.704,0.586,6.15E-09,7.70E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,6.64E-09,8.31E-10
570.851,0.489,6.57E-09,8.91E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.09E-09,9.62E-10
571.8694,0.4154,8.79E-09,1.10E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,9.49E-09,1.19E-09
572.813,0.489,7.24E-09,9.06E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.81E-09,9.78E-10
573.9263,0.5454,7.53E-09,9.64E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,8.12E-09,1.04E-09
574.905,0.526,7.60E-09,9.41E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,8.20E-09,1.01E-09
575.961,0.566,7.39E-09,9.25E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.97E-09,9.98E-10
577.014,0.584,6.78E-09,8.68E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.31E-09,9.37E-10
578.104,0.565,6.93E-09,8.58E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.47E-09,9.26E-10
579.181,0.529,7.41E-09,9.18E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,8.00E-09,9.90E-10
580.226,0.533,7.50E-09,9.29E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,8.10E-09,1.00E-09
581.224,0.503,6.82E-09,8.54E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.36E-09,9.22E-10
582.381,0.539,6.89E-09,8.47E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.44E-09,9.14E-10
583.489,0.495,6.79E-09,8.49E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.32E-09,9.16E-10
584.5964,0.4608,8.06E-09,9.98E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,8.70E-09,1.08E-09
585.5728,0.4675,8.38E-09,1.03E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,9.04E-09,1.11E-09
586.618,0.572,7.08E-09,8.96E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.64E-09,9.67E-10
587.5701,0.4384,8.78E-09,1.11E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,9.47E-09,1.20E-09
588.601,0.594,6.09E-09,7.89E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,6.58E-09,8.52E-10
589.873,0.627,7.03E-09,8.71E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.59E-09,9.40E-10
590.846,0.488,7.59E-09,9.30E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,8.19E-09,1.00E-09
592.015,0.619,6.68E-09,8.39E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.21E-09,9.06E-10
593.197,0.632,6.97E-09,8.73E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.52E-09,9.43E-10
594.0983,0.4141,9.06E-09,1.14E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,9.78E-09,1.22E-09
595.057,0.5118,9.00E-09,1.10E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,9.71E-09,1.19E-09
595.989,0.561,7.00E-09,8.67E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.55E-09,9.36E-10
596.943,0.3908,8.33E-09,1.03E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,8.99E-09,1.11E-09
598.034,0.537,7.43E-09,9.31E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,8.02E-09,1.01E-09
599.103,0.557,7.36E-09,9.32E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.94E-09,1.01E-09
600.068,0.47,7.67E-09,9.72E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,8.27E-09,1.05E-09
601.0853,0.4786,8.52E-09,1.06E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,9.20E-09,1.14E-09
602.054,0.524,7.06E-09,8.74E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.61E-09,9.43E-10
603.1151,0.4695,8.55E-09,1.08E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,9.22E-09,1.17E-09
604.327,0.785,4.33E-09,5.67E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,4.67E-09,6.12E-10
605.778,0.533,6.63E-09,8.21E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.16E-09,8.86E-10
606.917,0.51,7.56E-09,9.46E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,8.15E-09,1.02E-09
607.986,0.569,6.31E-09,7.90E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,6.81E-09,8.53E-10
609.1383,0.5113,7.80E-09,1.02E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,8.42E-09,1.10E-09
610.118,0.546,6.97E-09,8.72E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.52E-09,9.41E-10
611.1466,0.479,7.80E-09,9.66E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,8.42E-09,1.04E-09
612.1817,0.5266,7.93E-09,9.70E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,8.55E-09,1.05E-09
613.22,0.585,6.39E-09,7.85E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,6.89E-09,8.47E-10
614.352,0.492,7.22E-09,9.14E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.79E-09,9.86E-10
615.527,0.605,7.13E-09,8.82E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.69E-09,9.52E-10
616.676,0.658,5.21E-09,6.90E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,5.62E-09,7.44E-10
618.134,0.695,6.11E-09,7.48E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,6.59E-09,8.07E-10
619.205,0.476,7.70E-09,9.43E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,8.31E-09,1.02E-09
620.2114,0.4596,7.88E-09,9.87E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,8.51E-09,1.07E-09
621.256,0.522,7.43E-09,9.63E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,8.02E-09,1.04E-09
622.307,0.559,6.37E-09,8.07E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,6.88E-09,8.71E-10
623.4163,0.4638,8.24E-09,1.03E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,8.89E-09,1.11E-09
624.437,0.545,6.86E-09,8.89E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.40E-09,9.59E-10
625.505,0.519,7.18E-09,8.89E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.75E-09,9.59E-10
626.795,0.733,5.23E-09,6.62E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,5.64E-09,7.14E-10
627.9007,0.3847,9.36E-09,1.17E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,1.01E-08,1.27E-09
628.989,0.655,5.55E-09,7.36E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,5.99E-09,7.94E-10
630.407,0.752,5.19E-09,6.89E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,5.60E-09,7.43E-10
631.554,0.489,7.30E-09,9.15E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.88E-09,9.87E-10
632.6417,0.5268,8.59E-09,1.06E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,9.27E-09,1.15E-09
633.624,0.609,6.95E-09,8.70E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.50E-09,9.39E-10
634.6,0.481,7.41E-09,9.29E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,8.00E-09,1.00E-09
635.816,0.664,5.97E-09,7.56E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,6.44E-09,8.16E-10
637.073,0.635,6.17E-09,7.73E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,6.66E-09,8.34E-10
638.226,0.532,6.87E-09,8.70E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.41E-09,9.39E-10
639.466,0.653,6.69E-09,8.47E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.21E-09,9.14E-10
640.605,0.642,6.76E-09,8.38E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.30E-09,9.04E-10
641.782,0.663,6.18E-09,7.66E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,6.67E-09,8.27E-10
643.137,0.753,5.66E-09,6.95E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,6.10E-09,7.50E-10
644.309,0.521,7.05E-09,8.73E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.60E-09,9.42E-10
645.499,0.601,6.71E-09,8.40E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.24E-09,9.07E-10
646.61,0.558,7.08E-09,8.67E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.64E-09,9.36E-10
647.82,0.668,5.88E-09,7.28E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,6.34E-09,7.85E-10
649.087,0.622,6.04E-09,7.39E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,6.51E-09,7.97E-10
650.309,0.554,6.97E-09,8.93E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.52E-09,9.63E-10
651.2861,0.453,7.66E-09,9.60E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,8.27E-09,1.04E-09
652.428,0.597,6.30E-09,8.07E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,6.79E-09,8.70E-10
653.675,0.65,5.44E-09,6.81E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,5.87E-09,7.35E-10
655.003,0.571,7.02E-09,8.90E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.58E-09,9.60E-10
656.189,0.677,6.45E-09,7.99E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,6.96E-09,8.62E-10
657.379,0.67,6.65E-09,8.24E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.18E-09,8.89E-10
658.433,0.558,7.18E-09,8.89E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.74E-09,9.59E-10
659.553,0.599,6.77E-09,8.29E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.31E-09,8.95E-10
660.742,0.633,6.15E-09,7.61E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,6.63E-09,8.21E-10
661.828,0.457,7.48E-09,9.38E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,8.08E-09,1.01E-09
662.932,0.535,7.23E-09,9.06E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.81E-09,9.78E-10
664.061,0.602,6.44E-09,8.06E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,6.94E-09,8.70E-10
665.246,0.592,6.87E-09,8.71E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.41E-09,9.39E-10
666.359,0.597,6.07E-09,7.69E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,6.55E-09,8.30E-10
667.554,0.538,7.39E-09,9.57E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.97E-09,1.03E-09
668.773,0.739,5.39E-09,6.82E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,5.81E-09,7.36E-10
670.087,0.63,4.92E-09,6.60E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,5.31E-09,7.12E-10
671.629,0.683,5.62E-09,7.03E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,6.06E-09,7.59E-10
673.049,0.726,5.18E-09,6.34E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,5.59E-09,6.84E-10
674.458,0.616,6.51E-09,8.25E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.03E-09,8.90E-10
675.686,0.666,5.46E-09,6.91E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,5.89E-09,7.46E-10
677.093,0.667,5.86E-09,7.59E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,6.32E-09,8.19E-10
678.319,0.607,6.55E-09,8.20E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.06E-09,8.85E-10
679.518,0.635,5.94E-09,7.36E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,6.41E-09,7.94E-10
680.723,0.542,7.37E-09,9.13E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.95E-09,9.85E-10
681.821,0.593,6.80E-09,8.43E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.34E-09,9.09E-10
683.04,0.679,6.00E-09,7.60E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,6.47E-09,8.20E-10
684.319,0.694,5.40E-09,6.91E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,5.82E-09,7.46E-10
685.772,0.756,5.03E-09,6.44E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,5.43E-09,6.95E-10
687.189,0.681,5.86E-09,7.34E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,6.32E-09,7.92E-10
688.475,0.663,6.25E-09,7.73E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,6.74E-09,8.34E-10
689.4814,0.4328,8.64E-09,1.08E-09,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,9.32E-09,1.17E-09
690.699,0.763,5.47E-09,7.01E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,5.90E-09,7.56E-10
691.886,0.572,6.58E-09,8.24E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.10E-09,8.89E-10
693.008,0.529,6.51E-09,8.16E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.03E-09,8.80E-10
694.341,0.684,5.19E-09,6.73E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,5.61E-09,7.27E-10
695.711,0.617,6.57E-09,8.14E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.09E-09,8.78E-10
696.958,0.686,6.24E-09,7.73E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,6.73E-09,8.34E-10
698.086,0.574,6.84E-09,8.47E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.38E-09,9.14E-10
699.461,0.818,4.72E-09,5.98E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,5.09E-09,6.45E-10
700.877,0.624,5.87E-09,7.52E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,6.33E-09,8.11E-10
702.067,0.531,7.16E-09,8.97E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,7.73E-09,9.68E-10
703.185,0.579,5.88E-09,7.37E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,6.35E-09,7.95E-10
704.615,0.707,5.29E-09,6.63E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,5.71E-09,7.15E-10
706.002,0.646,5.93E-09,7.43E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,6.40E-09,8.02E-10
707.344,0.696,5.80E-09,7.43E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,6.26E-09,8.02E-10
708.601,0.656,5.61E-09,6.95E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,6.05E-09,7.50E-10
710.298,0.976,4.53E-09,5.81E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,4.89E-09,6.27E-10
711.695,0.714,5.35E-09,7.09E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,5.77E-09,7.65E-10
713.002,0.651,5.84E-09,7.16E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,6.30E-09,7.72E-10
714.462,0.777,5.51E-09,6.98E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,5.94E-09,7.53E-10
715.668,0.603,6.24E-09,7.82E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,6.73E-09,8.44E-10
716.992,0.7,6.18E-09,7.83E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,6.66E-09,8.44E-10
718.368,0.846,4.58E-09,5.61E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,4.94E-09,6.05E-10
719.906,0.682,6.04E-09,7.65E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,6.51E-09,8.25E-10
721.185,0.703,5.78E-09,7.24E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,6.23E-09,7.81E-10
722.563,0.743,5.11E-09,6.32E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,5.51E-09,6.82E-10
724.019,0.671,5.42E-09,6.64E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,5.85E-09,7.17E-10
725.438,0.638,5.60E-09,6.94E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,6.04E-09,7.49E-10
726.876,0.683,6.06E-09,7.42E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,6.54E-09,8.01E-10
728.21,0.718,5.37E-09,6.72E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,5.79E-09,7.26E-10
729.584,0.651,5.82E-09,7.49E-10,1,Integrated,cgs,,3.14E-09,3.39E-09,1.08E+00,6.28E-09,8.08E-10
