Time,TimeLower,TimeUpper,TimeUnits,Value,ValueLower,ValueUpper,ValueUnits,ValueType,Wave,WaveLower,WaveUpper,WaveUnits,Filter,CalGroup,,
393.413,,,s,5.87E-10,8.76E-11,8.76E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
396.388,,,s,8.52E-10,1.27E-10,1.27E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
399.269,,,s,5.60E-10,8.88E-11,8.88E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
401.846,,,s,7.73E-10,1.15E-10,1.15E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
404.797,,,s,7.44E-10,1.13E-10,1.13E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
407.199,,,s,8.59E-10,1.28E-10,1.28E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
409.721,,,s,6.13E-10,9.33E-11,9.33E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
412.738,,,s,7.23E-10,1.08E-10,1.08E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
415.059,,,s,7.46E-10,1.14E-10,1.14E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
418.026,,,s,6.07E-10,9.05E-11,9.05E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
421.158,,,s,6.83E-10,1.04E-10,1.04E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
423.625,,,s,7.00E-10,1.04E-10,1.04E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
426.249,,,s,6.97E-10,1.04E-10,1.04E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
429.185,,,s,6.23E-10,9.47E-11,9.47E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
432.16,,,s,6.15E-10,9.36E-11,9.36E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
434.99,,,s,8.17E-10,1.24E-10,1.24E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
437.531,,,s,6.87E-10,1.02E-10,1.02E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
440.187,,,s,6.11E-10,9.11E-11,9.11E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
443.551,,,s,6.85E-10,1.02E-10,1.02E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
446.565,,,s,5.05E-10,7.68E-11,7.68E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
449.795,,,s,6.46E-10,9.83E-11,9.83E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
452.917,,,s,5.26E-10,8.00E-11,8.00E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
456.427,,,s,5.53E-10,8.25E-11,8.25E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
459.839,,,s,6.54E-10,1.02E-10,1.02E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
463.349,,,s,4.58E-10,6.83E-11,6.83E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
467.294,,,s,4.57E-10,6.95E-11,6.95E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
471.032,,,s,6.07E-10,9.24E-11,9.24E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
474.162,,,s,5.53E-10,8.25E-11,8.25E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
478.033,,,s,4.66E-10,6.94E-11,6.94E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
480.901,,,s,9.82E-10,1.46E-10,1.46E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
483.305,,,s,6.28E-10,9.96E-11,9.96E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
486.947,,,s,4.14E-10,6.30E-11,6.30E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
491.426,,,s,5.27E-10,8.02E-11,8.02E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
494.601,,,s,5.69E-10,8.84E-11,8.84E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
498.236,,,s,5.31E-10,7.92E-11,7.92E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
501.379,,,s,7.39E-10,1.10E-10,1.10E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
503.987,,,s,5.43E-10,8.10E-11,8.10E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
508.339,,,s,4.91E-10,7.32E-11,7.32E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
511.866,,,s,5.94E-10,8.86E-11,8.86E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
514.977,,,s,6.92E-10,1.03E-10,1.03E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
517.919,,,s,5.96E-10,8.89E-11,8.89E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
521.524,,,s,4.95E-10,7.37E-11,7.37E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
525.446,,,s,4.76E-10,7.10E-11,7.10E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
529.33,,,s,3.60E-10,6.77E-11,6.77E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
533.193,,,s,5.07E-10,7.55E-11,7.55E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
536.957,,,s,5.20E-10,7.75E-11,7.75E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
540.912,,,s,4.65E-10,6.94E-11,6.94E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
544.866,,,s,4.50E-10,6.85E-11,6.85E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
548.406,,,s,6.14E-10,9.34E-11,9.34E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
552.133,,,s,4.96E-10,7.39E-11,7.39E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
555.816,,,s,5.53E-10,8.59E-11,8.59E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
559.358,,,s,4.41E-10,7.13E-11,7.13E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
563.22,,,s,4.62E-10,7.02E-11,7.02E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
567.361,,,s,4.91E-10,7.32E-11,7.32E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
570.808,,,s,3.63E-10,6.28E-11,6.28E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
575.607,,,s,4.72E-10,7.32E-11,7.32E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
578.969,,,s,5.95E-10,9.05E-11,9.05E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
582.169,,,s,5.91E-10,8.80E-11,8.80E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
585.69,,,s,4.89E-10,7.44E-11,7.44E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
589.355,,,s,5.73E-10,8.54E-11,8.54E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
592.5,,,s,5.23E-10,7.80E-11,7.80E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
596.394,,,s,4.94E-10,7.52E-11,7.52E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
600.406,,,s,5.02E-10,7.63E-11,7.63E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
604.219,,,s,4.17E-10,6.34E-11,6.34E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
608.372,,,s,4.96E-10,7.54E-11,7.54E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
612.384,,,s,4.29E-10,6.53E-11,6.53E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
616.554,,,s,4.90E-10,7.46E-11,7.46E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
620.005,,,s,5.23E-10,7.80E-11,7.80E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
624.311,,,s,4.15E-10,6.72E-11,6.72E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
627.814,,,s,6.00E-10,8.95E-11,8.95E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
631.512,,,s,3.47E-10,6.34E-11,6.34E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
635.298,,,s,4.32E-10,6.71E-11,6.71E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
639.428,,,s,4.77E-10,7.11E-11,7.11E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
643.435,,,s,4.93E-10,7.50E-11,7.50E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
647.122,,,s,3.98E-10,6.18E-11,6.18E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
651.467,,,s,5.87E-10,8.75E-11,8.75E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
655.323,,,s,3.90E-10,6.18E-11,6.18E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
660.306,,,s,4.12E-10,6.26E-11,6.26E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
664.789,,,s,3.63E-10,5.88E-11,5.88E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
669.113,,,s,4.95E-10,7.69E-11,7.69E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
673.247,,,s,4.72E-10,7.04E-11,7.04E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
676.841,,,s,3.73E-10,6.31E-11,6.31E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
680.879,,,s,3.37E-10,6.34E-11,6.34E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
684.979,,,s,4.29E-10,6.66E-11,6.66E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
689.225,,,s,4.38E-10,6.53E-11,6.53E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
693.851,,,s,4.26E-10,6.48E-11,6.48E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
697.52,,,s,5.40E-10,8.39E-11,8.39E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
700.934,,,s,3.44E-10,6.48E-11,6.48E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
704.847,,,s,4.59E-10,6.99E-11,6.99E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
709.051,,,s,4.00E-10,6.34E-11,6.34E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
713.447,,,s,4.47E-10,6.80E-11,6.80E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
717.765,,,s,3.92E-10,6.09E-11,6.09E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
722.656,,,s,4.21E-10,6.54E-11,6.54E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
726.842,,,s,3.78E-10,5.76E-11,5.76E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
731.268,,,s,3.02E-10,5.52E-11,5.52E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
735.257,,,s,5.67E-10,8.45E-11,8.45E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
738.813,,,s,3.12E-10,5.87E-11,5.87E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
742.855,,,s,5.00E-10,7.61E-11,7.61E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
746.972,,,s,4.16E-10,6.32E-11,6.32E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
750.744,,,s,3.67E-10,6.90E-11,6.90E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
754.806,,,s,3.93E-10,5.98E-11,5.98E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
758.92,,,s,3.75E-10,6.84E-11,6.84E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
762.466,,,s,3.49E-10,6.37E-11,6.37E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
766.657,,,s,4.09E-10,6.09E-11,6.09E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
770.958,,,s,3.31E-10,6.23E-11,6.23E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
774.58,,,s,3.51E-10,6.41E-11,6.41E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
778.196,,,s,3.09E-10,5.81E-11,5.81E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
782.041,,,s,4.19E-10,6.37E-11,6.37E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
786.757,,,s,4.55E-10,6.78E-11,6.78E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
791.171,,,s,4.75E-10,7.08E-11,7.08E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
795.067,,,s,4.04E-10,6.15E-11,6.15E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
800.179,,,s,2.87E-10,5.24E-11,5.24E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
803.515,,,s,5.97E-10,8.90E-11,8.90E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
807.301,,,s,4.27E-10,6.49E-11,6.49E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
810.938,,,s,3.55E-10,6.69E-11,6.69E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
814.842,,,s,4.84E-10,7.36E-11,7.36E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
818.564,,,s,3.65E-10,6.67E-11,6.67E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
822.673,,,s,4.43E-10,6.61E-11,6.61E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
826.841,,,s,3.61E-10,6.59E-11,6.59E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
830.589,,,s,3.89E-10,6.04E-11,6.04E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
835.042,,,s,3.73E-10,6.82E-11,6.82E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
839.273,,,s,2.19E-10,4.39E-11,4.39E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
844.24,,,s,3.67E-10,5.73E-11,5.73E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
848.305,,,s,3.53E-10,6.65E-11,6.65E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
852.43,,,s,3.81E-10,5.80E-11,5.80E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
856.886,,,s,3.59E-10,6.84E-11,6.84E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
860.632,,,s,4.28E-10,6.64E-11,6.64E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
864.803,,,s,3.34E-10,6.09E-11,6.09E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
869.048,,,s,4.38E-10,6.81E-11,6.81E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
873.085,,,s,4.46E-10,6.79E-11,6.79E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
877.664,,,s,4.29E-10,6.39E-11,6.39E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
881.95,,,s,4.60E-10,6.86E-11,6.86E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
885.728,,,s,3.13E-10,5.90E-11,5.90E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
890.118,,,s,4.66E-10,6.95E-11,6.95E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
895.245,,,s,1.89E-10,3.46E-11,3.46E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
900.52,,,s,3.62E-10,6.25E-11,6.25E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
905.067,,,s,4.00E-10,6.08E-11,6.08E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
908.729,,,s,3.71E-10,6.98E-11,6.98E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
912.446,,,s,3.08E-10,5.25E-11,5.25E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
917.687,,,s,3.07E-10,5.78E-11,5.78E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
922.021,,,s,2.79E-10,5.09E-11,5.09E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
926.469,,,s,3.15E-10,5.75E-11,5.75E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
930.471,,,s,2.84E-10,5.18E-11,5.18E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
934.854,,,s,4.01E-10,5.98E-11,5.98E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
939.599,,,s,3.23E-10,5.34E-11,5.34E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
944.338,,,s,3.17E-10,5.96E-11,5.96E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
948.592,,,s,3.22E-10,5.87E-11,5.87E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
952.459,,,s,2.89E-10,5.44E-11,5.44E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
957.046,,,s,2.51E-10,4.72E-11,4.72E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
962.205,,,s,2.33E-10,4.26E-11,4.26E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
967.364,,,s,2.43E-10,4.72E-11,4.72E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
971.732,,,s,3.79E-10,6.93E-11,6.93E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
975.315,,,s,3.69E-10,6.52E-11,6.52E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
979.691,,,s,2.64E-10,4.96E-11,4.96E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
983.812,,,s,3.56E-10,5.86E-11,5.86E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
988.056,,,s,3.77E-10,6.56E-11,6.56E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
992.73,,,s,2.22E-10,4.59E-11,4.59E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
997.146,,,s,3.29E-10,6.20E-11,6.20E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
1000.591,,,s,3.54E-10,6.36E-11,6.36E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
1004.876,,,s,3.22E-10,5.79E-11,5.79E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
1008.984,,,s,3.01E-10,5.84E-11,5.84E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
1013.179,,,s,2.73E-10,6.03E-11,6.03E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
1017.436,,,s,2.91E-10,5.32E-11,5.32E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
1021.724,,,s,2.75E-10,5.17E-11,5.17E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
1025.963,,,s,3.19E-10,5.83E-11,5.83E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
1029.943,,,s,3.07E-10,5.78E-11,5.78E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
1034.842,,,s,2.19E-10,4.53E-11,4.53E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
1039.734,,,s,2.79E-10,5.10E-11,5.10E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
1043.846,,,s,2.80E-10,5.44E-11,5.44E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
1048.311,,,s,3.10E-10,5.67E-11,5.67E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
1051.874,,,s,3.68E-10,6.72E-11,6.72E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
1055.278,,,s,3.25E-10,5.94E-11,5.94E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
1059.626,,,s,2.76E-10,5.05E-11,5.05E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
1063.954,,,s,3.13E-10,6.08E-11,6.08E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
1068.431,,,s,2.62E-10,4.94E-11,4.94E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
1072.486,,,s,3.38E-10,6.17E-11,6.17E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
4278.236,,,s,1.19E-10,2.54E-11,2.54E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
4304.998,,,s,5.05E-11,1.13E-11,1.13E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
4332.115,,,s,7.69E-11,1.68E-11,1.68E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
4361.538,,,s,4.94E-11,1.11E-11,1.11E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
4385.966,,,s,1.29E-10,2.81E-11,2.81E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
4410.437,,,s,7.01E-11,1.50E-11,1.50E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
4433.838,,,s,7.45E-11,1.64E-11,1.64E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
4459.203,,,s,7.07E-11,1.59E-11,1.59E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
4490.956,,,s,7.44E-11,1.29E-11,1.29E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
10078.444,,,s,2.73E-11,6.16E-12,6.16E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
10158.433,,,s,2.67E-11,6.04E-12,6.04E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
10224.604,,,s,2.61E-11,5.73E-12,5.73E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
10291.45,,,s,2.80E-11,6.34E-12,6.34E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
10345.866,,,s,4.51E-11,1.02E-11,1.02E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,,
