Time,TimeLower,TimeUpper,TimeUnits,Value,ValueLower,ValueUpper,ValueUnits,ValueType,Model,Frequency,FrequencyLower,FrequencyUpper,FrequencyUnits,,
1182.095,,,seconds,5.31E-12,1.19E-12,1.19E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,
1407.616,,,seconds,4.45E-12,1.16E-12,1.16E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,
1602.629,,,seconds,4.26E-12,1.11E-12,1.11E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,
1889.134,,,seconds,4.12E-12,7.14E-13,7.14E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,
5556.443,,,seconds,1.64E-12,4.27E-13,4.27E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,
6233.112,,,seconds,1.26E-12,3.31E-13,3.31E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,
6755.846,,,seconds,1.67E-12,4.37E-13,4.37E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,
7452.984,,,seconds,1.25E-12,3.01E-13,3.01E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,
12382.482,,,seconds,5.66E-13,1.15E-13,1.15E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,
18181.369,,,seconds,4.67E-13,1.11E-13,1.11E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,
44245.521,,,seconds,1.30E-13,3.09E-14,3.09E-14,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz,,
132,93,583.507,seconds,-7.00E-01,4.00E-01,6.00E-01,cgs,SpectralIndex,SpectralIndex,,7.25E+16,2.42E+18,hz,,WT
8649,583.507,86595,seconds,-1.10E+00,2.60E-01,2.70E-01,cgs,SpectralIndex,SpectralIndex,,7.25E+16,2.42E+18,hz,,PC
