Time,TimeLower,TimeUpper,TimeUnits,Value,ValueLower,ValueUpper,ValueUnits,ValueType,Wave,WaveLower,WaveUpper,WaveUnits
3196.8,,,s,0.798525448,0.058837529,0.058837529,mJy,Spectral Flux,4.56E+14,,,Hz
3369.6,,,s,0.573177008,0.100303951,0.100303951,mJy,Spectral Flux,4.56E+14,,,Hz
4838.4,,,s,0.64311518,0.014808274,0.014808274,mJy,Spectral Flux,4.56E+14,,,Hz
5184,,,s,0.581150694,0.009099413,0.009099413,mJy,Spectral Flux,4.56E+14,,,Hz
5529.6,,,s,0.571069231,0.005259742,0.005259742,mJy,Spectral Flux,4.56E+14,,,Hz
5961.6,,,s,0.537388986,0.004454582,0.004454582,mJy,Spectral Flux,4.56E+14,,,Hz
5961.6,,,s,0.532462174,0.039233263,0.039233263,mJy,Spectral Flux,4.56E+14,,,Hz
6652.8,,,s,0.48875224,0.004051417,0.004051417,mJy,Spectral Flux,4.56E+14,,,Hz
7257.6,,,s,0.468909208,0.004318813,0.004318813,mJy,Spectral Flux,4.56E+14,,,Hz
7862.4,,,s,0.445747341,0.003694936,0.003694936,mJy,Spectral Flux,4.56E+14,,,Hz
8208,,,s,0.442882746,0.044870109,0.044870109,mJy,Spectral Flux,4.56E+14,,,Hz
8812.8,,,s,0.429624224,0.014245147,0.014245147,mJy,Spectral Flux,4.56E+14,,,Hz
9158.4,,,s,0.398371959,0.008439025,0.008439025,mJy,Spectral Flux,4.56E+14,,,Hz
9417.6,,,s,0.367695878,0.006095888,0.006095888,mJy,Spectral Flux,4.56E+14,,,Hz
9936,,,s,0.382550489,0.004580446,0.004580446,mJy,Spectral Flux,4.56E+14,,,Hz
10108.8,,,s,0.396541606,0.021913699,0.021913699,mJy,Spectral Flux,4.56E+14,,,Hz
10540.8,,,s,0.335033906,0.002777199,0.002777199,mJy,Spectral Flux,4.56E+14,,,Hz
11145.6,,,s,0.343469961,0.004112518,0.004112518,mJy,Spectral Flux,4.56E+14,,,Hz
11750.4,,,s,0.343786454,0.004749585,0.004749585,mJy,Spectral Flux,4.56E+14,,,Hz
12787.2,,,s,0.321135828,0.014493074,0.014493074,mJy,Spectral Flux,4.56E+14,,,Hz
13132.8,,,s,0.289660156,0.007470032,0.007470032,mJy,Spectral Flux,4.56E+14,,,Hz
13392,,,s,0.274087204,0.005301317,0.005301317,mJy,Spectral Flux,4.56E+14,,,Hz
13910.4,,,s,0.261751248,0.003375145,0.003375145,mJy,Spectral Flux,4.56E+14,,,Hz
14515.2,,,s,0.258635873,0.002858549,0.002858549,mJy,Spectral Flux,4.56E+14,,,Hz
15120,,,s,0.240707023,0.003768889,0.003768889,mJy,Spectral Flux,4.56E+14,,,Hz
15724.8,,,s,0.218518777,0.003018948,0.003018948,mJy,Spectral Flux,4.56E+14,,,Hz
16934.4,,,s,0.220947332,0.007326,0.007326,mJy,Spectral Flux,4.56E+14,,,Hz
17193.6,,,s,0.21571918,0.005761857,0.005761857,mJy,Spectral Flux,4.56E+14,,,Hz
17712,,,s,0.215520587,0.003970036,0.003970036,mJy,Spectral Flux,4.56E+14,,,Hz
18316.8,,,s,0.205252644,0.003213759,0.003213759,mJy,Spectral Flux,4.56E+14,,,Hz
18921.6,,,s,0.20076535,0.003698234,0.003698234,mJy,Spectral Flux,4.56E+14,,,Hz
19526.4,,,s,0.203745845,0.00300251,0.00300251,mJy,Spectral Flux,4.56E+14,,,Hz
20390.4,,,s,0.199475132,0.013962977,0.013962977,mJy,Spectral Flux,4.56E+14,,,Hz
20649.6,,,s,0.171984283,0.007128152,0.007128152,mJy,Spectral Flux,4.56E+14,,,Hz
20995.2,,,s,0.170879026,0.005351104,0.005351104,mJy,Spectral Flux,4.56E+14,,,Hz
21513.6,,,s,0.185989643,0.003597359,0.003597359,mJy,Spectral Flux,4.56E+14,,,Hz
22118.4,,,s,0.177946218,0.003441785,0.003441785,mJy,Spectral Flux,4.56E+14,,,Hz
35251.2,,,s,0.095123706,0.011389582,0.011389582,mJy,Spectral Flux,4.56E+14,,,Hz
36460.8,,,s,0.091682988,0.01097761,0.01097761,mJy,Spectral Flux,4.56E+14,,,Hz
39657.6,,,s,0.088366725,0.00325555,0.00325555,mJy,Spectral Flux,4.56E+14,,,Hz
40089.6,,,s,0.085958487,0.003166828,0.003166828,mJy,Spectral Flux,4.56E+14,,,Hz
41126.4,,,s,0.089348808,0.005349064,0.005349064,mJy,Spectral Flux,4.56E+14,,,Hz
41385.6,,,s,0.08885641,0.004746707,0.004746707,mJy,Spectral Flux,4.56E+14,,,Hz
41644.8,,,s,0.09653588,0.007113027,0.007113027,mJy,Spectral Flux,4.56E+14,,,Hz
41731.2,,,s,0.085170415,0.001568897,0.001568897,mJy,Spectral Flux,4.56E+14,,,Hz
42076.8,,,s,0.085170415,0.001568897,0.001568897,mJy,Spectral Flux,4.56E+14,,,Hz
42336,,,s,0.091598584,0.00717106,0.00717106,mJy,Spectral Flux,4.56E+14,,,Hz
42595.2,,,s,0.094773902,0.008903579,0.008903579,mJy,Spectral Flux,4.56E+14,,,Hz
43113.6,,,s,0.079852545,0.001470938,0.001470938,mJy,Spectral Flux,4.56E+14,,,Hz
43372.8,,,s,0.075978158,0.00776761,0.00776761,mJy,Spectral Flux,4.56E+14,,,Hz
43459.2,,,s,0.081337114,0.001498285,0.001498285,mJy,Spectral Flux,4.56E+14,,,Hz
43632,,,s,0.091345837,0.008497395,0.008497395,mJy,Spectral Flux,4.56E+14,,,Hz
43891.2,,,s,0.084311878,0.007765411,0.007765411,mJy,Spectral Flux,4.56E+14,,,Hz
44150.4,,,s,0.095036134,0.008840683,0.008840683,mJy,Spectral Flux,4.56E+14,,,Hz
44409.6,,,s,0.082773012,0.007623676,0.007623676,mJy,Spectral Flux,4.56E+14,,,Hz
44582.4,,,s,0.077676341,0.001430851,0.001430851,mJy,Spectral Flux,4.56E+14,,,Hz
44668.8,,,s,0.076399191,0.003096115,0.003096115,mJy,Spectral Flux,4.56E+14,,,Hz
44928,,,s,0.077604832,0.003645311,0.003645311,mJy,Spectral Flux,4.56E+14,,,Hz
44928,,,s,0.079120452,0.001457453,0.001457453,mJy,Spectral Flux,4.56E+14,,,Hz
45273.6,,,s,0.081262235,0.003517728,0.003517728,mJy,Spectral Flux,4.56E+14,,,Hz
45792,,,s,0.078829498,0.00217814,0.00217814,mJy,Spectral Flux,4.56E+14,,,Hz
45964.8,,,s,0.0769642,0.001417733,0.001417733,mJy,Spectral Flux,4.56E+14,,,Hz
46051.2,,,s,0.075281586,0.00291215,0.00291215,mJy,Spectral Flux,4.56E+14,,,Hz
46310.4,,,s,0.073635758,0.001898989,0.001898989,mJy,Spectral Flux,4.56E+14,,,Hz
46310.4,,,s,0.075559445,0.000695928,0.000695928,mJy,Spectral Flux,4.56E+14,,,Hz
46569.6,,,s,0.071234234,0.002558757,0.002558757,mJy,Spectral Flux,4.56E+14,,,Hz
46828.8,,,s,0.073432576,0.001758481,0.001758481,mJy,Spectral Flux,4.56E+14,,,Hz
47088,,,s,0.074797789,0.001928957,0.001928957,mJy,Spectral Flux,4.56E+14,,,Hz
47433.6,,,s,0.073500241,0.001353924,0.001353924,mJy,Spectral Flux,4.56E+14,,,Hz
47606.4,,,s,0.075004749,0.003039605,0.003039605,mJy,Spectral Flux,4.56E+14,,,Hz
47952,,,s,0.066540914,0.002390171,0.002390171,mJy,Spectral Flux,4.56E+14,,,Hz
48211.2,,,s,0.070321603,0.002525975,0.002525975,mJy,Spectral Flux,4.56E+14,,,Hz
48384,,,s,0.071365574,0.001248872,0.001248872,mJy,Spectral Flux,4.56E+14,,,Hz
48556.8,,,s,0.068405144,0.002016111,0.002016111,mJy,Spectral Flux,4.56E+14,,,Hz
48729.6,,,s,0.070256864,0.001100052,0.001100052,mJy,Spectral Flux,4.56E+14,,,Hz
48816,,,s,0.071893357,0.002052703,0.002052703,mJy,Spectral Flux,4.56E+14,,,Hz
48988.8,,,s,0.071959603,0.001060436,0.001060436,mJy,Spectral Flux,4.56E+14,,,Hz
