Time,TimeUnits,Value,ValueLower,ValueUpper,ValueUnits,ValueType,Wave,WaveLower,WaveUpper,WaveUnits,Filter,CalGroup,SlopGroup,Include,,,,,,,,,,,,,,
56004.48,s,0.027542287,0.006260897,0.006260897,mJy,Spectral Flux,4.35E+14,,,Hz,R,R1_offset,slop,1,,,,,,,,,,,,,,
56592,s,0.035974934,0.007134618,0.007134618,mJy,Spectral Flux,4.35E+14,,,Hz,R,R1_offset,slop,1,,,,,,,,,,,,,,
57412.8,s,0.033419504,0.007357969,0.007357969,mJy,Spectral Flux,4.35E+14,,,Hz,R,R1_offset,slop,1,,,,,,,,,,,,,,
58449.6,s,0.025118864,0.007740856,0.007740856,mJy,Spectral Flux,4.35E+14,,,Hz,R,R1_offset,slop,1,,,,,,,,,,,,,,
59685.12,s,0.045708819,0.005898102,0.005898102,mJy,Spectral Flux,4.35E+14,,,Hz,R,R1_offset,slop,1,,,,,,,,,,,,,,
60791.04,s,0.025822602,0.008603916,0.008603916,mJy,Spectral Flux,4.35E+14,,,Hz,R,R1_offset,slop,1,,,,,,,,,,,,,,
61888.32,s,0.019408859,0.003991854,0.003991854,mJy,Spectral Flux,4.35E+14,,,Hz,R,R1_offset,slop,1,,,,,,,,,,,,,,
62674.56,s,0.029922646,0.008641256,0.008641256,mJy,Spectral Flux,4.35E+14,,,Hz,R,R1_offset,slop,1,,,,,,,,,,,,,,
63676.8,s,0.029107171,0.008405758,0.008405758,mJy,Spectral Flux,4.35E+14,,,Hz,R,R1_offset,slop,1,,,,,,,,,,,,,,
65128.32,s,0.029648314,0.005438023,0.005438023,mJy,Spectral Flux,4.35E+14,,,Hz,R,R1_offset,slop,1,,,,,,,,,,,,,,
65724.48,s,0.034994517,0.006154202,0.006154202,mJy,Spectral Flux,4.35E+14,,,Hz,R,R1_offset,slop,1,,,,,,,,,,,,,,
69768,s,0.031622777,0.006036918,0.006036918,mJy,Spectral Flux,4.35E+14,,,Hz,R,R1_offset,slop,1,,,,,,,,,,,,,,
70554.24,s,0.024434306,0.005203388,0.005203388,mJy,Spectral Flux,4.35E+14,,,Hz,R,R1_offset,slop,1,,,,,,,,,,,,,,
71357.76,s,0.023120648,0.004585332,0.004585332,mJy,Spectral Flux,4.35E+14,,,Hz,R,R1_offset,slop,1,,,,,,,,,,,,,,
72316.8,s,0.03801894,0.00520941,0.00520941,mJy,Spectral Flux,4.35E+14,,,Hz,R,R1_offset,slop,1,,,,,,,,,,,,,,
73267.2,s,0.044874539,0.007549523,0.007549523,mJy,Spectral Flux,4.35E+14,,,Hz,R,R1_offset,slop,1,,,,,,,,,,,,,,
64428.48,s,0.035318317,0.002205205,0.002205205,mJy,Spectral Flux,4.35E+14,,,Hz,R,R1_offset,slop,1,,,,,,,,,,,,,,
69145.92,s,0.031622777,0.003046871,0.003046871,mJy,Spectral Flux,4.35E+14,,,Hz,R,R1_offset,slop,1,,,,,,,,,,,,,,
73854.72,s,0.026061535,0.001851245,0.001851245,mJy,Spectral Flux,4.35E+14,,,Hz,R,R1_offset,slop,1,,,,,,,,,,,,,,
75841.92,s,0.02630268,0.002092389,0.002092389,mJy,Spectral Flux,4.35E+14,,,Hz,R,R1_offset,slop,1,,,,,,,,,,,,,,
86158.08,s,0.018879913,0.001341108,0.001341108,mJy,Spectral Flux,4.35E+14,,,Hz,R,R1_offset,slop,1,,,,,,,,,,,,,,
244987.2,s,0.004613176,0.001015682,0.001015682,mJy,Spectral Flux,4.35E+14,,,Hz,R,R1_offset,slop,1,,,,,,,,,,,,,,
60350.4,s,0.054450265,0.007891656,0.007891656,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
60747.84,s,0.070469307,0.011313143,0.011313143,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
60903.36,s,0.046131757,0.005952676,0.005952676,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
61058.88,s,0.064863443,0.006249627,0.006249627,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
61214.4,s,0.038725764,0.004997034,0.004997034,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
61300.8,s,0.05597576,0.005393294,0.005393294,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
61395.84,s,0.034040819,0.005986483,0.005986483,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
61490.88,s,0.062517269,0.005500842,0.005500842,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
61577.28,s,0.049659232,0.008354482,0.008354482,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
61672.32,s,0.042854852,0.005529836,0.005529836,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
61758.72,s,0.048752849,0.00387831,0.00387831,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
61853.76,s,0.0519996,0.00413659,0.00413659,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
62009.28,s,0.053951062,0.005645182,0.005645182,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
62164.8,s,0.055462571,0.004412071,0.004412071,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
62311.68,s,0.051522864,0.003216984,0.003216984,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
62467.2,s,0.042461956,0.003377867,0.003377867,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
62622.72,s,0.053456436,0.00287397,0.00287397,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
62778.24,s,0.050118723,0.003129313,0.003129313,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
62925.12,s,0.049203954,0.003072196,0.003072196,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
63080.64,s,0.044463127,0.003158377,0.003158377,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
63227.52,s,0.057016427,0.003559991,0.003559991,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
63383.04,s,0.049659232,0.003527475,0.003527475,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
63538.56,s,0.059156163,0.002662466,0.002662466,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
63685.44,s,0.051522864,0.002770015,0.002770015,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
63840.96,s,0.059703529,0.002687101,0.002687101,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
63996.48,s,0.051522864,0.002770015,0.002770015,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
76645.44,s,0.045289758,0.002827802,0.002827802,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
76792.32,s,0.03801894,0.002700623,0.002700623,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
76947.84,s,0.031915379,0.002808207,0.002808207,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
77112,s,0.044463127,0.002776188,0.002776188,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
77258.88,s,0.034994517,0.00337174,0.00337174,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
77414.4,s,0.036982818,0.003254087,0.003254087,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
77578.56,s,0.041686938,0.002961174,0.002961174,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
77734.08,s,0.041686938,0.004361923,0.004361923,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
77880.96,s,0.040926066,0.00461826,0.00461826,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
78036.48,s,0.040926066,0.003943248,0.003943248,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
78183.36,s,0.03908409,0.003109156,0.003109156,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
78338.88,s,0.03767038,0.003629561,0.003629561,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
78494.4,s,0.034994517,0.003079138,0.003079138,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
78649.92,s,0.042072663,0.002988573,0.002988573,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
78796.8,s,0.046558609,0.003703757,0.003703757,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
78952.32,s,0.042072663,0.004053723,0.004053723,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
79107.84,s,0.03908409,0.003438976,0.003438976,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
79254.72,s,0.035974934,0.003764246,0.003764246,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
79410.24,s,0.03944573,0.003470797,0.003470797,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
79557.12,s,0.033728731,0.002683135,0.002683135,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
79712.64,s,0.047424199,0.002961072,0.002961072,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
79868.16,s,0.040926066,0.003255686,0.003255686,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
80015.04,s,0.042461956,0.002651239,0.002651239,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
80170.56,s,0.042072663,0.003346898,0.003346898,mJy,Spectral Flux,4.81E+14,,,Hz,r,r1_offset,slop,1,,,,,,,,,,,,,,
226298.88,s,0.00564937,0.001203057,0.001203057,mJy,Spectral Flux,4.35E+14,,,Hz,R,R1_offset,slop,1,,,,,,,,,,,,,,
56937.6,s,0.040926066,0.003255686,0.003255686,mJy,Spectral Flux,4.35E+14,,,Hz,R,R1_offset,slop,1,,,,,,,,,,,,,,
67991.99996,s,0.028575905,0.002273226,0.002273226,mJy,Spectral Flux,4.81E+14,,,Hz,r,r2_offset,slop,1,,,,,,,,,,,,,,
68963.99996,s,0.030199517,0.002145181,0.002145181,mJy,Spectral Flux,4.81E+14,,,Hz,r,r2_offset,slop,1,,,,,,,,,,,,,,
238686,s,0.005970353,0.000770393,0.000770393,mJy,Spectral Flux,4.81E+14,,,Hz,r,r2_offset,slop,1,,,,,,,,,,,,,,
27987.60004,s,0.092896639,0.00580028,0.00580028,mJy,Spectral Flux,4.81E+14,,,Hz,r,r2_offset,slop,1,,,,,,,,,,,,,,
29355.60001,s,0.081658237,0.006495948,0.006495948,mJy,Spectral Flux,4.81E+14,,,Hz,r,r2_offset,slop,1,,,,,,,,,,,,,,
33089.99999,s,0.071779429,0.002596332,0.002596332,mJy,Spectral Flux,4.81E+14,,,Hz,r,r2_offset,slop,1,,,,,,,,,,,,,,
34321.19999,s,0.064268772,0.007775074,0.007775074,mJy,Spectral Flux,4.81E+14,,,Hz,r,r2_offset,slop,1,,,,,,,,,,,,,,
203028,s,0.009120108,0.002982488,0.002982488,mJy,Spectral Flux,4.81E+14,,,Hz,r,r2_offset,slop,1,,,,,,,,,,,,,,
298200,s,0.004325138,7.89E-05,7.89E-05,mJy,Spectral Flux,4.81E+14,,,Hz,r,r2_offset,slop,1,,,,,,,,,,,,,,
451800,s,0.002511886,9.09E-05,9.09E-05,mJy,Spectral Flux,4.81E+14,,,Hz,r,r2_offset,slop,1,,,,,,,,,,,,,,
24499.20004,s,0.103752842,0.011707884,0.011707884,mJy,Spectral Flux,4.35E+14,,,Hz,R,R2_offset,slop,1,,,,,,,,,,,,,,
25188.59998,s,0.099083194,0.006186556,0.006186556,mJy,Spectral Flux,4.35E+14,,,Hz,R,R2_offset,slop,1,,,,,,,,,,,,,,
26588.39999,s,0.100925289,0.010560341,0.010560341,mJy,Spectral Flux,4.35E+14,,,Hz,R,R2_offset,slop,1,,,,,,,,,,,,,,
17071.9,s,0.1775,0.0018,0.0018,mJy,Spectral Flux,4.35E+14,,,Hz,R,R3_offset,slop,1,,,,,,,,,,,,,,
18582.1,s,0.1603,0.0012,0.0012,mJy,Spectral Flux,4.35E+14,,,Hz,R,R3_offset,slop,1,,,,,,,,,,,,,,
20035.8,s,0.1475,0.0023,0.0023,mJy,Spectral Flux,4.35E+14,,,Hz,R,R3_offset,slop,1,,,,,,,,,,,,,,
23331.8,s,0.119,0.0023,0.0023,mJy,Spectral Flux,4.35E+14,,,Hz,R,R3_offset,slop,1,,,,,,,,,,,,,,
90356,s,0.02249,0.00121,0.00121,mJy,Spectral Flux,4.81E+14,,,Hz,r,r3_offset,slop,1,,,,,,,,,,,,,,
174960,s,0.009037,0.000486,0.000486,mJy,Spectral Flux,4.81E+14,,,Hz,r,r3_offset,slop,1,,,,,,,,,,,,,,
521589,s,0.001675,0.000133,0.000133,mJy,Spectral Flux,4.81E+14,,,Hz,r,r3_offset,slop,1,,,,,,,,,,,,,,
780120,s,0.001236,7.70E-05,7.70E-05,mJy,Spectral Flux,4.81E+14,,,Hz,r,r3_offset,slop,1,,,,,,,,,,,,,,
12528,s,0.0924,0.0058,0.0058,mJy,Spectral Flux,1.33E+15,,,Hz,uvm2,uvm2_offset,slop,1,,,,,,,,,,,,,,
16491,s,0.067,0.0031,0.0031,mJy,Spectral Flux,1.33E+15,,,Hz,uvm2,uvm2_offset,slop,1,,,,,,,,,,,,,,
30028,s,0.0296,0.0026,0.0026,mJy,Spectral Flux,1.33E+15,,,Hz,uvm2,uvm2_offset,slop,1,,,,,,,,,,,,,,
47376,s,0.0161,0.002,0.002,mJy,Spectral Flux,1.33E+15,,,Hz,uvm2,uvm2_offset,slop,1,,,s,0.2396,0.0099,0.0099,mJy,Spectral Flux,1.55E+15,,,Hz,uvw2,uvw2_offset
28708,s,0.0707,0.0069,0.0069,mJy,Spectral Flux,6.83E+14,,,Hz,uvot-b,uvot-b_offset,slop,1,,,s,0.092,0.003,0.003,mJy,Spectral Flux,1.55E+15,,,Hz,uvw2,uvw2_offset
46055,s,0.04,0.0058,0.0058,mJy,Spectral Flux,6.83E+14,,,Hz,uvot-b,uvot-b_offset,slop,1,,,s,0.0315,0.0032,0.0032,mJy,Spectral Flux,1.55E+15,,,Hz,uvw2,uvw2_offset
75943,s,0.0275,0.0069,0.0069,mJy,Spectral Flux,6.83E+14,,,Hz,uvot-b,uvot-b_offset,slop,1,,,s,0.0253,0.0016,0.0016,mJy,Spectral Flux,1.55E+15,,,Hz,uvw2,uvw2_offset
18304,s,0.1375,0.0069,0.0069,mJy,Spectral Flux,8.65E+14,,,Hz,uvot-u,uvot-u_offset,slop,1,,,s,0.0146,0.0013,0.0013,mJy,Spectral Flux,1.55E+15,,,Hz,uvw2,uvw2_offset
18609,s,0.1348,0.0077,0.0077,mJy,Spectral Flux,8.65E+14,,,Hz,uvot-u,uvot-u_offset,slop,1,,,s,0.008,0.0015,0.0015,mJy,Spectral Flux,1.55E+15,,,Hz,uvw2,uvw2_offset
28486,s,0.0767,0.006,0.006,mJy,Spectral Flux,8.65E+14,,,Hz,uvot-u,uvot-u_offset,slop,1,,,,,,,,,,,,,,
45833,s,0.0324,0.0041,0.0041,mJy,Spectral Flux,8.65E+14,,,Hz,uvot-u,uvot-u_offset,slop,1,,,,,,,,,,,,,,
29806,s,0.059,0.0124,0.0124,mJy,Spectral Flux,5.48E+14,,,Hz,uvot-v,uvot-v_offset,slop,1,,,,,,,,,,,,,,
17398,s,0.0863,0.0033,0.0033,mJy,Spectral Flux,1.15E+15,,,Hz,uvw1,uvw1_offset,slop,1,,,,,,,,,,,,,,
28047,s,0.0465,0.0035,0.0035,mJy,Spectral Flux,1.15E+15,,,Hz,uvw1,uvw1_offset,slop,1,,,,,,,,,,,,,,
45393,s,0.0269,0.0028,0.0028,mJy,Spectral Flux,1.15E+15,,,Hz,uvw1,uvw1_offset,slop,1,,,,,,,,,,,,,,
75628,s,0.0194,0.0035,0.0035,mJy,Spectral Flux,1.15E+15,,,Hz,uvw1,uvw1_offset,slop,1,,,,,,,,,,,,,,
49507.2,s,0.051522864,0.024483281,0.024483281,mJy,Spectral Flux,5.47E+14,,,Hz,V,V1_offset,slop,1,,,,,,,,,,,,,,
67512.96,s,0.024888573,0.002189925,0.002189925,mJy,Spectral Flux,5.47E+14,,,Hz,V,V1_offset,slop,1,,,,,,,,,,,,,,
14851.99999,s,0.1896,0.005,0.005,mJy,Spectral Flux,5.47E+14,,,Hz,V,V3_offset,slop,1,,,,,,,,,,,,,,
16051,s,0.1656,0.0057,0.0057,mJy,Spectral Flux,5.47E+14,,,Hz,V,V3_offset,slop,1,,,,,,,,,,,,,,
14767.2,s,0.1873,0.0024,0.0024,mJy,Spectral Flux,5.47E+14,,,Hz,V,V3_offset,slop,1,,,,,,,,,,,,,,
16714.4,s,0.1575,0.0017,0.0017,mJy,Spectral Flux,5.47E+14,,,Hz,V,V3_offset,slop,1,,,,,,,,,,,,,,
18236.5,s,0.1391,0.002,0.002,mJy,Spectral Flux,5.47E+14,,,Hz,V,V3_offset,slop,1,,,,,,,,,,,,,,
19700.4,s,0.1295,0.0015,0.0015,mJy,Spectral Flux,5.47E+14,,,Hz,V,V3_offset,slop,1,,,,,,,,,,,,,,
22996.8,s,0.1014,0.0019,0.0019,mJy,Spectral Flux,5.47E+14,,,Hz,V,V3_offset,slop,1,,,,,,,,,,,,,,
92470,s,0.02793,0.00126,0.00126,mJy,Spectral Flux,3.28E+14,,,Hz,z,z_offset,slop,1,,,,,,,,,,,,,,
523990,s,0.002477,0.000197,0.000197,mJy,Spectral Flux,3.28E+14,,,Hz,z,z_offset,slop,1,,,,,,,,,,,,,,
0.9911,d,0.41,0.12,0.12,mJy,Spectral Flux,9.70E+10,,,Hz,W,,slop,1,,,,,,,,,,,,,,
3.9911,d,0.35,0.19,0.19,mJy,Spectral Flux,9.70E+10,,,Hz,W,,slop,1,,,,,,,,,,,,,,
7.9911,d,0.2,0.09,0.09,mJy,Spectral Flux,9.70E+10,,,Hz,W,,slop,1,,,,,,,,,,,,,,
101.126,s,8.29E-08,9.21E-09,9.21E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,1,,,,,,,,,,,,,,
103.468,s,8.63E-08,9.57E-09,9.57E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,1,,,,,,,,,,,,,,
105.669,s,7.82E-08,8.63E-09,8.63E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,1,,,,,,,,,,,,,,
108.008,s,7.21E-08,8.10E-09,8.10E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,1,,,,,,,,,,,,,,
110.2913,s,1.05E-07,1.11E-08,1.11E-08,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,1,,,,,,,,,,,,,,
112.599,s,6.81E-08,7.77E-09,7.77E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,1,,,,,,,,,,,,,,
114.935,s,7.96E-08,8.82E-09,8.82E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,1,,,,,,,,,,,,,,
117.513,s,8.65E-08,9.03E-09,9.03E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,1,,,,,,,,,,,,,,
120.421,s,6.24E-08,6.91E-09,6.91E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,1,,,,,,,,,,,,,,
123.218,s,7.14E-08,7.98E-09,7.98E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,1,,,,,,,,,,,,,,
126.046,s,6.33E-08,7.02E-09,7.02E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,1,,,,,,,,,,,,,,
129.098,s,5.40E-08,6.17E-09,6.17E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,1,,,,,,,,,,,,,,
132.139,s,7.11E-08,8.58E-09,8.58E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,1,,,,,,,,,,,,,,
134.743,s,7.16E-08,9.99E-09,9.99E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,1,,,,,,,,,,,,,,
137.746,s,5.75E-08,7.30E-09,7.30E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,1,,,,,,,,,,,,,,
141.15,s,6.25E-08,9.37E-09,9.37E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,1,,,,,,,,,,,,,,
144.307,s,5.37E-08,1.10E-08,1.10E-08,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,1,,,,,,,,,,,,,,
148.189,s,4.77E-08,6.46E-09,6.46E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,1,,,,,,,,,,,,,,
151.997,s,4.30E-08,6.05E-09,6.05E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,1,,,,,,,,,,,,,,
154.5339,s,5.14E-08,5.52E-09,5.52E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,1,,,,,,,,,,,,,,
156.1921,s,4.94E-08,5.37E-09,5.37E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,1,,,,,,,,,,,,,,
158.0629,s,4.56E-08,5.04E-09,5.04E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,1,,,,,,,,,,,,,,
159.903,s,4.25E-08,4.60E-09,4.60E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,1,,,,,,,,,,,,,,
161.8255,s,4.90E-08,5.35E-09,5.35E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,1,,,,,,,,,,,,,,
163.757,s,4.14E-08,4.47E-09,4.47E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,1,,,,,,,,,,,,,,
165.6912,s,4.48E-08,4.84E-09,4.84E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,1,,,,,,,,,,,,,,
167.5707,s,4.64E-08,5.09E-09,5.09E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,1,,,,,,,,,,,,,,
169.581,s,3.97E-08,4.36E-09,4.36E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,1,,,,,,,,,,,,,,
171.4598,s,5.13E-08,5.70E-09,5.70E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,1,,,,,,,,,,,,,,
173.113,s,4.14E-08,4.49E-09,4.49E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,1,,,,,,,,,,,,,,
175.0332,s,3.31E-08,4.60E-09,4.60E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,1,,,,,,,,,,,,,,
176.842,s,4.10E-08,4.48E-09,4.48E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,1,,,,,,,,,,,,,,
178.606,s,4.32E-08,4.79E-09,4.79E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,1,,,,,,,,,,,,,,
180.2697,s,3.78E-08,4.94E-09,4.94E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,1,,,,,,,,,,,,,,
182.013,s,3.97E-08,4.51E-09,4.51E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,1,,,,,,,,,,,,,,
183.9158,s,4.67E-08,5.14E-09,5.14E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,1,,,,,,,,,,,,,,
185.792,s,3.56E-08,4.37E-09,4.37E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,1,,,,,,,,,,,,,,
187.6067,s,2.80E-08,3.94E-09,3.94E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,1,,,,,,,,,,,,,,
189.2292,s,3.57E-08,5.05E-09,5.05E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,1,,,,,,,,,,,,,,
191.0392,s,3.78E-08,4.51E-09,4.51E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,1,,,,,,,,,,,,,,
192.9141,s,3.06E-08,4.34E-09,4.34E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,1,,,,,,,,,,,,,,
194.5963,s,3.15E-08,4.13E-09,4.13E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,1,,,,,,,,,,,,,,
196.25,s,3.53E-08,4.76E-09,4.76E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,1,,,,,,,,,,,,,,
197.8749,s,3.43E-08,4.75E-09,4.75E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,1,,,,,,,,,,,,,,
199.6746,s,2.81E-08,3.80E-09,3.80E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,1,,,,,,,,,,,,,,
201.6237,s,3.53E-08,4.73E-09,4.73E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,1,,,,,,,,,,,,,,
