Time,TimeLower,TimeUpper,TimeUnits,Value,ValueLower,ValueUpper,ValueUnits,ValueType,Wave,WaveLower,WaveUpper,WaveUnits,Filter,CalGroup,SlopGroup
40348.8,,,s,0.315,0.02,0.02,mJy,Spectral Flux,5.49E+14,,,Hz,uvot-v,uvot-v_offset,slop
72835.2,,,s,0.169,0.053,0.053,mJy,Spectral Flux,5.49E+14,,,Hz,uvot-v,uvot-v_offset,slop
90115.2,,,s,0.206,0.074,0.074,mJy,Spectral Flux,5.49E+14,,,Hz,uvot-v,uvot-v_offset,slop
126489.6,,,s,0.122,0.016,0.016,mJy,Spectral Flux,5.49E+14,,,Hz,uvot-v,uvot-v_offset,slop
4320,,,s,0.513,0.036,0.036,mJy,Spectral Flux,1.34E+15,,,Hz,uvm2,uvm2_offset,slop
5788.8,,,s,0.355,0.03,0.03,mJy,Spectral Flux,1.34E+15,,,Hz,uvm2,uvm2_offset,slop
16588.8,,,s,0.104,0.009,0.009,mJy,Spectral Flux,1.34E+15,,,Hz,uvm2,uvm2_offset,slop
33523.2,,,s,0.045,0.007,0.007,mJy,Spectral Flux,1.34E+15,,,Hz,uvm2,uvm2_offset,slop
56764.8,,,s,0.044,0.008,0.008,mJy,Spectral Flux,1.34E+15,,,Hz,uvm2,uvm2_offset,slop
78969.6,,,s,0.027,0.007,0.007,mJy,Spectral Flux,1.34E+15,,,Hz,uvm2,uvm2_offset,slop
4579.2,,,s,0.703,0.039,0.039,mJy,Spectral Flux,1.15E+15,,,Hz,uvw1,uvw1_offset,slop
5961.6,,,s,0.5,0.031,0.031,mJy,Spectral Flux,1.15E+15,,,Hz,uvw1,uvw1_offset,slop
17452.8,,,s,0.133,0.009,0.009,mJy,Spectral Flux,1.15E+15,,,Hz,uvw1,uvw1_offset,slop
27561.6,,,s,0.085,0.007,0.007,mJy,Spectral Flux,1.15E+15,,,Hz,uvw1,uvw1_offset,slop
34473.6,,,s,0.078,0.006,0.006,mJy,Spectral Flux,1.15E+15,,,Hz,uvw1,uvw1_offset,slop
50284.8,,,s,0.055,0.006,0.006,mJy,Spectral Flux,1.15E+15,,,Hz,uvw1,uvw1_offset,slop
62553.6,,,s,0.043,0.006,0.006,mJy,Spectral Flux,1.15E+15,,,Hz,uvw1,uvw1_offset,slop
79833.6,,,s,0.035,0.005,0.005,mJy,Spectral Flux,1.15E+15,,,Hz,uvw1,uvw1_offset,slop
108432,,,s,0.02,0.004,0.004,mJy,Spectral Flux,1.15E+15,,,Hz,uvw1,uvw1_offset,slop
192672,,,s,0.013,0.005,0.005,mJy,Spectral Flux,1.15E+15,,,Hz,uvw1,uvw1_offset,slop
431.026,,,s,6.88E-10,1.07E-10,1.07E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
433.766,,,s,6.57E-10,9.80E-11,9.80E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
436.278,,,s,8.74E-10,1.31E-10,1.31E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
438.451,,,s,1.06E-09,1.58E-10,1.58E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
440.421,,,s,1.04E-09,1.58E-10,1.58E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
442.679,,,s,5.93E-10,8.84E-11,8.84E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
445.666,,,s,9.71E-10,1.44E-10,1.44E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
447.703,,,s,8.26E-10,1.23E-10,1.23E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
450.56,,,s,6.46E-10,1.01E-10,1.01E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
453.146,,,s,8.38E-10,1.27E-10,1.27E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
455.327,,,s,8.55E-10,1.30E-10,1.30E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
457.862,,,s,7.63E-10,1.18E-10,1.18E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
460.46,,,s,6.20E-10,9.88E-11,9.88E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
462.815,,,s,1.10E-09,1.68E-10,1.68E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
464.965,,,s,7.93E-10,1.23E-10,1.23E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
467.068,,,s,9.39E-10,1.43E-10,1.43E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
469.56,,,s,6.76E-10,1.01E-10,1.01E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
472.261,,,s,7.76E-10,1.16E-10,1.16E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
474.849,,,s,8.03E-10,1.22E-10,1.22E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
477.785,,,s,5.67E-10,8.46E-11,8.46E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
480.817,,,s,7.24E-10,1.08E-10,1.08E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
483.707,,,s,6.25E-10,9.31E-11,9.31E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
486.529,,,s,8.07E-10,1.21E-10,1.21E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
489.028,,,s,7.24E-10,1.13E-10,1.13E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
491.523,,,s,7.28E-10,1.11E-10,1.11E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
494.528,,,s,6.10E-10,9.29E-11,9.29E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
497.302,,,s,6.59E-10,9.82E-11,9.82E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
500.232,,,s,6.69E-10,9.98E-11,9.98E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
503.169,,,s,6.58E-10,1.05E-10,1.05E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
506.623,,,s,5.59E-10,8.70E-11,8.70E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
509.683,,,s,6.43E-10,1.00E-10,1.00E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
512.716,,,s,6.74E-10,1.01E-10,1.01E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
516.212,,,s,5.43E-10,8.11E-11,8.11E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
519.303,,,s,6.71E-10,1.02E-10,1.02E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
522.065,,,s,6.18E-10,9.22E-11,9.22E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
525.582,,,s,5.10E-10,8.68E-11,8.68E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
528.588,,,s,6.76E-10,1.01E-10,1.01E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
531.702,,,s,6.28E-10,9.36E-11,9.36E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
534.922,,,s,6.45E-10,9.60E-11,9.60E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
537.463,,,s,7.77E-10,1.16E-10,1.16E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
540.111,,,s,6.66E-10,1.01E-10,1.01E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
543.15,,,s,6.39E-10,9.53E-11,9.53E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
546.448,,,s,6.10E-10,9.30E-11,9.30E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
549.9,,,s,4.61E-10,7.85E-11,7.85E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
553.097,,,s,7.10E-10,1.06E-10,1.06E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
556.108,,,s,6.00E-10,8.94E-11,8.94E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
559.101,,,s,6.19E-10,1.05E-10,1.05E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
562.939,,,s,4.35E-10,6.69E-11,6.69E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
567.178,,,s,5.19E-10,7.90E-11,7.90E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
570.462,,,s,5.67E-10,8.83E-11,8.83E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
573.814,,,s,6.38E-10,9.50E-11,9.50E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
577.447,,,s,4.96E-10,7.55E-11,7.55E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
580.646,,,s,6.52E-10,9.92E-11,9.92E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
583.923,,,s,5.46E-10,8.49E-11,8.49E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
587.032,,,s,5.79E-10,8.64E-11,8.64E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
590.318,,,s,7.38E-10,1.12E-10,1.12E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
593.548,,,s,5.47E-10,8.33E-11,8.33E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3840.158,,,s,9.01E-11,1.98E-11,1.98E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3888.575,,,s,5.36E-11,1.21E-11,1.21E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3954.512,,,s,6.21E-11,1.37E-11,1.37E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
4005.046,,,s,7.43E-11,1.67E-11,1.67E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
4066.846,,,s,4.23E-11,9.35E-12,9.35E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
4141.561,,,s,5.86E-11,1.31E-11,1.31E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
4187.075,,,s,9.56E-11,2.01E-11,2.01E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
4228.449,,,s,7.00E-11,1.57E-11,1.57E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
4280.102,,,s,7.00E-11,1.57E-11,1.57E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
4319.983,,,s,1.03E-10,2.29E-11,2.29E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
4359.735,,,s,7.28E-11,1.52E-11,1.52E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
4404.6,,,s,8.30E-11,1.86E-11,1.86E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
4445.02,,,s,9.45E-11,2.08E-11,2.08E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
4492.95,,,s,5.07E-11,1.14E-11,1.14E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
4556.651,,,s,7.79E-11,1.70E-11,1.70E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
4595.278,,,s,7.72E-11,1.74E-11,1.74E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
4641.423,,,s,7.35E-11,1.61E-11,1.61E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
4700.52,,,s,6.08E-11,1.34E-11,1.34E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
4752.811,,,s,6.73E-11,1.46E-11,1.46E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
4798.117,,,s,7.79E-11,1.75E-11,1.75E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
4849.52,,,s,6.35E-11,1.42E-11,1.42E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
4900.527,,,s,4.98E-11,1.12E-11,1.12E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
4968.1,,,s,5.63E-11,1.26E-11,1.26E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
5029.802,,,s,6.12E-11,1.34E-11,1.34E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
5083.168,,,s,7.76E-11,1.65E-11,1.65E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
5143.831,,,s,5.21E-11,1.15E-11,1.15E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
5200.8,,,s,7.05E-11,1.59E-11,1.59E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
5244.422,,,s,7.46E-11,1.68E-11,1.68E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
5295.701,,,s,6.08E-11,1.33E-11,1.33E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
5355.393,,,s,5.22E-11,1.14E-11,1.14E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
5407.909,,,s,9.60E-11,2.16E-11,2.16E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
5457.117,,,s,5.91E-11,1.29E-11,1.29E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
5499.299,,,s,8.97E-11,2.02E-11,2.02E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
5551.187,,,s,5.36E-11,1.20E-11,1.20E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
5623.919,,,s,5.43E-11,1.19E-11,1.19E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
5685.07,,,s,5.57E-11,1.25E-11,1.25E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
5744.177,,,s,7.31E-11,1.60E-11,1.60E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
5783.991,,,s,6.09E-11,1.37E-11,1.37E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
5844.094,,,s,6.06E-11,1.34E-11,1.34E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
5906.842,,,s,4.94E-11,1.11E-11,1.11E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
5960.772,,,s,9.52E-11,2.14E-11,2.14E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
6001.344,,,s,6.70E-11,1.46E-11,1.46E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
6061.295,,,s,4.94E-11,1.11E-11,1.11E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
6120.976,,,s,7.03E-11,1.55E-11,1.55E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
6187.218,,,s,4.83E-11,1.06E-11,1.06E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
6280.656,,,s,3.89E-11,7.45E-12,7.45E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
9562.488,,,s,5.67E-11,1.27E-11,1.27E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
9606.99,,,s,4.18E-11,9.36E-12,9.36E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
9665.276,,,s,3.11E-11,7.01E-12,7.01E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
9718.309,,,s,3.38E-11,7.62E-12,7.62E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
9775.985,,,s,5.07E-11,1.14E-11,1.14E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
9822.744,,,s,4.54E-11,1.02E-11,1.02E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
9875.026,,,s,3.27E-11,7.20E-12,7.20E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
9946.198,,,s,3.40E-11,7.47E-12,7.47E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
10006.342,,,s,3.65E-11,7.80E-12,7.80E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
10072.869,,,s,2.82E-11,6.21E-12,6.21E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
10129.009,,,s,4.52E-11,1.02E-11,1.02E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
10178.528,,,s,3.19E-11,7.16E-12,7.16E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
10242.719,,,s,3.97E-11,8.91E-12,8.91E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
10284.345,,,s,5.28E-11,1.19E-11,1.19E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
10345.129,,,s,2.75E-11,6.17E-12,6.17E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
10403.931,,,s,3.30E-11,7.47E-12,7.47E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
10468.115,,,s,2.96E-11,6.66E-12,6.66E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
10548.836,,,s,2.14E-11,4.83E-12,4.83E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
10626.035,,,s,3.32E-11,7.30E-12,7.30E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
10687.879,,,s,3.11E-11,6.84E-12,6.84E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
10747.445,,,s,4.19E-11,9.45E-12,9.45E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
10797.084,,,s,3.62E-11,8.14E-12,8.14E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
10860.638,,,s,3.15E-11,7.12E-12,7.12E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
10913.051,,,s,3.74E-11,8.46E-12,8.46E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
10984.243,,,s,2.50E-11,5.62E-12,5.62E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
11053.836,,,s,3.61E-11,8.08E-12,8.08E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
11102.726,,,s,3.42E-11,7.70E-12,7.70E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
11169.792,,,s,2.93E-11,6.65E-12,6.65E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
11243.13,,,s,2.39E-11,5.36E-12,5.36E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
11310.062,,,s,4.67E-11,1.02E-11,1.02E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
11358.47,,,s,3.32E-11,7.53E-12,7.53E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
11423.777,,,s,2.27E-11,5.11E-12,5.11E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
11506.942,,,s,3.65E-11,8.00E-12,8.00E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
11571.711,,,s,2.41E-11,5.45E-12,5.45E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
11642.032,,,s,4.96E-11,1.06E-11,1.06E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
11717.007,,,s,2.56E-11,5.51E-12,5.51E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
11778.327,,,s,3.51E-11,7.73E-12,7.73E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
11859.427,,,s,2.40E-11,5.45E-12,5.45E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
11925.126,,,s,3.55E-11,7.96E-12,7.96E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
12008.331,,,s,2.47E-11,4.48E-12,4.48E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
15273.714,,,s,2.40E-11,5.39E-12,5.39E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
15365.36,,,s,2.40E-11,5.40E-12,5.40E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
15459.994,,,s,1.93E-11,4.34E-12,4.34E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
15583.707,,,s,1.79E-11,3.93E-12,3.93E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
15674.133,,,s,1.49E-11,3.36E-12,3.36E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
15749.224,,,s,2.41E-11,5.45E-12,5.45E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
15873.637,,,s,1.38E-11,3.15E-12,3.15E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
16004.321,,,s,1.61E-11,3.66E-12,3.66E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
16152.626,,,s,1.61E-11,3.65E-12,3.65E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
16275.486,,,s,1.71E-11,3.83E-12,3.83E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
16398.361,,,s,1.94E-11,4.37E-12,4.37E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
16511.596,,,s,1.87E-11,4.03E-12,4.03E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
16642.937,,,s,1.74E-11,3.91E-12,3.91E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
16793.206,,,s,1.27E-11,2.89E-12,2.89E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
16965.871,,,s,1.41E-11,3.20E-12,3.20E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
17077.102,,,s,1.89E-11,4.25E-12,4.25E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
17162.344,,,s,1.63E-11,3.66E-12,3.66E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
17284.18,,,s,1.59E-11,3.59E-12,3.59E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
17407.663,,,s,1.55E-11,3.51E-12,3.51E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
17547.824,,,s,1.55E-11,3.49E-12,3.49E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
17707.427,,,s,1.72E-11,2.94E-12,2.94E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
21162.273,,,s,1.42E-11,3.21E-12,3.21E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
21234.987,,,s,1.48E-11,3.32E-12,3.32E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
21333.895,,,s,1.40E-11,3.15E-12,3.15E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
21406.237,,,s,1.67E-11,3.74E-12,3.74E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
21508.019,,,s,1.02E-11,2.29E-12,2.29E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
