Time,TimeLower,TimeUpper,TimeUnits,Value,ValueLower,ValueUpper,ValueUnits,ValueType,Wave,WaveLower,WaveUpper,WaveUnits,Filter,CalGroup
18921.6,,,s,0.287804069,0.002650773,0.002650773,mJy,Spectral Flux,3.72E+14,,,Hz,I,I_offset
19267.2,,,s,0.106240171,0.001957016,0.001957016,mJy,Spectral Flux,4.56E+14,,,Hz,R,R_offset
190339.2,,,s,0.011649003,0.00085833,0.00085833,mJy,Spectral Flux,4.56E+14,,,Hz,R,R_offset
192412.8,,,s,0.03829102,0.00105802,0.00105802,mJy,Spectral Flux,3.72E+14,,,Hz,I,I_offset
364521.6,,,s,0.017502373,0.000644811,0.000644811,mJy,Spectral Flux,3.72E+14,,,Hz,I,I_offset
367632,,,s,0.004552907,0.00054514,0.00054514,mJy,Spectral Flux,4.56E+14,,,Hz,R,R_offset
28252.8,,,s,0.069187279,0.00382343,0.00382343,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset
39225.6,,,s,0.056497112,0.003122146,0.003122146,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset
40953.6,,,s,0.187079521,0.005169198,0.005169198,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset
42595.2,,,s,0.283156313,0.020863728,0.020863728,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset
120096,,,s,0.055979143,0.004124696,0.004124696,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset
121824,,,s,0.067924469,0.010635327,0.010635327,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset
124675.2,,,s,0.012942741,0.00202652,0.00202652,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset
208656,,,s,0.02910893,0.004289651,0.004289651,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset
207014.4,,,s,0.010000604,0.002302724,0.002302724,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset
208656,,,s,0.02910893,0.004289651,0.004289651,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset
210384,,,s,0.042075206,0.008525593,0.008525593,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset
47001.6,,,s,0.173790587,0.004802011,0.004802011,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset
47174.4,,,s,0.177021595,0.004891287,0.004891287,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset
47347.2,,,s,0.165968722,0.004585885,0.004585885,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset
47433.6,,,s,0.044877251,0.002480009,0.002480009,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset
47606.4,,,s,0.043654222,0.002412421,0.002412421,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset
47692.8,,,s,0.047427065,0.002184097,0.002184097,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset
51148.8,,,s,0.042075206,0.002325162,0.002325162,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset
51494.4,,,s,0.044058149,0.001623162,0.001623162,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset
51667.2,,,s,0.041689458,0.001535896,0.001535896,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset
51840,,,s,0.042464523,0.001564451,0.001564451,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset
51926.4,,,s,0.161445613,0.002973938,0.002973938,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset
52185.6,,,s,0.152765839,0.002814051,0.002814051,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset
52272,,,s,0.158498899,0.002919658,0.002919658,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset
52444.8,,,s,0.154179364,0.004260133,0.004260133,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset
52617.6,,,s,0.159965471,0.004420009,0.004420009,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset
52790.4,,,s,0.155605968,0.004299552,0.004299552,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset
133488,,,s,0.014191433,0.00065354,0.00065354,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset
134438.4,,,s,0.052969546,0.001463603,0.001463603,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset
220838.4,,,s,0.02654766,0.000978052,0.000978052,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset
571190.4,,,s,0.008241879,0.001290479,0.001290479,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset
56851.2,,,s,0.04092854,0.000376966,0.000376966,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset
491356.8,,,s,0.002910893,0.000348534,0.000348534,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset
492393.6,,,s,0.010280784,0.000852206,0.000852206,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset
833241.6,,,s,0.005012175,0.000415475,0.000415475,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset
61344,,,s,0.041307247,0.004945899,0.004945899,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset
479088,,,s,0.017702159,0.002608687,0.002608687,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset
480816,,,s,0.010280784,0.000946895,0.000946895,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset
483753.6,,,s,0.002729143,0.000603272,0.000603272,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset
144288,,,s,0.076054322,0.004903403,0.004903403,mJy,Spectral Flux,2.40E+14,,,Hz,J,J_offset
144288,,,s,0.1021,0.005642255,0.005642255,mJy,Spectral Flux,1.82E+14,,,Hz,H,H_offset
144288,,,s,0.121949486,0.007862374,0.007862374,mJy,Spectral Flux,1.36E+14,,,Hz,K,K_offset
400032,,,s,0.0209471,0.001929299,0.001929299,mJy,Spectral Flux,2.40E+14,,,Hz,J,J_offset
400032,,,s,0.052261272,0.004813441,0.004813441,mJy,Spectral Flux,1.36E+14,,,Hz,K,K_offset
830304,,,s,0.008732204,0.002010664,0.002010664,mJy,Spectral Flux,2.40E+14,,,Hz,J,J_offset
571449.6,,,s,0.009574672,0.001234604,0.001234604,mJy,Spectral Flux,2.40E+14,,,Hz,J,J_offset
572227.2,,,s,0.016181759,0.001788474,0.001788474,mJy,Spectral Flux,1.82E+14,,,Hz,H,H_offset
573436.8,,,s,0.017954775,0.001322957,0.001322957,mJy,Spectral Flux,1.36E+14,,,Hz,K,K_offset
36.97,,,d,8.24E-05,5.85E-06,5.85E-06,mJy,Spectral Flux,3.90E+14,,,Hz,F775W,F775W_offset
37.04,,,d,0.0002208,9.94E-06,9.94E-06,mJy,Spectral Flux,2.40E+14,,,Hz,F125W,F125W_offset
157.112,,,s,9.94E-09,1.28E-09,1.28E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
158.1052,,,s,1.51E-08,1.86E-09,1.86E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
158.7662,,,s,1.71E-08,2.16E-09,2.16E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
159.4355,,,s,1.33E-08,1.67E-09,1.67E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
160.3104,,,s,1.25E-08,1.61E-09,1.61E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
161.1767,,,s,1.35E-08,1.69E-09,1.69E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
162.0051,,,s,1.15E-08,1.44E-09,1.44E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
162.882,,,s,1.40E-08,1.71E-09,1.71E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
163.6658,,,s,1.46E-08,1.81E-09,1.81E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
164.4804,,,s,1.22E-08,1.57E-09,1.57E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
165.3356,,,s,1.21E-08,1.50E-09,1.50E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
166.1641,,,s,1.39E-08,1.79E-09,1.79E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
166.8924,,,s,1.56E-08,1.96E-09,1.96E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
167.6404,,,s,1.44E-08,1.81E-09,1.81E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
168.3975,,,s,1.30E-08,1.61E-09,1.61E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
169.269,,,s,1.23E-08,1.53E-09,1.53E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
170.228,,,s,9.87E-09,1.26E-09,1.26E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
171.342,,,s,1.09E-08,1.34E-09,1.34E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
172.2029,,,s,1.38E-08,1.70E-09,1.70E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
172.993,,,s,1.44E-08,1.79E-09,1.79E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
173.7108,,,s,1.31E-08,1.64E-09,1.64E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
174.5375,,,s,1.58E-08,1.96E-09,1.96E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
175.2274,,,s,1.47E-08,1.82E-09,1.82E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
176.0755,,,s,1.30E-08,1.63E-09,1.63E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
176.8231,,,s,1.26E-08,1.58E-09,1.58E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
177.5614,,,s,1.46E-08,1.83E-09,1.83E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
178.1818,,,s,1.46E-08,1.81E-09,1.81E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
178.8548,,,s,1.17E-08,1.44E-09,1.44E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
179.6284,,,s,9.81E-09,1.22E-09,1.22E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
180.3877,,,s,1.32E-08,1.63E-09,1.63E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
181.0408,,,s,1.21E-08,1.50E-09,1.50E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
181.7795,,,s,1.11E-08,1.40E-09,1.40E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
182.6017,,,s,1.11E-08,1.37E-09,1.37E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
183.34,,,s,1.19E-08,1.44E-09,1.44E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
183.9681,,,s,1.52E-08,1.94E-09,1.94E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
184.7348,,,s,8.96E-09,1.11E-09,1.11E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
185.5949,,,s,1.12E-08,1.42E-09,1.42E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
186.4597,,,s,8.71E-09,1.12E-09,1.12E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
187.3586,,,s,9.78E-09,1.20E-09,1.20E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
188.1091,,,s,1.40E-08,1.71E-09,1.71E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
188.7986,,,s,1.04E-08,1.33E-09,1.33E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
189.6755,,,s,9.72E-09,1.20E-09,1.20E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
190.4662,,,s,1.14E-08,1.39E-09,1.39E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
191.2067,,,s,1.05E-08,1.34E-09,1.34E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
191.9252,,,s,1.27E-08,1.59E-09,1.59E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
192.6744,,,s,1.04E-08,1.32E-09,1.32E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
193.4103,,,s,1.30E-08,1.62E-09,1.62E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
194.0626,,,s,1.05E-08,1.29E-09,1.29E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
194.8889,,,s,1.03E-08,1.29E-09,1.29E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
195.7554,,,s,1.09E-08,1.35E-09,1.35E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
196.4842,,,s,1.09E-08,1.34E-09,1.34E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
197.353,,,s,9.05E-09,1.12E-09,1.12E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
198.383,,,s,8.05E-09,1.02E-09,1.02E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
199.1499,,,s,1.35E-08,1.68E-09,1.68E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
199.8183,,,s,1.19E-08,1.53E-09,1.53E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
200.4576,,,s,1.42E-08,1.74E-09,1.74E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
201.2253,,,s,1.07E-08,1.32E-09,1.32E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
201.89,,,s,1.41E-08,1.77E-09,1.77E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
202.5638,,,s,1.14E-08,1.40E-09,1.40E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
203.3501,,,s,9.47E-09,1.20E-09,1.20E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
204.1331,,,s,1.12E-08,1.42E-09,1.42E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
204.9625,,,s,9.76E-09,1.21E-09,1.21E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
205.8328,,,s,1.06E-08,1.31E-09,1.31E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
206.6478,,,s,9.47E-09,1.17E-09,1.17E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
207.3826,,,s,1.41E-08,1.73E-09,1.73E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
208.1169,,,s,1.06E-08,1.32E-09,1.32E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
208.8773,,,s,1.12E-08,1.40E-09,1.40E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
209.6671,,,s,1.08E-08,1.35E-09,1.35E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
210.3378,,,s,1.29E-08,1.58E-09,1.58E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
211.141,,,s,7.61E-09,9.43E-10,9.43E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
212.2027,,,s,1.06E-08,1.35E-09,1.35E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
213.0481,,,s,9.46E-09,1.17E-09,1.17E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
213.9073,,,s,9.31E-09,1.15E-09,1.15E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
214.8708,,,s,8.86E-09,1.10E-09,1.10E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,
