Time,TimeLower,TimeUpper,TimeUnits,Value,ValueLower,ValueUpper,ValueUnits,ValueType,Wave,WaveLower,WaveUpper,WaveUnits
588.9600288,,,s,0.461624405,0.034438915,0.034438915,mJy,Spectral Flux,4.56E+14,,,Hz
667.8000288,,,s,0.478948438,0.041907142,0.041907142,mJy,Spectral Flux,4.56E+14,,,Hz
746.9999712,,,s,0.487403632,0.030975158,0.030975158,mJy,Spectral Flux,4.56E+14,,,Hz
825.8399712,,,s,0.444517395,0.046263969,0.046263969,mJy,Spectral Flux,4.56E+14,,,Hz
903.96,,,s,0.39508338,0.034569098,0.034569098,mJy,Spectral Flux,4.56E+14,,,Hz
982.8,,,s,0.411423184,0.034483063,0.034483063,mJy,Spectral Flux,4.56E+14,,,Hz
1060.920029,,,s,0.397272736,0.038053778,0.038053778,mJy,Spectral Flux,4.56E+14,,,Hz
1139.039971,,,s,0.419072112,0.042457765,0.042457765,mJy,Spectral Flux,4.56E+14,,,Hz
1217.879971,,,s,0.392544377,0.0386855,0.0386855,mJy,Spectral Flux,4.56E+14,,,Hz
1296.719971,,,s,0.436002281,0.032125835,0.032125835,mJy,Spectral Flux,4.56E+14,,,Hz
1374.84,,,s,0.370074159,0.04192466,0.04192466,mJy,Spectral Flux,4.56E+14,,,Hz
1452.960029,,,s,0.343786454,0.039579878,0.039579878,mJy,Spectral Flux,4.56E+14,,,Hz
1531.800029,,,s,0.391821949,0.049440745,0.049440745,mJy,Spectral Flux,4.56E+14,,,Hz
1609.919971,,,s,0.378345664,0.045301,0.045301,mJy,Spectral Flux,4.56E+14,,,Hz
1688.759971,,,s,0.328313515,0.047474904,0.047474904,mJy,Spectral Flux,4.56E+14,,,Hz
1766.88,,,s,0.3064,0.04204852,0.04204852,mJy,Spectral Flux,4.56E+14,,,Hz
1845.72,,,s,0.403913865,0.047990376,0.047990376,mJy,Spectral Flux,4.56E+14,,,Hz
1923.840029,,,s,0.337511644,0.043831219,0.043831219,mJy,Spectral Flux,4.56E+14,,,Hz
2003.039971,,,s,0.421782698,0.041566956,0.041566956,mJy,Spectral Flux,4.56E+14,,,Hz
2080.799971,,,s,0.356031776,0.043940929,0.043940929,mJy,Spectral Flux,4.56E+14,,,Hz
588.9600288,,,s,0.461624405,0.034438915,0.034438915,mJy,Spectral Flux,4.56E+14,,,Hz
667.8000288,,,s,0.478948438,0.041907142,0.041907142,mJy,Spectral Flux,4.56E+14,,,Hz
746.9999712,,,s,0.487403632,0.030975158,0.030975158,mJy,Spectral Flux,4.56E+14,,,Hz
825.8399712,,,s,0.444517395,0.046263969,0.046263969,mJy,Spectral Flux,4.56E+14,,,Hz
903.96,,,s,0.39508338,0.034569098,0.034569098,mJy,Spectral Flux,4.56E+14,,,Hz
982.8,,,s,0.411423184,0.034483063,0.034483063,mJy,Spectral Flux,4.56E+14,,,Hz
1060.920029,,,s,0.397272736,0.038053778,0.038053778,mJy,Spectral Flux,4.56E+14,,,Hz
1139.039971,,,s,0.419072112,0.042457765,0.042457765,mJy,Spectral Flux,4.56E+14,,,Hz
1217.879971,,,s,0.392544377,0.0386855,0.0386855,mJy,Spectral Flux,4.56E+14,,,Hz
1296.719971,,,s,0.436002281,0.032125835,0.032125835,mJy,Spectral Flux,4.56E+14,,,Hz
1374.84,,,s,0.370074159,0.04192466,0.04192466,mJy,Spectral Flux,4.56E+14,,,Hz
1452.960029,,,s,0.343786454,0.039579878,0.039579878,mJy,Spectral Flux,4.56E+14,,,Hz
1531.800029,,,s,0.391821949,0.049440745,0.049440745,mJy,Spectral Flux,4.56E+14,,,Hz
1609.919971,,,s,0.378345664,0.045301,0.045301,mJy,Spectral Flux,4.56E+14,,,Hz
1688.759971,,,s,0.328313515,0.047474904,0.047474904,mJy,Spectral Flux,4.56E+14,,,Hz
1766.88,,,s,0.3064,0.04204852,0.04204852,mJy,Spectral Flux,4.56E+14,,,Hz
1845.72,,,s,0.403913865,0.047990376,0.047990376,mJy,Spectral Flux,4.56E+14,,,Hz
1923.840029,,,s,0.337511644,0.043831219,0.043831219,mJy,Spectral Flux,4.56E+14,,,Hz
2003.039971,,,s,0.421782698,0.041566956,0.041566956,mJy,Spectral Flux,4.56E+14,,,Hz
2080.799971,,,s,0.356031776,0.043940929,0.043940929,mJy,Spectral Flux,4.56E+14,,,Hz
2280.96,,,s,0.377997355,0.019496312,0.019496312,mJy,Spectral Flux,4.56E+14,,,Hz
2599.199971,,,s,0.317898707,0.01639655,0.01639655,mJy,Spectral Flux,4.56E+14,,,Hz
3283.2,,,s,0.292879356,0.015915359,0.015915359,mJy,Spectral Flux,4.56E+14,,,Hz
3924.72,,,s,0.292609728,0.015631204,0.015631204,mJy,Spectral Flux,4.56E+14,,,Hz
4566.959971,,,s,0.278669065,0.015399822,0.015399822,mJy,Spectral Flux,4.56E+14,,,Hz
5208.120029,,,s,0.22881725,0.013909399,0.013909399,mJy,Spectral Flux,4.56E+14,,,Hz
5849.999971,,,s,0.229661798,0.01269158,0.01269158,mJy,Spectral Flux,4.56E+14,,,Hz
6492.240029,,,s,0.219932171,0.011748771,0.011748771,mJy,Spectral Flux,4.56E+14,,,Hz
7134.119971,,,s,0.203745845,0.010884098,0.010884098,mJy,Spectral Flux,4.56E+14,,,Hz
7775.280029,,,s,0.196738231,0.01322779,0.01322779,mJy,Spectral Flux,4.56E+14,,,Hz
8417.159971,,,s,0.176802646,0.017586856,0.017586856,mJy,Spectral Flux,4.56E+14,,,Hz
9059.04,,,s,0.160357309,0.01137248,0.01137248,mJy,Spectral Flux,4.56E+14,,,Hz
9700.199971,,,s,0.173096689,0.011319384,0.011319384,mJy,Spectral Flux,4.56E+14,,,Hz
10342.08,,,s,0.167914717,0.010361896,0.010361896,mJy,Spectral Flux,4.56E+14,,,Hz
10983.96003,,,s,0.171825953,0.00902068,0.00902068,mJy,Spectral Flux,4.56E+14,,,Hz
11626.2,,,s,0.157575524,0.00899821,0.00899821,mJy,Spectral Flux,4.56E+14,,,Hz
12267.00003,,,s,0.145441639,0.009778839,0.009778839,mJy,Spectral Flux,4.56E+14,,,Hz
12909.24,,,s,0.133011368,0.01041318,0.01041318,mJy,Spectral Flux,4.56E+14,,,Hz
13551.12003,,,s,0.147058036,0.015982564,0.015982564,mJy,Spectral Flux,4.56E+14,,,Hz
14192.28,,,s,0.166375265,0.021759694,0.021759694,mJy,Spectral Flux,4.56E+14,,,Hz
15476.03997,,,s,0.135484234,0.016471698,0.016471698,mJy,Spectral Flux,4.56E+14,,,Hz
16118.28003,,,s,0.123222144,0.015775359,0.015775359,mJy,Spectral Flux,4.56E+14,,,Hz
16759.07997,,,s,0.135984297,0.012274124,0.012274124,mJy,Spectral Flux,4.56E+14,,,Hz
17400.96,,,s,0.100992416,0.011534164,0.011534164,mJy,Spectral Flux,4.56E+14,,,Hz
18043.19997,,,s,0.123449337,0.058442335,0.058442335,mJy,Spectral Flux,4.56E+14,,,Hz
18684,,,s,0.130343315,0.017047189,0.017047189,mJy,Spectral Flux,4.56E+14,,,Hz
21251.16,,,s,0.096358218,0.008697421,0.008697421,mJy,Spectral Flux,4.56E+14,,,Hz
2805.120029,,,s,0.273038491,0.020118219,0.020118219,mJy,Spectral Flux,5.44E+14,,,Hz
3453.84,,,s,0.295817508,0.020161892,0.020161892,mJy,Spectral Flux,5.44E+14,,,Hz
4096.079971,,,s,0.227731903,0.018248149,0.018248149,mJy,Spectral Flux,5.44E+14,,,Hz
4737.96,,,s,0.222958418,0.019303115,0.019303115,mJy,Spectral Flux,5.44E+14,,,Hz
5379.119971,,,s,0.225851966,0.018097509,0.018097509,mJy,Spectral Flux,5.44E+14,,,Hz
6021,,,s,0.192940711,0.013150167,0.013150167,mJy,Spectral Flux,5.44E+14,,,Hz
6662.880029,,,s,0.193831285,0.014817592,0.014817592,mJy,Spectral Flux,5.44E+14,,,Hz
7304.04,,,s,0.165281359,0.011265002,0.011265002,mJy,Spectral Flux,5.44E+14,,,Hz
7945.920029,,,s,0.151573708,0.014937686,0.014937686,mJy,Spectral Flux,5.44E+14,,,Hz
8588.16,,,s,0.139259193,0.015776282,0.015776282,mJy,Spectral Flux,5.44E+14,,,Hz
9230.040029,,,s,0.129844595,0.015068503,0.015068503,mJy,Spectral Flux,5.44E+14,,,Hz
9870.839971,,,s,0.135214689,0.01257827,0.01257827,mJy,Spectral Flux,5.44E+14,,,Hz
10513.08003,,,s,0.157842472,0.008141184,0.008141184,mJy,Spectral Flux,5.44E+14,,,Hz
11154.95997,,,s,0.143689117,0.008602267,0.008602267,mJy,Spectral Flux,5.44E+14,,,Hz
11796.12003,,,s,0.134345732,0.008537852,0.008537852,mJy,Spectral Flux,5.44E+14,,,Hz
12437.99997,,,s,0.101443418,0.012426568,0.012426568,mJy,Spectral Flux,5.44E+14,,,Hz
13079.88,,,s,0.135214689,0.01071021,0.01071021,mJy,Spectral Flux,5.44E+14,,,Hz
13722.11997,,,s,0.137095713,0.023359916,0.023359916,mJy,Spectral Flux,5.44E+14,,,Hz
15647.04,,,s,0.106028807,0.018261698,0.018261698,mJy,Spectral Flux,5.44E+14,,,Hz
16287.84003,,,s,0.096699421,0.011489186,0.011489186,mJy,Spectral Flux,5.44E+14,,,Hz
16930.08,,,s,0.116794899,0.01344651,0.01344651,mJy,Spectral Flux,5.44E+14,,,Hz
17571.96003,,,s,0.082989639,0.011541879,0.011541879,mJy,Spectral Flux,5.44E+14,,,Hz
20139.12003,,,s,0.092858973,0.009151311,0.009151311,mJy,Spectral Flux,5.44E+14,,,Hz
20779.91997,,,s,0.057679817,0.012537518,0.012537518,mJy,Spectral Flux,5.44E+14,,,Hz
21422.16003,,,s,0.080061528,0.009069945,0.009069945,mJy,Spectral Flux,5.44E+14,,,Hz
89351.27997,,,s,0.016999918,0.00093945,0.00093945,mJy,Spectral Flux,6.74E+14,,,Hz
91463.04,,,s,0.015249192,0.000898882,0.000898882,mJy,Spectral Flux,6.74E+14,,,Hz
93696.84003,,,s,0.015081579,0.00086122,0.00086122,mJy,Spectral Flux,6.74E+14,,,Hz
182547.36,,,s,0.006287049,0.000579059,0.000579059,mJy,Spectral Flux,6.74E+14,,,Hz
88692.47997,,,s,0.020922996,0.001156247,0.001156247,mJy,Spectral Flux,5.44E+14,,,Hz
90821.15997,,,s,0.01813944,0.001052544,0.001052544,mJy,Spectral Flux,5.44E+14,,,Hz
92996.27997,,,s,0.018820184,0.001057376,0.001057376,mJy,Spectral Flux,5.44E+14,,,Hz
