Time,TimeLower,TimeUpper,TimeUnits,Value,ValueLower,ValueUpper,ValueUnits,ValueType,Wave,WaveLower,WaveUpper,WaveUnits
796436,,,s,4.45E-07,1.92E-07,1.92E-07,erg cm-2  s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1330009.875,,,s,5.15E-07,1.66E-07,1.66E-07,erg cm-2  s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1377615,,,s,5.28E-07,1.70E-07,1.70E-07,erg cm-2  s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
9450950,,,s,2.17E-06,2.37E-07,2.37E-07,erg cm-2  s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
13806720,,,s,2.31E-06,2.60E-07,2.60E-07,erg cm-2  s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
22463100,,,s,1.22E-06,2.00E-07,2.00E-07,erg cm-2  s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
30885700,,,s,6.80E-07,1.81E-07,1.81E-07,erg cm-2  s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1,796436,1330009.875,s,-1.00E+00,1.00E-01,1.00E-01,erg cm-2  s-1,Spectral Index,,7.25E+16,2.42E+18,Hz
