Times,TimeBnds,Fluxes,FluxErrs,Freqs,FluxType,FluxUnits,Filters
12008.331,,1.82E-11,3.30E-12,3.00E+09,Integrated,cgs,XRT
15273.714,,1.77E-11,3.97E-12,3.00E+09,Integrated,cgs,XRT
15365.36,,1.77E-11,3.98E-12,3.00E+09,Integrated,cgs,XRT
15459.994,,1.42E-11,3.20E-12,3.00E+09,Integrated,cgs,XRT
15583.707,,1.32E-11,2.90E-12,3.00E+09,Integrated,cgs,XRT
15674.133,,1.10E-11,2.48E-12,3.00E+09,Integrated,cgs,XRT
15749.224,,1.78E-11,4.02E-12,3.00E+09,Integrated,cgs,XRT
15873.637,,1.02E-11,2.32E-12,3.00E+09,Integrated,cgs,XRT
16004.321,,1.19E-11,2.70E-12,3.00E+09,Integrated,cgs,XRT
16152.626,,1.19E-11,2.69E-12,3.00E+09,Integrated,cgs,XRT
16275.486,,1.26E-11,2.82E-12,3.00E+09,Integrated,cgs,XRT
16398.361,,1.43E-11,3.22E-12,3.00E+09,Integrated,cgs,XRT
16511.596,,1.38E-11,2.97E-12,3.00E+09,Integrated,cgs,XRT
16642.937,,1.28E-11,2.88E-12,3.00E+09,Integrated,cgs,XRT
16793.206,,9.37E-12,2.13E-12,3.00E+09,Integrated,cgs,XRT
16965.871,,1.04E-11,2.36E-12,3.00E+09,Integrated,cgs,XRT
17077.102,,1.39E-11,3.13E-12,3.00E+09,Integrated,cgs,XRT
17162.344,,1.20E-11,2.70E-12,3.00E+09,Integrated,cgs,XRT
17284.18,,1.17E-11,2.65E-12,3.00E+09,Integrated,cgs,XRT
17407.663,,1.14E-11,2.59E-12,3.00E+09,Integrated,cgs,XRT
17547.824,,1.14E-11,2.57E-12,3.00E+09,Integrated,cgs,XRT
17707.427,,1.27E-11,2.17E-12,3.00E+09,Integrated,cgs,XRT
21162.273,,1.05E-11,2.37E-12,3.00E+09,Integrated,cgs,XRT
21234.987,,1.09E-11,2.45E-12,3.00E+09,Integrated,cgs,XRT
21333.895,,1.03E-11,2.32E-12,3.00E+09,Integrated,cgs,XRT
21406.237,,1.23E-11,2.76E-12,3.00E+09,Integrated,cgs,XRT
21508.019,,7.53E-12,1.69E-12,3.00E+09,Integrated,cgs,XRT
21631.767,,8.82E-12,1.99E-12,3.00E+09,Integrated,cgs,XRT
21725.665,,9.87E-12,2.22E-12,3.00E+09,Integrated,cgs,XRT
21811.59,,1.13E-11,2.48E-12,3.00E+09,Integrated,cgs,XRT
21898.304,,1.36E-11,3.05E-12,3.00E+09,Integrated,cgs,XRT
22021.615,,5.77E-12,1.31E-12,3.00E+09,Integrated,cgs,XRT
22147.251,,7.26E-12,1.64E-12,3.00E+09,Integrated,cgs,XRT
22248.817,,1.00E-11,2.28E-12,3.00E+09,Integrated,cgs,XRT
22362.492,,8.79E-12,2.11E-12,3.00E+09,Integrated,cgs,XRT
22545.87,,7.39E-12,1.88E-12,3.00E+09,Integrated,cgs,XRT
22718.553,,7.71E-12,1.79E-12,3.00E+09,Integrated,cgs,XRT
22834.223,,1.00E-11,2.30E-12,3.00E+09,Integrated,cgs,XRT
22988.505,,7.73E-12,1.82E-12,3.00E+09,Integrated,cgs,XRT
23187.916,,1.08E-11,2.50E-12,3.00E+09,Integrated,cgs,XRT
23343.035,,7.19E-12,1.67E-12,3.00E+09,Integrated,cgs,XRT
23466.464,,9.45E-12,2.15E-12,3.00E+09,Integrated,cgs,XRT
27140.335,,1.25E-11,2.81E-12,3.00E+09,Integrated,cgs,XRT
27252.001,,6.13E-12,1.37E-12,3.00E+09,Integrated,cgs,XRT
27433.908,,5.27E-12,1.19E-12,3.00E+09,Integrated,cgs,XRT
27599.145,,5.43E-12,1.22E-12,3.00E+09,Integrated,cgs,XRT
27755.234,,7.49E-12,1.69E-12,3.00E+09,Integrated,cgs,XRT
27906.912,,5.62E-12,1.27E-12,3.00E+09,Integrated,cgs,XRT
28073.914,,6.06E-12,1.37E-12,3.00E+09,Integrated,cgs,XRT
28231.246,,6.07E-12,1.37E-12,3.00E+09,Integrated,cgs,XRT
28393.699,,4.84E-12,1.11E-12,3.00E+09,Integrated,cgs,XRT
28576.757,,6.52E-12,1.49E-12,3.00E+09,Integrated,cgs,XRT
28692.734,,9.09E-12,2.05E-12,3.00E+09,Integrated,cgs,XRT
28828.329,,6.83E-12,1.49E-12,3.00E+09,Integrated,cgs,XRT
29021.144,,4.54E-12,1.04E-12,3.00E+09,Integrated,cgs,XRT
29188.513,,5.63E-12,1.16E-12,3.00E+09,Integrated,cgs,XRT
33187.233,,5.09E-12,1.12E-12,3.00E+09,Integrated,cgs,XRT
33428.312,,6.34E-12,1.39E-12,3.00E+09,Integrated,cgs,XRT
33656.557,,4.80E-12,1.05E-12,3.00E+09,Integrated,cgs,XRT
33923.216,,4.97E-12,1.12E-12,3.00E+09,Integrated,cgs,XRT
34145.343,,4.50E-12,1.02E-12,3.00E+09,Integrated,cgs,XRT
34396.638,,5.69E-12,1.28E-12,3.00E+09,Integrated,cgs,XRT
34606.885,,5.42E-12,1.22E-12,3.00E+09,Integrated,cgs,XRT
34904.731,,4.92E-12,9.74E-13,3.00E+09,Integrated,cgs,XRT
39098.156,,5.31E-12,1.20E-12,3.00E+09,Integrated,cgs,XRT
39284.093,,5.41E-12,1.22E-12,3.00E+09,Integrated,cgs,XRT
39467.184,,4.52E-12,9.98E-13,3.00E+09,Integrated,cgs,XRT
39674.59,,5.27E-12,1.16E-12,3.00E+09,Integrated,cgs,XRT
39890.576,,3.54E-12,7.96E-13,3.00E+09,Integrated,cgs,XRT
40157.35,,2.97E-12,7.73E-13,3.00E+09,Integrated,cgs,XRT
40382.641,,3.80E-12,8.56E-13,3.00E+09,Integrated,cgs,XRT
40666.58,,3.72E-12,7.65E-13,3.00E+09,Integrated,cgs,XRT
45068.126,,4.15E-12,9.34E-13,3.00E+09,Integrated,cgs,XRT
45290.343,,3.31E-12,7.70E-13,3.00E+09,Integrated,cgs,XRT
45502.913,,5.63E-12,1.27E-12,3.00E+09,Integrated,cgs,XRT
45629.536,,6.48E-12,1.45E-12,3.00E+09,Integrated,cgs,XRT
45823.575,,3.49E-12,8.53E-13,3.00E+09,Integrated,cgs,XRT
46044.512,,3.32E-12,8.12E-13,3.00E+09,Integrated,cgs,XRT
46253.701,,4.05E-12,9.15E-13,3.00E+09,Integrated,cgs,XRT
46427.103,,6.09E-12,1.19E-12,3.00E+09,Integrated,cgs,XRT
49909.963,,2.78E-12,7.26E-13,3.00E+09,Integrated,cgs,XRT
50140.494,,3.21E-12,8.46E-13,3.00E+09,Integrated,cgs,XRT
50353.353,,3.85E-12,8.68E-13,3.00E+09,Integrated,cgs,XRT
50566.576,,3.15E-12,8.24E-13,3.00E+09,Integrated,cgs,XRT
50796.238,,2.90E-12,7.51E-13,3.00E+09,Integrated,cgs,XRT
51021.696,,4.23E-12,9.51E-13,3.00E+09,Integrated,cgs,XRT
51211.609,,3.31E-12,8.66E-13,3.00E+09,Integrated,cgs,XRT
51474.445,,2.72E-12,6.87E-13,3.00E+09,Integrated,cgs,XRT
51659.753,,2.89E-12,7.51E-13,3.00E+09,Integrated,cgs,XRT
51938.57,,2.80E-12,7.36E-13,3.00E+09,Integrated,cgs,XRT
52174.229,,2.93E-12,7.15E-13,3.00E+09,Integrated,cgs,XRT
55692.373,,3.00E-12,7.24E-13,3.00E+09,Integrated,cgs,XRT
57866.115,,2.34E-12,5.74E-13,3.00E+09,Integrated,cgs,XRT
61326.135,,4.79E-12,9.64E-13,3.00E+09,Integrated,cgs,XRT
63538.632,,2.75E-12,5.16E-13,3.00E+09,Integrated,cgs,XRT
67206.284,,2.42E-12,5.09E-13,3.00E+09,Integrated,cgs,XRT
68808.985,,2.54E-12,6.62E-13,3.00E+09,Integrated,cgs,XRT
69038.957,,2.22E-12,5.82E-13,3.00E+09,Integrated,cgs,XRT
69367.812,,2.92E-12,6.44E-13,3.00E+09,Integrated,cgs,XRT
73191.074,,2.80E-12,7.35E-13,3.00E+09,Integrated,cgs,XRT
74829.463,,3.40E-12,8.94E-13,3.00E+09,Integrated,cgs,XRT
75078.204,,3.00E-12,7.15E-13,3.00E+09,Integrated,cgs,XRT
78586.447,,2.88E-12,7.49E-13,3.00E+09,Integrated,cgs,XRT
78857.92,,2.87E-12,7.54E-13,3.00E+09,Integrated,cgs,XRT
79089.934,,2.48E-12,6.50E-13,3.00E+09,Integrated,cgs,XRT
79319.435,,2.63E-12,6.83E-13,3.00E+09,Integrated,cgs,XRT
79564.479,,2.81E-12,7.36E-13,3.00E+09,Integrated,cgs,XRT
79995.13,,1.11E-12,2.96E-13,3.00E+09,Integrated,cgs,XRT
80392.236,,2.71E-12,7.10E-13,3.00E+09,Integrated,cgs,XRT
80602.357,,2.72E-12,7.13E-13,3.00E+09,Integrated,cgs,XRT
80864.692,,2.93E-12,7.42E-13,3.00E+09,Integrated,cgs,XRT
84776.397,,2.67E-12,6.97E-13,3.00E+09,Integrated,cgs,XRT
86251.033,,2.58E-12,6.72E-13,3.00E+09,Integrated,cgs,XRT
