Time,TimeLower,TimeUpper,TimeUnits,Value,ValueLower,ValueUpper,ValueUnits,ValueType,Wave,WaveLower,WaveUpper,WaveUnits,Filter,CalGroup,SlopGroup
94335.35184,,,s,0.630957344,0.081416471,0.081416471,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,slop
95167.03824,,,s,0.124738351,0.008860616,0.008860616,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,slop
98951.35824,,,s,0.544502653,0.038677991,0.038677991,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,slop
99202.26384,,,s,0.570164272,0.073571951,0.073571951,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,slop
183129.323,,,s,0.044874539,0.005428809,0.005428809,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,slop
185158.6862,,,s,0.231206479,0.029834054,0.029834054,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,slop
259470.635,,,s,0.075857758,0.009177081,0.009177081,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,slop
259799.387,,,s,0.024888573,0.003211532,0.003211532,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,slop
259802.9294,,,s,0.135518941,0.018569002,0.018569002,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,slop
347922.4622,,,s,0.048752849,0.005897997,0.005897997,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,slop
348251.0414,,,s,0.016904409,0.002316267,0.002316267,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,slop
348251.9054,,,s,0.107646521,0.015601564,0.015601564,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,slop
438615.1598,,,s,0.015703628,0.00276167,0.00276167,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,slop
438615.3326,,,s,0.041686938,0.006692422,0.006692422,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,slop
439260.2222,,,s,0.097274722,0.014098345,0.014098345,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,slop
526960.3694,,,s,0.024434306,0.003732892,0.003732892,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,slop
527443.7774,,,s,0.062517269,0.010036523,0.010036523,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,slop
311040,,,s,0.005445027,0.000196952,0.000196952,mJy,Spectral Flux,6.29E+14,,,Hz,g,g_offset,slop
311040,,,s,0.02421029,0.00087571,0.00087571,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,slop
311040,,,s,0.064863443,0.000594672,0.000594672,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,slop
311040,,,s,0.123594743,0.001133123,0.001133123,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,slop
820800,,,s,0.009120108,0.000647834,0.000647834,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,slop
820800,,,s,0.018197009,0.000819,0.000819,mJy,Spectral Flux,3.94E+14,,,Hz,i,i_offset,slop
820800,,,s,0.035974934,0.000980417,0.000980417,mJy,Spectral Flux,3.29E+14,,,Hz,z,z_offset,slop
83335.392,,,s,0.158489319,0.026663645,0.026663645,mJy,Spectral Flux,4.81E+14,,,Hz,r,r2_offset,slop
341930.592,,,s,0.019588447,0.001723571,0.001723571,mJy,Spectral Flux,4.81E+14,,,Hz,r,r2_offset,slop
403620.192,,,s,0.014996848,0.000674969,0.000674969,mJy,Spectral Flux,4.81E+14,,,Hz,r,r2_offset,slop
490365.792,,,s,0.014454398,0.001512439,0.001512439,mJy,Spectral Flux,4.81E+14,,,Hz,r,r2_offset,slop
557844.192,,,s,0.011481536,0.000105263,0.000105263,mJy,Spectral Flux,4.81E+14,,,Hz,r,r2_offset,slop
577456.992,,,s,0.01,0.000710336,0.000710336,mJy,Spectral Flux,4.81E+14,,,Hz,r,r2_offset,slop
662560.992,,,s,0.009036495,0.000641895,0.000641895,mJy,Spectral Flux,4.81E+14,,,Hz,r,r2_offset,slop
749911.392,,,s,0.006606934,0.000691318,0.000691318,mJy,Spectral Flux,4.81E+14,,,Hz,r,r2_offset,slop
836829.792,,,s,0.00519996,0.000369372,0.000369372,mJy,Spectral Flux,4.81E+14,,,Hz,r,r2_offset,slop
862058.592,,,s,0.005445027,0.000874145,0.000874145,mJy,Spectral Flux,4.81E+14,,,Hz,r,r2_offset,slop
83335.392,,,s,0.444631267,0.064441871,0.064441871,mJy,Spectral Flux,3.94E+14,,,Hz,i,i2_offset,slop
145543.392,,,s,0.187068214,0.001715052,0.001715052,mJy,Spectral Flux,3.94E+14,,,Hz,i,i2_offset,slop
234448.992,,,s,0.088715601,0.001619242,0.001619242,mJy,Spectral Flux,3.94E+14,,,Hz,i,i2_offset,slop
341930.592,,,s,0.056493697,0.002043432,0.002043432,mJy,Spectral Flux,3.94E+14,,,Hz,i,i2_offset,slop
403620.192,,,s,0.037325016,0.000681258,0.000681258,mJy,Spectral Flux,3.94E+14,,,Hz,i,i2_offset,slop
490365.792,,,s,0.034673685,0.002758306,0.002758306,mJy,Spectral Flux,3.94E+14,,,Hz,i,i2_offset,slop
557844.192,,,s,0.028840315,0.00026441,0.00026441,mJy,Spectral Flux,3.94E+14,,,Hz,i,i2_offset,slop
577456.992,,,s,0.023988329,0.001289681,0.001289681,mJy,Spectral Flux,3.94E+14,,,Hz,i,i2_offset,slop
662560.992,,,s,0.019952623,0.00107271,0.00107271,mJy,Spectral Flux,3.94E+14,,,Hz,i,i2_offset,slop
749911.392,,,s,0.014859356,0.001182068,0.001182068,mJy,Spectral Flux,3.94E+14,,,Hz,i,i2_offset,slop
836829.792,,,s,0.014859356,0.000798881,0.000798881,mJy,Spectral Flux,3.94E+14,,,Hz,i,i2_offset,slop
862058.592,,,s,0.017378008,0.001961004,0.001961004,mJy,Spectral Flux,3.94E+14,,,Hz,i,i2_offset,slop
83335.392,,,s,0.731139083,0.094343563,0.094343563,mJy,Spectral Flux,3.29E+14,,,Hz,z,z2_offset,slop
145543.392,,,s,0.35318317,0.006446319,0.006446319,mJy,Spectral Flux,3.29E+14,,,Hz,z,z2_offset,slop
234448.992,,,s,0.158489319,0.002892756,0.002892756,mJy,Spectral Flux,3.29E+14,,,Hz,z,z2_offset,slop
341930.592,,,s,0.106659612,0.005734324,0.005734324,mJy,Spectral Flux,3.29E+14,,,Hz,z,z2_offset,slop
403620.192,,,s,0.069183097,0.001262734,0.001262734,mJy,Spectral Flux,3.29E+14,,,Hz,z,z2_offset,slop
490365.792,,,s,0.05597576,0.003009416,0.003009416,mJy,Spectral Flux,3.29E+14,,,Hz,z,z2_offset,slop
577456.992,,,s,0.043251383,0.002325317,0.002325317,mJy,Spectral Flux,3.29E+14,,,Hz,z,z2_offset,slop
662560.992,,,s,0.034040819,0.001830131,0.001830131,mJy,Spectral Flux,3.29E+14,,,Hz,z,z2_offset,slop
749911.392,,,s,0.025585859,0.001817456,0.001817456,mJy,Spectral Flux,3.29E+14,,,Hz,z,z2_offset,slop
836829.792,,,s,0.021877616,0.000984655,0.000984655,mJy,Spectral Flux,3.29E+14,,,Hz,z,z2_offset,slop
862058.592,,,s,0.015848932,0.003375097,0.003375097,mJy,Spectral Flux,3.29E+14,,,Hz,z,z2_offset,slop
3400,,,s,2.433470777,0.33909019,0.33909019,mJy,Spectral Flux,5.48E+14,,,Hz,uvot-v,uvot-v_offset,slop
3900,,,s,2.273898922,0.249331022,0.249331022,mJy,Spectral Flux,5.48E+14,,,Hz,uvot-v,uvot-v_offset,slop
4200,,,s,1.90488901,0.159571854,0.159571854,mJy,Spectral Flux,5.48E+14,,,Hz,uvot-v,uvot-v_offset,slop
4400,,,s,1.635611506,0.209438059,0.209438059,mJy,Spectral Flux,5.48E+14,,,Hz,uvot-v,uvot-v_offset,slop
38200,,,s,0.204451438,0.013962537,0.013962537,mJy,Spectral Flux,5.48E+14,,,Hz,uvot-v,uvot-v_offset,slop
55300,,,s,0.117684242,0.010970565,0.010970565,mJy,Spectral Flux,5.48E+14,,,Hz,uvot-v,uvot-v_offset,slop
92800,,,s,0.063230347,0.006781804,0.006781804,mJy,Spectral Flux,5.48E+14,,,Hz,uvot-v,uvot-v_offset,slop
3800,,,s,0.624130914,0.077212072,0.077212072,mJy,Spectral Flux,6.83E+14,,,Hz,uvot-b,uvot-b_offset,slop
4000,,,s,0.536623899,0.071421166,0.071421166,mJy,Spectral Flux,6.83E+14,,,Hz,uvot-b,uvot-b_offset,slop
4400,,,s,0.39764217,0.049544413,0.049544413,mJy,Spectral Flux,6.83E+14,,,Hz,uvot-b,uvot-b_offset,slop
44400,,,s,0.032557757,0.004053634,0.004053634,mJy,Spectral Flux,6.83E+14,,,Hz,uvot-b,uvot-b_offset,slop
60300,,,s,0.022584531,0.004439694,0.004439694,mJy,Spectral Flux,6.83E+14,,,Hz,uvot-b,uvot-b_offset,slop
3600,,,s,0.129756997,0.014417444,0.014417444,mJy,Spectral Flux,8.65E+14,,,Hz,uvot-u,uvot-u_offset,slop
3700,,,s,0.120545852,0.012014537,0.012014537,mJy,Spectral Flux,8.65E+14,,,Hz,uvot-u,uvot-u_offset,slop
3900,,,s,0.09932017,0.024429558,0.024429558,mJy,Spectral Flux,8.65E+14,,,Hz,uvot-u,uvot-u_offset,slop
4400,,,s,0.110934223,0.01842229,0.01842229,mJy,Spectral Flux,8.65E+14,,,Hz,uvot-u,uvot-u_offset,slop
32400,,,s,0.011133471,0.001922326,0.001922326,mJy,Spectral Flux,8.65E+14,,,Hz,uvot-u,uvot-u_offset,slop
49700,,,s,0.007208722,0.001802181,0.001802181,mJy,Spectral Flux,8.65E+14,,,Hz,uvot-u,uvot-u_offset,slop
95800,,,s,0.005086154,0.001682035,0.001682035,mJy,Spectral Flux,8.65E+14,,,Hz,uvot-u,uvot-u_offset,slop
5.634,,,d,4.95,0.62,0.62,mJy,Spectral Flux,2.29E+11,,,Hz,Ka,,slop
5.634,,,d,4.97,0.85,0.85,mJy,Spectral Flux,2.90E+11,,,Hz,Kc,,slop
6.654,,,d,4.19,0.89,0.89,mJy,Spectral Flux,2.29E+11,,,Hz,Ka,,slop
7.63,,,d,4.16,0.66,0.66,mJy,Spectral Flux,2.72E+11,,,Hz,Kb,,slop
7.63,,,d,2.96,1.33,1.33,mJy,Spectral Flux,3.41E+11,,,Hz,Kd,,slop
8.577,,,d,3.83,0.83,0.83,mJy,Spectral Flux,2.29E+11,,,Hz,Ka,,slop
3376.254,,,s,7.78E-08,3.17E-09,3.17E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3381.482,,,s,9.22E-08,3.67E-09,3.67E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3386.421,,,s,8.45E-08,3.38E-09,3.38E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3391.608,,,s,8.21E-08,3.29E-09,3.29E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3396.83,,,s,8.38E-08,3.37E-09,3.37E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3402.133,,,s,8.62E-08,3.45E-09,3.45E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3407.352,,,s,8.26E-08,3.30E-09,3.30E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3412.592,,,s,8.12E-08,3.24E-09,3.24E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3417.883,,,s,8.35E-08,3.31E-09,3.31E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3423.1,,,s,8.10E-08,3.30E-09,3.30E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3428.597,,,s,8.02E-08,3.17E-09,3.17E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3433.928,,,s,8.26E-08,3.30E-09,3.30E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3439.36,,,s,7.99E-08,3.23E-09,3.23E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3444.856,,,s,7.56E-08,3.06E-09,3.06E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3450.769,,,s,7.55E-08,3.03E-09,3.03E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3456.297,,,s,8.11E-08,3.25E-09,3.25E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3461.747,,,s,7.85E-08,3.17E-09,3.17E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3467.159,,,s,8.55E-08,3.42E-09,3.42E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3472.455,,,s,7.92E-08,3.17E-09,3.17E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3478.072,,,s,8.08E-08,3.24E-09,3.24E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3483.601,,,s,7.95E-08,3.17E-09,3.17E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3488.73,,,s,8.77E-08,3.47E-09,3.47E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3494.097,,,s,8.23E-08,3.26E-09,3.26E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3499.616,,,s,7.23E-08,2.95E-09,2.95E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3505.827,,,s,7.50E-08,3.00E-09,3.00E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3511.571,,,s,7.81E-08,3.16E-09,3.16E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3517.36,,,s,7.19E-08,2.92E-09,2.92E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3523.327,,,s,7.65E-08,3.05E-09,3.05E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3529.029,,,s,7.64E-08,3.09E-09,3.09E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3534.464,,,s,8.03E-08,3.25E-09,3.25E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3539.836,,,s,8.43E-08,3.35E-09,3.35E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3545.236,,,s,7.91E-08,3.17E-09,3.17E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3550.954,,,s,8.15E-08,3.28E-09,3.28E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3556.307,,,s,7.73E-08,3.09E-09,3.09E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3561.97,,,s,8.11E-08,3.28E-09,3.28E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3567.577,,,s,7.67E-08,3.08E-09,3.08E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3573.534,,,s,6.95E-08,2.83E-09,2.83E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3579.679,,,s,7.73E-08,3.10E-09,3.10E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3585.614,,,s,7.47E-08,3.02E-09,3.02E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3591.568,,,s,7.28E-08,2.94E-09,2.94E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3597.374,,,s,7.38E-08,2.95E-09,2.95E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3603.449,,,s,7.35E-08,2.96E-09,2.96E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3609.124,,,s,8.23E-08,3.28E-09,3.28E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3615.08,,,s,7.01E-08,2.81E-09,2.81E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3620.876,,,s,8.16E-08,3.26E-09,3.26E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3626.416,,,s,7.39E-08,2.95E-09,2.95E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3632.548,,,s,7.19E-08,2.90E-09,2.90E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3638.476,,,s,7.62E-08,3.05E-09,3.05E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3644.38,,,s,7.73E-08,3.10E-09,3.10E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3650.308,,,s,7.25E-08,2.90E-09,2.90E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3656.491,,,s,7.22E-08,2.86E-09,2.86E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3662.389,,,s,7.65E-08,3.07E-09,3.07E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3668.122,,,s,7.86E-08,3.16E-09,3.16E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3673.796,,,s,7.48E-08,2.99E-09,2.99E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3679.702,,,s,7.57E-08,3.03E-09,3.03E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3685.743,,,s,7.25E-08,2.90E-09,2.90E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3691.615,,,s,7.82E-08,3.17E-09,3.17E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3697.643,,,s,6.89E-08,2.76E-09,2.76E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3703.781,,,s,8.00E-08,3.17E-09,3.17E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3709.361,,,s,7.10E-08,2.86E-09,2.86E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3715.716,,,s,6.93E-08,2.76E-09,2.76E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3722.13,,,s,6.92E-08,2.79E-09,2.79E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3728.296,,,s,7.08E-08,2.84E-09,2.84E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3734.92,,,s,6.29E-08,2.57E-09,2.57E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3741.339,,,s,7.25E-08,2.94E-09,2.94E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3747.493,,,s,7.08E-08,2.84E-09,2.84E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3753.853,,,s,6.98E-08,2.78E-09,2.78E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3760.046,,,s,7.45E-08,3.03E-09,3.03E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3765.839,,,s,7.90E-08,3.17E-09,3.17E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3771.748,,,s,6.89E-08,2.77E-09,2.77E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3777.787,,,s,7.48E-08,3.00E-09,3.00E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3783.995,,,s,7.18E-08,2.86E-09,2.86E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3790.018,,,s,7.33E-08,2.94E-09,2.94E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3796.286,,,s,6.84E-08,2.74E-09,2.74E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3802.889,,,s,6.80E-08,2.72E-09,2.72E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3808.821,,,s,7.77E-08,3.09E-09,3.09E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3814.986,,,s,6.86E-08,2.75E-09,2.75E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3821.441,,,s,6.80E-08,2.73E-09,2.73E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3827.985,,,s,6.52E-08,2.63E-09,2.63E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3834.698,,,s,6.88E-08,2.75E-09,2.75E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3841.061,,,s,7.22E-08,2.90E-09,2.90E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3846.992,,,s,7.61E-08,3.04E-09,3.04E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3853.346,,,s,6.70E-08,2.68E-09,2.68E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3859.461,,,s,7.18E-08,2.85E-09,2.85E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3865.962,,,s,6.93E-08,2.76E-09,2.76E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3872.34,,,s,6.96E-08,2.78E-09,2.78E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3878.74,,,s,6.87E-08,2.78E-09,2.78E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3885.034,,,s,7.02E-08,2.82E-09,2.82E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3891.514,,,s,6.99E-08,2.79E-09,2.79E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
3897.982,,,s,6.71E-08,2.71E-09,2.71E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop
