Times,TimeBnds,Fluxes,FluxErrs,Freqs,FluxType,FluxUnits
850.747,2.026,4.76280099e-10,7.39553004e-11,1,Integrated,cgs
853.762,1.251,6.18972219e-10,9.22710372e-11,1,Integrated,cgs
857.433,1.915,5.1428523e-10,7.66651629e-11,1,Integrated,cgs
860.457,1.321,7.06149591e-10,1.074255027e-10,1,Integrated,cgs
863.261,1.529,6.26011956e-10,9.33204255e-11,1,Integrated,cgs
866.418,1.713,6.00501339e-10,8.95175502e-11,1,Integrated,cgs
869.571,1.767,5.16021447e-10,8.01262431e-11,1,Integrated,cgs
873.327,2.025,4.40474481e-10,6.70087179e-11,1,Integrated,cgs
877.002,1.539,5.92786089e-10,9.01796901e-11,1,Integrated,cgs
880.022,1.467,6.59965914e-10,9.83820105e-11,1,Integrated,cgs
883.423,2.048,5.04853956e-10,7.52592729e-11,1,Integrated,cgs
886.387,1.325,6.00651834e-10,9.32673522e-11,1,Integrated,cgs
890.271,2.204,4.36227855e-10,6.50290419e-11,1,Integrated,cgs
894.023,1.69,5.16431784e-10,7.85640288e-11,1,Integrated,cgs
897.283,1.399,6.42479538e-10,9.57752847e-11,1,Integrated,cgs
900.339,1.555,6.29733183e-10,9.38751615e-11,1,Integrated,cgs
903.216,1.473,6.96303789e-10,1.037989161e-10,1,Integrated,cgs
906.001,1.582,6.01876368e-10,9.15625677e-11,1,Integrated,cgs
909.278,1.813,5.35769058e-10,8.1505806e-11,1,Integrated,cgs
912.478,1.592,5.57906682e-10,8.31678804e-11,1,Integrated,cgs
916.199,1.978,5.01615075e-10,7.47764697e-11,1,Integrated,cgs
920.201,2.266,4.77970596e-10,7.12517244e-11,1,Integrated,cgs
923.249,1.416,6.75634539e-10,1.00717731e-10,1,Integrated,cgs
926.296,1.705,6.12757728e-10,9.13446357e-11,1,Integrated,cgs
929.241,1.612,5.88013302e-10,8.76559461e-11,1,Integrated,cgs
932.094,1.3,7.88897838e-10,1.20013857e-10,1,Integrated,cgs
935.416,2.298,4.44103506e-10,6.62031315e-11,1,Integrated,cgs
939.281,1.971,4.72067001e-10,7.48324386e-11,1,Integrated,cgs
942.892,1.814,5.02031508e-10,7.48384965e-11,1,Integrated,cgs
946.759,1.97,4.87343958e-10,7.72541508e-11,1,Integrated,cgs
950.136,1.698,4.75779465e-10,7.70120253e-11,1,Integrated,cgs
953.512,1.398,6.01121226e-10,9.14476962e-11,1,Integrated,cgs
956.994,1.831,5.33989026e-10,7.96024824e-11,1,Integrated,cgs
960.519,1.871,5.02450608e-10,7.80190083e-11,1,Integrated,cgs
964.282,2.042,4.76959041e-10,7.25590497e-11,1,Integrated,cgs
968.065,1.981,5.12763516e-10,7.64383155e-11,1,Integrated,cgs
971.368,1.655,6.33615192e-10,9.44538624e-11,1,Integrated,cgs
974.472,1.822,5.29233765e-10,8.21778138e-11,1,Integrated,cgs
977.777,1.716,5.46296088e-10,8.31071871e-11,1,Integrated,cgs
980.927,1.511,6.33104271e-10,9.43777005e-11,1,Integrated,cgs
984.244,1.885,3.725571924e-10,6.89185947e-11,1,Integrated,cgs
987.508,1.779,5.91754722e-10,9.00227562e-11,1,Integrated,cgs
990.31,1.48,6.0085605e-10,8.95703949e-11,1,Integrated,cgs
993.396,1.467,6.58323042e-10,9.81370656e-11,1,Integrated,cgs
996.418,1.662,5.50279443e-10,8.20309002e-11,1,Integrated,cgs
1000.235,2.097,4.57006071e-10,6.81264957e-11,1,Integrated,cgs
1004.241,2.03,4.87699431e-10,7.27020009e-11,1,Integrated,cgs
1007.996,1.969,5.0317908e-10,7.50095655e-11,1,Integrated,cgs
1011.744,2.018,4.6554771e-10,6.93998358e-11,1,Integrated,cgs
1015.393,1.67,5.37812742e-10,8.52545031e-11,1,Integrated,cgs
1018.421,1.394,6.88260879e-10,1.068710334e-10,1,Integrated,cgs
1021.803,2.153,4.11023943e-10,6.12718485e-11,1,Integrated,cgs
1025.956,1.779,4.79854641e-10,7.29996e-11,1,Integrated,cgs
1029.444,1.446,6.28583325e-10,9.56254755e-11,1,Integrated,cgs
1032.531,1.618,5.99460066e-10,8.93623308e-11,1,Integrated,cgs
1035.647,1.629,4.8918114e-10,7.59585222e-11,1,Integrated,cgs
1039.652,1.944,3.614786649e-10,7.01802e-11,1,Integrated,cgs
1042.889,1.904,5.1856767e-10,8.05216068e-11,1,Integrated,cgs
1046.191,1.724,6.03589725e-10,8.99779125e-11,1,Integrated,cgs
1049.11,1.556,5.21100177e-10,8.09148369e-11,1,Integrated,cgs
1052.681,1.66,5.4716172e-10,8.32389369e-11,1,Integrated,cgs
1056.371,1.996,4.85746044e-10,7.38958263e-11,1,Integrated,cgs
1059.97,1.822,5.43118167e-10,8.09633382e-11,1,Integrated,cgs
1063.208,1.634,5.81415144e-10,8.84498739e-11,1,Integrated,cgs
1066.827,2.099,4.15761297e-10,6.19781082e-11,1,Integrated,cgs
1070.955,1.751,5.14538214e-10,7.670292e-11,1,Integrated,cgs
1074.4,1.579,6.61703655e-10,1.0066401e-10,1,Integrated,cgs
1077.355,1.764,5.59315239e-10,8.50877775e-11,1,Integrated,cgs
