Times,TimeBnds,Fluxes,FluxErrs,Freqs,FluxType,FluxUnits
149.2295,0.3524,1.206864e-08,1.495317024e-09,1,Integrated,cgs
149.8938,0.3174,1.450152888e-08,1.784130924e-09,1,Integrated,cgs
176.986,0.785,5.68634088e-09,6.98938164e-10,1,Integrated,cgs
178.1341,0.4387,9.00221016e-09,1.100397924e-09,1,Integrated,cgs
179.22,0.585,7.58098512e-09,9.26310228e-10,1,Integrated,cgs
180.395,0.645,7.31394732e-09,9.06046188e-10,1,Integrated,cgs
181.2799,0.3999,5.44006824e-09,6.83847492e-10,1,Integrated,cgs
182.1459,0.3941,7.08038712e-09,8.70290928e-10,1,Integrated,cgs
182.7313,0.3052,7.33158396e-09,9.0202818e-10,1,Integrated,cgs
183.4988,0.4216,5.80848888e-09,7.24151808e-10,1,Integrated,cgs
184.3197,0.4294,5.42103612e-09,6.63774504e-10,1,Integrated,cgs
185.1834,0.4124,6.01927944e-09,7.46864376e-10,1,Integrated,cgs
186.0459,0.4904,5.25639036e-09,6.51951204e-10,1,Integrated,cgs
186.9353,0.4814,4.87060104e-09,6.04709508e-10,1,Integrated,cgs
187.9011,0.4775,5.0686896e-09,6.38663172e-10,1,Integrated,cgs
188.8788,0.5336,4.88774004e-09,5.97832332e-10,1,Integrated,cgs
189.7869,0.4649,5.17452336e-09,6.41956992e-10,1,Integrated,cgs
190.7701,0.5355,5.00113236e-09,6.29637444e-10,1,Integrated,cgs
191.6056,0.4369,4.97548824e-09,6.1744596e-10,1,Integrated,cgs
192.5851,0.4593,5.6078286e-09,6.85513716e-10,1,Integrated,cgs
193.4803,0.4934,4.81178556e-09,5.9687394e-10,1,Integrated,cgs
194.488,0.508,4.54745172e-09,5.72271732e-10,1,Integrated,cgs
195.658,0.64,3.90253116e-09,4.84959576e-10,1,Integrated,cgs
196.7377,0.495,5.12107404e-09,6.28224564e-10,1,Integrated,cgs
197.668,0.4823,4.96162044e-09,6.07549188e-10,1,Integrated,cgs
198.3117,0.2774,4.002e-09,4.96654812e-10,1,Integrated,cgs
199.0139,0.3552,3.88195392e-09,4.74258924e-10,1,Integrated,cgs
199.5966,0.2867,4.10822352e-09,4.98198192e-10,1,Integrated,cgs
200.191,0.2567,3.416626416e-09,5.09652612e-10,1,Integrated,cgs
200.7156,0.2706,3.191551152e-09,4.75770288e-10,1,Integrated,cgs
201.2571,0.2802,3.26801928e-09,4.87169376e-10,1,Integrated,cgs
201.833,0.3365,3.414937572e-09,4.33699872e-10,1,Integrated,cgs
202.4356,0.2542,3.12870792e-09,4.66402128e-10,1,Integrated,cgs
203.0604,0.3364,3.106446708e-09,4.74042816e-10,1,Integrated,cgs
203.5479,0.2865,2.974393584e-09,4.64732772e-10,1,Integrated,cgs
204.101,0.2882,3.03908574e-09,4.5304206e-10,1,Integrated,cgs
204.6092,0.2377,3.291756012e-09,5.02320948e-10,1,Integrated,cgs
205.1633,0.2847,3.04873578e-09,4.54480692e-10,1,Integrated,cgs
205.7248,0.2893,3.088206984e-09,4.60364676e-10,1,Integrated,cgs
206.2462,0.261,3.048736476e-09,4.54480692e-10,1,Integrated,cgs
206.852,0.3099,2.840047488e-09,4.23370884e-10,1,Integrated,cgs
207.3903,0.2504,3.336553356e-09,4.9738596e-10,1,Integrated,cgs
207.9231,0.2744,2.982049932e-09,4.44539376e-10,1,Integrated,cgs
208.5407,0.3227,3.97977672e-09,4.8620994e-10,1,Integrated,cgs
209.1317,0.2786,2.658122832e-09,3.96251244e-10,1,Integrated,cgs
209.7724,0.2805,3.15878382e-09,4.82029416e-10,1,Integrated,cgs
210.3202,0.3,2.877792264e-09,4.39150248e-10,1,Integrated,cgs
210.8897,0.2895,3.279221052e-09,4.88839428e-10,1,Integrated,cgs
211.4039,0.286,2.77396194e-09,4.13519352e-10,1,Integrated,cgs
