Time,TimeUnits,Value,ValueLower,ValueUpper,ValueUnits,ValueType,Wave,WaveLower,WaveUpper,WaveUnits,Filter,CalGroup,SlopGroup,Include
591.2352,s,0.066313202,0.044894162,0.044894162,mJy,Spectral Flux,6.83E+14,,,Hz,uvot-b,uvot-b_offset,slop,1
764.3808,s,0.084488967,0.055833994,0.055833994,mJy,Spectral Flux,6.83E+14,,,Hz,uvot-b,uvot-b_offset,slop,1
1330.0416,s,0.04516479,0.023567464,0.023567464,mJy,Spectral Flux,6.83E+14,,,Hz,uvot-b,uvot-b_offset,slop,1
1516.0608,s,0.055821307,0.051847562,0.051847562,mJy,Spectral Flux,6.83E+14,,,Hz,uvot-b,uvot-b_offset,slop,1
5977.4976,s,0.022824433,0.007576885,0.007576885,mJy,Spectral Flux,6.83E+14,,,Hz,uvot-b,uvot-b_offset,slop,1
11285.6544,s,0.0113658,0.003282289,0.003282289,mJy,Spectral Flux,6.83E+14,,,Hz,uvot-b,uvot-b_offset,slop,1
97.8048,s,0.557699172,0.138519706,0.138519706,mJy,Spectral Flux,5.48E+14,,,Hz,uvot-v,uvot-v_offset,slop,1
665.6256,s,0.207014135,0.080656933,0.080656933,mJy,Spectral Flux,5.48E+14,,,Hz,uvot-v,uvot-v_offset,slop,1
1071.0144,s,0.259179113,0.099664675,0.099664675,mJy,Spectral Flux,5.48E+14,,,Hz,uvot-v,uvot-v_offset,slop,1
1416.96,s,0.193731392,0.101261575,0.101261575,mJy,Spectral Flux,5.48E+14,,,Hz,uvot-v,uvot-v_offset,slop,1
5157.0432,s,0.032930627,0.012494434,0.012494434,mJy,Spectral Flux,5.48E+14,,,Hz,uvot-v,uvot-v_offset,slop,1
6593.2704,s,0.040513522,0.015943814,0.015943814,mJy,Spectral Flux,5.48E+14,,,Hz,uvot-v,uvot-v_offset,slop,1
28524.096,s,0.01,0.000710336,0.000710336,mJy,Spectral Flux,4.35E+14,,,Hz,R,R_offset,slop,1
29484,s,0.00963829,0.000928654,0.000928654,mJy,Spectral Flux,4.35E+14,,,Hz,R,R_offset,slop,1
31943.808,s,0.007655966,0.000737656,0.000737656,mJy,Spectral Flux,4.35E+14,,,Hz,R,R_offset,slop,1
118343.808,s,0.004017908,0.000319626,0.000319626,mJy,Spectral Flux,4.35E+14,,,Hz,R,R_offset,slop,1
209424.096,s,0.001169499,5.26E-05,5.26E-05,mJy,Spectral Flux,6.28E+14,,,Hz,g,g_offset,slop,1
209424.096,s,0.003404082,0.000123129,0.000123129,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,slop,1
209424.096,s,0.00519996,0.000234037,0.000234037,mJy,Spectral Flux,3.93E+14,,,Hz,i,i_offset,slop,1
209424.096,s,0.006792036,0.000365159,0.000365159,mJy,Spectral Flux,3.28E+14,,,Hz,z,z_offset,slop,1
209424.096,s,0.013304544,0.001501338,0.001501338,mJy,Spectral Flux,2.43E+14,,,Hz,J,J_offset,slop,1
209424.096,s,0.016143586,0.002466297,0.002466297,mJy,Spectral Flux,1.82E+14,,,Hz,H,H_offset,slop,1
209424.096,s,0.017060824,0.003129256,0.003129256,mJy,Spectral Flux,1.36E+14,,,Hz,K,K_offset,slop,1
302964.192,s,0.001037528,0.000166565,0.000166565,mJy,Spectral Flux,6.28E+14,,,Hz,g,g_offset,slop,1
302964.192,s,0.002857591,0.00027533,0.00027533,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,slop,1
302964.192,s,0.004092607,0.000394325,0.000394325,mJy,Spectral Flux,3.93E+14,,,Hz,i,i_offset,slop,1
302964.192,s,0.004965923,0.000600765,0.000600765,mJy,Spectral Flux,3.28E+14,,,Hz,z,z_offset,slop,1
1842683.904,s,0.000474242,4.57E-05,4.57E-05,mJy,Spectral Flux,6.28E+14,,,Hz,g,g_offset,slop,0
1842683.904,s,0.000731139,6.43E-05,6.43E-05,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,slop,0
1842683.904,s,0.001247384,0.000180787,0.000180787,mJy,Spectral Flux,3.93E+14,,,Hz,i,i_offset,slop,0
1842683.904,s,0.002032357,0.000294556,0.000294556,mJy,Spectral Flux,3.28E+14,,,Hz,z,z_offset,slop,0
5899524.192,s,0.000613762,0.000107937,0.000107937,mJy,Spectral Flux,4.81E+14,,,Hz,r,r_offset,slop,0
5899524.192,s,0.001202264,0.000155136,0.000155136,mJy,Spectral Flux,3.93E+14,,,Hz,i,i_offset,slop,0
5899524.192,s,0.001191242,0.000227413,0.000227413,mJy,Spectral Flux,3.28E+14,,,Hz,z,z_offset,slop,0
104.5552,s,4.34E-08,1.56E-08,1.56E-08,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
105.2135,s,4.74E-08,1.70E-08,1.70E-08,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
105.9217,s,3.71E-08,1.25E-08,1.25E-08,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
106.657,s,4.03E-08,1.04E-08,1.04E-08,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
107.3711,s,4.34E-08,1.24E-08,1.24E-08,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
107.9869,s,5.11E-08,1.10E-08,1.10E-08,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
108.5476,s,5.61E-08,1.31E-08,1.31E-08,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
109.0802,s,6.31E-08,1.66E-08,1.66E-08,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
109.5622,s,7.49E-08,1.99E-08,1.99E-08,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
110.0278,s,7.31E-08,1.71E-08,1.71E-08,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
110.691,s,6.62E-08,8.66E-09,8.66E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
111.3666,s,7.46E-08,9.75E-09,9.75E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
112.0977,s,5.90E-08,7.72E-09,7.72E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
112.9347,s,7.98E-08,8.52E-09,8.52E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
113.7789,s,8.71E-08,9.42E-09,9.42E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
114.6096,s,9.63E-08,1.03E-08,1.03E-08,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
115.4091,s,7.98E-08,8.58E-09,8.58E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
116.2449,s,7.11E-08,9.11E-09,9.11E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
116.9356,s,1.02E-07,1.04E-08,1.04E-08,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
117.7173,s,8.71E-08,9.13E-09,9.13E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
118.5163,s,7.44E-08,9.73E-09,9.73E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
119.1877,s,7.26E-08,9.49E-09,9.49E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
119.9282,s,8.13E-08,8.86E-09,8.86E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
120.8042,s,8.27E-08,8.95E-09,8.95E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
121.5499,s,1.07E-07,1.09E-08,1.09E-08,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
122.2961,s,9.91E-08,1.07E-08,1.07E-08,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
123.0483,s,9.85E-08,1.05E-08,1.05E-08,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
123.7221,s,1.17E-07,1.23E-08,1.23E-08,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
124.3808,s,8.74E-08,9.34E-09,9.34E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
125.2192,s,9.15E-08,9.52E-09,9.52E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
126.0626,s,8.60E-08,9.06E-09,9.06E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
126.8154,s,7.58E-08,1.01E-08,1.01E-08,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
127.4753,s,6.88E-08,9.08E-09,9.08E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
128.1257,s,7.89E-08,9.89E-09,9.89E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
128.7744,s,7.78E-08,9.92E-09,9.92E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
129.4712,s,6.80E-08,8.80E-09,8.80E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
130.1714,s,7.74E-08,9.66E-09,9.66E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
130.8989,s,6.06E-08,7.92E-09,7.92E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
131.6418,s,7.64E-08,9.89E-09,9.89E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
132.3685,s,5.38E-08,6.83E-09,6.83E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
133.2925,s,5.31E-08,6.95E-09,6.95E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
134.1825,s,4.96E-08,6.74E-09,6.74E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
135.054,s,5.77E-08,7.62E-09,7.62E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
136.088,s,4.70E-08,5.97E-09,5.97E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
137.0237,s,4.92E-08,6.38E-09,6.38E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
138.0854,s,5.02E-08,6.25E-09,6.25E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
138.9534,s,5.95E-08,7.48E-09,7.48E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
140.026,s,3.80E-08,5.01E-09,5.01E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
141.336,s,3.20E-08,4.27E-09,4.27E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
143.111,s,2.46E-08,3.15E-09,3.15E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
144.828,s,2.87E-08,3.90E-09,3.90E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
146.549,s,2.58E-08,3.43E-09,3.43E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
147.8622,s,2.98E-08,6.14E-09,6.14E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
148.6598,s,2.63E-08,5.23E-09,5.23E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
149.4675,s,2.82E-08,5.50E-09,5.50E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
150.3302,s,3.15E-08,6.28E-09,6.28E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
151.269,s,1.98E-08,3.99E-09,3.99E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
152.4072,s,2.72E-08,4.99E-09,4.99E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
153.2833,s,2.40E-08,4.77E-09,4.77E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
154.453,s,1.91E-08,3.76E-09,3.76E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
155.613,s,2.37E-08,4.54E-09,4.54E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
156.591,s,1.85E-08,3.68E-09,3.68E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
158.232,s,1.33E-08,2.68E-09,2.68E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
160.045,s,1.38E-08,2.66E-09,2.66E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
161.528,s,1.53E-08,2.85E-09,2.85E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
162.5544,s,1.22E-08,1.69E-09,1.69E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
163.1488,s,1.43E-08,1.99E-09,1.99E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
163.6796,s,1.41E-08,2.02E-09,2.02E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
164.2766,s,1.23E-08,1.76E-09,1.76E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
164.8632,s,1.17E-08,1.67E-09,1.67E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
165.4869,s,1.20E-08,1.70E-09,1.70E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
166.136,s,1.12E-08,1.58E-09,1.58E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
166.9227,s,8.96E-09,1.25E-09,1.25E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
167.6801,s,1.18E-08,1.66E-09,1.66E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
168.3844,s,9.24E-09,1.30E-09,1.30E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
169.1046,s,1.17E-08,1.66E-09,1.66E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
169.8567,s,9.39E-09,1.31E-09,1.31E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
170.5875,s,1.04E-08,1.45E-09,1.45E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
171.4005,s,8.24E-09,1.15E-09,1.15E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
172.3352,s,8.55E-09,1.22E-09,1.22E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
173.1167,s,9.52E-09,1.31E-09,1.31E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
173.8966,s,8.23E-09,1.33E-09,1.33E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
174.6228,s,9.50E-09,1.32E-09,1.32E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
175.3021,s,8.20E-09,1.34E-09,1.34E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
176.0359,s,9.77E-09,1.40E-09,1.40E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
176.7467,s,7.67E-09,1.25E-09,1.25E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
177.5363,s,8.43E-09,1.18E-09,1.18E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
178.3679,s,8.24E-09,1.34E-09,1.34E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
179.0189,s,8.14E-09,1.26E-09,1.26E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
179.7798,s,7.22E-09,1.23E-09,1.23E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
180.5679,s,6.63E-09,1.08E-09,1.08E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
181.3463,s,6.43E-09,1.07E-09,1.07E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
182.0489,s,7.31E-09,1.25E-09,1.25E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
182.8431,s,6.13E-09,1.00E-09,1.00E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
183.5761,s,7.49E-09,1.25E-09,1.25E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
184.2853,s,6.84E-09,1.15E-09,1.15E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
185.081,s,6.30E-09,1.04E-09,1.04E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
185.8268,s,6.93E-09,1.14E-09,1.14E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
186.6811,s,5.50E-09,8.99E-10,8.99E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
187.5214,s,5.39E-09,9.08E-10,9.08E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
188.665,s,4.18E-09,6.82E-10,6.82E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
189.6992,s,6.36E-09,1.05E-09,1.05E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
190.673,s,4.42E-09,7.35E-10,7.35E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
191.894,s,3.96E-09,6.49E-10,6.49E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
193.176,s,4.36E-09,7.18E-10,7.18E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
194.291,s,4.92E-09,8.18E-10,8.18E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
195.297,s,4.69E-09,7.72E-10,7.72E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
196.3042,s,5.43E-09,9.06E-10,9.06E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
197.219,s,4.46E-09,7.24E-10,7.24E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
198.567,s,3.91E-09,6.56E-10,6.56E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
200.228,s,2.70E-09,4.56E-10,4.56E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
201.976,s,2.83E-09,4.85E-10,4.85E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
203.667,s,3.12E-09,5.24E-10,5.24E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
205.122,s,4.26E-09,7.10E-10,7.10E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
206.381,s,3.95E-09,6.64E-10,6.64E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
207.529,s,4.90E-09,8.32E-10,8.32E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
208.706,s,4.30E-09,7.28E-10,7.28E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
209.863,s,4.25E-09,7.17E-10,7.17E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
211.028,s,5.05E-09,8.52E-10,8.52E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
212.0197,s,5.42E-09,9.37E-10,9.37E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
212.874,s,7.41E-09,1.28E-09,1.28E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
213.6817,s,5.25E-09,9.20E-10,9.20E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
214.6004,s,6.67E-09,1.17E-09,1.17E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
215.4568,s,5.46E-09,9.14E-10,9.14E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
216.3299,s,7.47E-09,1.26E-09,1.26E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
216.992,s,7.61E-09,1.26E-09,1.26E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
217.8102,s,5.56E-09,9.18E-10,9.18E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
218.5782,s,7.49E-09,1.23E-09,1.23E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
219.2597,s,7.73E-09,1.26E-09,1.26E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
219.9435,s,8.04E-09,1.34E-09,1.34E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
220.6302,s,7.84E-09,1.25E-09,1.25E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
221.4121,s,6.61E-09,1.12E-09,1.12E-09,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz,xray,,slop,0
