Time,TimeLower,TimeUpper,TimeUnits,Value,ValueLower,ValueUpper,ValueUnits,ValueType,Model,Frequency,FrequencyLower,FrequencyUpper,FrequencyUnits
3715.716,,,seconds,6.93E-08,2.76E-09,2.76E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
3722.13,,,seconds,6.92E-08,2.79E-09,2.79E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
3728.296,,,seconds,7.08E-08,2.84E-09,2.84E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
3734.92,,,seconds,6.29E-08,2.57E-09,2.57E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
3741.339,,,seconds,7.25E-08,2.94E-09,2.94E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
3747.493,,,seconds,7.08E-08,2.84E-09,2.84E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
3753.853,,,seconds,6.98E-08,2.78E-09,2.78E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
3760.046,,,seconds,7.45E-08,3.03E-09,3.03E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
3765.839,,,seconds,7.90E-08,3.17E-09,3.17E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
3771.748,,,seconds,6.89E-08,2.77E-09,2.77E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
3777.787,,,seconds,7.48E-08,3.00E-09,3.00E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
3783.995,,,seconds,7.18E-08,2.86E-09,2.86E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
3790.018,,,seconds,7.33E-08,2.94E-09,2.94E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
3796.286,,,seconds,6.84E-08,2.74E-09,2.74E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
3802.889,,,seconds,6.80E-08,2.72E-09,2.72E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
3808.821,,,seconds,7.77E-08,3.09E-09,3.09E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
3814.986,,,seconds,6.86E-08,2.75E-09,2.75E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
3821.441,,,seconds,6.80E-08,2.73E-09,2.73E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
3827.985,,,seconds,6.52E-08,2.63E-09,2.63E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
3834.698,,,seconds,6.88E-08,2.75E-09,2.75E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
3841.061,,,seconds,7.22E-08,2.90E-09,2.90E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
3846.992,,,seconds,7.61E-08,3.04E-09,3.04E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
3853.346,,,seconds,6.70E-08,2.68E-09,2.68E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
3859.461,,,seconds,7.18E-08,2.85E-09,2.85E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
3865.962,,,seconds,6.93E-08,2.76E-09,2.76E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
3872.34,,,seconds,6.96E-08,2.78E-09,2.78E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
3878.74,,,seconds,6.87E-08,2.78E-09,2.78E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
3885.034,,,seconds,7.02E-08,2.82E-09,2.82E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
3891.514,,,seconds,6.99E-08,2.79E-09,2.79E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
3897.982,,,seconds,6.71E-08,2.71E-09,2.71E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
3904.656,,,seconds,6.63E-08,2.64E-09,2.64E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
3911.158,,,seconds,6.70E-08,2.70E-09,2.70E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
3918.004,,,seconds,6.58E-08,2.65E-09,2.65E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
3924.474,,,seconds,6.93E-08,2.79E-09,2.79E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
3931.181,,,seconds,6.45E-08,2.59E-09,2.59E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
3937.826,,,seconds,6.53E-08,2.65E-09,2.65E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
3944.684,,,seconds,6.43E-08,2.59E-09,2.59E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
3951.358,,,seconds,6.80E-08,2.72E-09,2.72E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
3957.868,,,seconds,6.83E-08,2.73E-09,2.73E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
3964.543,,,seconds,6.46E-08,2.60E-09,2.60E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
3971.313,,,seconds,6.70E-08,2.66E-09,2.66E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
3978.162,,,seconds,6.29E-08,2.51E-09,2.51E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
3984.863,,,seconds,6.85E-08,2.75E-09,2.75E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
3991.815,,,seconds,6.18E-08,2.49E-09,2.49E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
3998.683,,,seconds,6.45E-08,2.57E-09,2.57E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4005.307,,,seconds,6.92E-08,2.77E-09,2.77E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4012.134,,,seconds,6.02E-08,2.46E-09,2.46E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4019.056,,,seconds,6.67E-08,2.66E-09,2.66E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4025.765,,,seconds,6.68E-08,2.68E-09,2.68E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4032.458,,,seconds,6.38E-08,2.56E-09,2.56E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4039.443,,,seconds,6.29E-08,2.53E-09,2.53E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4046.528,,,seconds,6.24E-08,2.51E-09,2.51E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4053.406,,,seconds,6.44E-08,2.59E-09,2.59E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4060.247,,,seconds,6.48E-08,2.59E-09,2.59E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4067.133,,,seconds,6.56E-08,2.64E-09,2.64E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4073.709,,,seconds,6.72E-08,2.71E-09,2.71E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4080.534,,,seconds,6.23E-08,2.52E-09,2.52E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4087.444,,,seconds,6.37E-08,2.62E-09,2.62E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4094.472,,,seconds,6.36E-08,2.57E-09,2.57E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4101.156,,,seconds,6.35E-08,2.54E-09,2.54E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4108.454,,,seconds,6.23E-08,2.48E-09,2.48E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4115.336,,,seconds,6.29E-08,2.53E-09,2.53E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4122.429,,,seconds,6.25E-08,2.52E-09,2.52E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4129.324,,,seconds,6.42E-08,2.58E-09,2.58E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4136.092,,,seconds,6.74E-08,2.72E-09,2.72E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4143.349,,,seconds,5.55E-08,2.24E-09,2.24E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4150.966,,,seconds,6.04E-08,2.42E-09,2.42E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4157.985,,,seconds,6.36E-08,2.59E-09,2.59E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4164.985,,,seconds,6.49E-08,2.59E-09,2.59E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4172.019,,,seconds,5.82E-08,2.37E-09,2.37E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4179.361,,,seconds,5.96E-08,2.39E-09,2.39E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4186.642,,,seconds,6.15E-08,2.48E-09,2.48E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4194.074,,,seconds,5.87E-08,2.39E-09,2.39E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4201.213,,,seconds,6.38E-08,2.54E-09,2.54E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4208.459,,,seconds,5.97E-08,2.38E-09,2.38E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4215.996,,,seconds,6.12E-08,2.42E-09,2.42E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4223.24,,,seconds,6.10E-08,2.46E-09,2.46E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4230.531,,,seconds,5.84E-08,2.39E-09,2.39E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4238.071,,,seconds,6.02E-08,2.40E-09,2.40E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4245.361,,,seconds,5.91E-08,2.34E-09,2.34E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4252.651,,,seconds,6.31E-08,2.52E-09,2.52E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4259.685,,,seconds,6.29E-08,2.51E-09,2.51E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4266.863,,,seconds,6.39E-08,2.55E-09,2.55E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4273.805,,,seconds,6.21E-08,2.49E-09,2.49E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4281.207,,,seconds,5.73E-08,2.31E-09,2.31E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4288.909,,,seconds,5.57E-08,2.26E-09,2.26E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4296.666,,,seconds,5.98E-08,2.40E-09,2.40E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4304.396,,,seconds,5.62E-08,2.27E-09,2.27E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4312.017,,,seconds,5.76E-08,2.34E-09,2.34E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4319.39,,,seconds,5.98E-08,2.40E-09,2.40E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4326.891,,,seconds,5.72E-08,2.30E-09,2.30E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4334.727,,,seconds,5.80E-08,2.33E-09,2.33E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4341.998,,,seconds,5.90E-08,2.37E-09,2.37E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4349.63,,,seconds,5.66E-08,2.31E-09,2.31E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4357.437,,,seconds,5.69E-08,2.31E-09,2.31E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4365.218,,,seconds,5.80E-08,2.34E-09,2.34E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4372.788,,,seconds,5.79E-08,2.33E-09,2.33E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4380.312,,,seconds,5.86E-08,2.36E-09,2.36E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4387.909,,,seconds,5.91E-08,2.38E-09,2.38E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4395.831,,,seconds,5.55E-08,2.23E-09,2.23E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4403.542,,,seconds,5.61E-08,2.26E-09,2.26E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4411.519,,,seconds,5.44E-08,2.20E-09,2.20E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4419.209,,,seconds,5.90E-08,2.34E-09,2.34E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4426.819,,,seconds,5.83E-08,2.36E-09,2.36E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4434.098,,,seconds,6.27E-08,2.52E-09,2.52E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4441.237,,,seconds,5.99E-08,2.41E-09,2.41E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4448.81,,,seconds,5.76E-08,2.32E-09,2.32E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4456.536,,,seconds,5.67E-08,2.27E-09,2.27E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4464.58,,,seconds,5.49E-08,2.24E-09,2.24E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4472.465,,,seconds,5.51E-08,2.22E-09,2.22E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4480.301,,,seconds,5.39E-08,2.24E-09,2.24E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4487.94,,,seconds,5.89E-08,2.40E-09,2.40E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4495.682,,,seconds,5.99E-08,2.37E-09,2.37E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4503.336,,,seconds,5.59E-08,2.23E-09,2.23E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4511.075,,,seconds,5.72E-08,2.31E-09,2.31E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4519.07,,,seconds,5.54E-08,2.22E-09,2.22E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
4527.405,,,seconds,5.25E-08,2.12E-09,2.12E-09,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
21615.001,,,seconds,5.17E-09,2.69E-10,2.69E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
21624.512,,,seconds,4.90E-09,2.46E-10,2.46E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
21633.536,,,seconds,5.01E-09,2.65E-10,2.65E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
21642.666,,,seconds,5.14E-09,2.68E-10,2.68E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
21651.746,,,seconds,5.19E-09,2.65E-10,2.65E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
21660.794,,,seconds,5.01E-09,2.61E-10,2.61E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
21670.07,,,seconds,4.99E-09,2.62E-10,2.62E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
21679.191,,,seconds,4.86E-09,2.55E-10,2.55E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
21688.74,,,seconds,5.09E-09,2.61E-10,2.61E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
21697.647,,,seconds,5.07E-09,2.75E-10,2.75E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
21706.77,,,seconds,5.09E-09,2.71E-10,2.71E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
21715.764,,,seconds,5.47E-09,2.76E-10,2.76E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
21724.669,,,seconds,4.98E-09,2.51E-10,2.51E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
21734.041,,,seconds,5.04E-09,2.56E-10,2.56E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
21743.529,,,seconds,5.10E-09,2.64E-10,2.64E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
21752.189,,,seconds,4.88E-09,2.61E-10,2.61E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
21761.313,,,seconds,5.44E-09,2.80E-10,2.80E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
21770.271,,,seconds,4.86E-09,2.55E-10,2.55E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
21779.69,,,seconds,5.13E-09,2.60E-10,2.60E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
21789.104,,,seconds,4.81E-09,2.47E-10,2.47E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
21798.732,,,seconds,5.01E-09,2.54E-10,2.54E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
21807.866,,,seconds,5.26E-09,2.72E-10,2.72E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
21816.782,,,seconds,5.17E-09,2.66E-10,2.66E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
21826.134,,,seconds,4.85E-09,2.59E-10,2.59E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
21836.148,,,seconds,4.25E-09,2.25E-10,2.25E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
21846.166,,,seconds,4.82E-09,2.49E-10,2.49E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
21855.898,,,seconds,4.89E-09,2.50E-10,2.50E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
21864.861,,,seconds,5.38E-09,2.72E-10,2.72E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
21873.742,,,seconds,5.03E-09,2.66E-10,2.66E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
21883.046,,,seconds,4.74E-09,2.52E-10,2.52E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
21892.701,,,seconds,5.09E-09,2.55E-10,2.55E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
21901.747,,,seconds,5.06E-09,2.66E-10,2.66E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
21911.317,,,seconds,4.64E-09,2.53E-10,2.53E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
21920.272,,,seconds,5.23E-09,2.68E-10,2.68E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
21929.382,,,seconds,4.92E-09,2.57E-10,2.57E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
21938.866,,,seconds,4.75E-09,2.47E-10,2.47E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
21948.716,,,seconds,4.68E-09,2.46E-10,2.46E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
21958.237,,,seconds,5.23E-09,2.69E-10,2.69E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
21966.546,,,seconds,5.51E-09,2.77E-10,2.77E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
21975.506,,,seconds,5.26E-09,2.67E-10,2.67E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
21984.167,,,seconds,5.16E-09,2.68E-10,2.68E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
21993.423,,,seconds,5.03E-09,2.57E-10,2.57E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
22002.164,,,seconds,5.52E-09,2.83E-10,2.83E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
22010.826,,,seconds,5.27E-09,2.76E-10,2.76E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
22020.433,,,seconds,4.66E-09,2.42E-10,2.42E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
22030.138,,,seconds,4.53E-09,2.38E-10,2.38E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
22039.968,,,seconds,5.16E-09,2.64E-10,2.64E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
22048.696,,,seconds,5.34E-09,2.72E-10,2.72E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
22057.666,,,seconds,4.91E-09,2.52E-10,2.52E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
22066.865,,,seconds,5.15E-09,2.66E-10,2.66E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
22076.117,,,seconds,5.08E-09,2.64E-10,2.64E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
22085.052,,,seconds,5.09E-09,2.62E-10,2.62E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
22094.017,,,seconds,5.24E-09,2.72E-10,2.72E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
25492.636,,,seconds,4.11E-09,2.21E-10,2.21E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
25504.572,,,seconds,4.12E-09,2.38E-10,2.38E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
25516.959,,,seconds,3.68E-09,2.35E-10,2.35E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
25530.191,,,seconds,3.83E-09,2.62E-10,2.62E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
25543.135,,,seconds,3.94E-09,2.56E-10,2.56E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
25555.346,,,seconds,4.49E-09,2.75E-10,2.75E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
25567.362,,,seconds,3.97E-09,2.41E-10,2.41E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
25579.559,,,seconds,4.04E-09,2.28E-10,2.28E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
25592.031,,,seconds,3.73E-09,2.14E-10,2.14E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
25604.782,,,seconds,3.94E-09,2.22E-10,2.22E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
25617.478,,,seconds,3.78E-09,2.11E-10,2.11E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
25630.526,,,seconds,3.74E-09,2.20E-10,2.20E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
25642.902,,,seconds,3.97E-09,2.22E-10,2.22E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
25665.299,,,seconds,3.62E-09,2.17E-10,2.17E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
25688.395,,,seconds,3.91E-09,2.31E-10,2.31E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
25700.466,,,seconds,3.82E-09,2.16E-10,2.16E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
25713.329,,,seconds,3.87E-09,2.17E-10,2.17E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
25726.924,,,seconds,3.50E-09,2.07E-10,2.07E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
25739.668,,,seconds,3.92E-09,2.45E-10,2.45E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
25752.045,,,seconds,3.92E-09,2.44E-10,2.44E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
25765.907,,,seconds,3.55E-09,2.37E-10,2.37E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
25778.859,,,seconds,4.38E-09,2.96E-10,2.96E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
25790.567,,,seconds,4.18E-09,2.85E-10,2.85E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
25803.568,,,seconds,4.05E-09,2.79E-10,2.79E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
25816.262,,,seconds,4.07E-09,2.74E-10,2.74E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
25830.043,,,seconds,3.64E-09,2.43E-10,2.43E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
25843.659,,,seconds,3.71E-09,2.50E-10,2.50E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
25856.935,,,seconds,3.81E-09,2.48E-10,2.48E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
25870.178,,,seconds,4.02E-09,2.68E-10,2.68E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
25883.616,,,seconds,3.47E-09,2.32E-10,2.32E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
25897.291,,,seconds,3.97E-09,2.63E-10,2.63E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
25910.096,,,seconds,3.73E-09,2.47E-10,2.47E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
25924.039,,,seconds,3.75E-09,2.54E-10,2.54E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
25937.438,,,seconds,3.74E-09,2.50E-10,2.50E-10,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
