Times,TimeBnds,Fluxes,FluxErrs,Freqs,FluxType,FluxUnits
744.5952,,1.242478152613847,0.045772895142294136,456000000000000.0,Spectral,mJy
804.59136,,1.1649003103261972,0.05364365929052139,456000000000000.0,Spectral,mJy
865.58976,,1.133153542846737,0.05218172064809225,456000000000000.0,Spectral,mJy
925.59456,,1.0921662728180113,0.050294256863269424,456000000000000.0,Spectral,mJy
985.59072,,1.1022719629171946,0.06091154867080418,456000000000000.0,Spectral,mJy
1045.59552,,0.996067479188972,0.045868907416652165,456000000000000.0,Spectral,mJy
1105.59168,,0.9600387459302925,0.04420978425008998,456000000000000.0,Spectral,mJy
1165.59648,,0.9869354776492424,0.05453805449489714,456000000000000.0,Spectral,mJy
1225.59264,,0.8755657424900827,0.05644772341833564,456000000000000.0,Spectral,mJy
1285.59744,,0.8208971747245511,0.05292324085449182,456000000000000.0,Spectral,mJy
1345.5936,,0.8836672525579902,0.04883145237635454,456000000000000.0,Spectral,mJy
1465.59456,,0.8133711441893042,0.05243803766588445,456000000000000.0,Spectral,mJy
1525.59072,,0.8517041452414442,0.04706517106604221,456000000000000.0,Spectral,mJy
1585.59552,,0.7985254477196606,0.05148093561448653,456000000000000.0,Spectral,mJy
1645.59168,,0.933875024822014,0.12901483467916122,456000000000000.0,Spectral,mJy
1705.59648,,0.7555944529286006,0.0556721992917793,456000000000000.0,Spectral,mJy
1765.59264,,0.783950715747889,0.050541302644266414,456000000000000.0,Spectral,mJy
1825.59744,,0.7555944529286006,0.048713174380306895,456000000000000.0,Spectral,mJy
1886.59584,,0.7625858823217229,0.056187327809464546,456000000000000.0,Spectral,mJy
1946.592,,0.6891103312280824,0.05077364920488512,456000000000000.0,Spectral,mJy
2006.5968,,0.6641845377167536,0.04893711673897041,456000000000000.0,Spectral,mJy
2066.59296,,0.6891103312280824,0.057120355355495755,456000000000000.0,Spectral,mJy
2126.59776,,0.6703301615781427,0.04938992630507756,456000000000000.0,Spectral,mJy
2186.59392,,0.658095257273594,0.05454951587540821,456000000000000.0,Spectral,mJy
2426.59584,,0.6113483733064644,0.061935703699677915,456000000000000.0,Spectral,mJy
2486.592,,0.5524446357993722,0.050880150957122186,456000000000000.0,Spectral,mJy
2546.5968,,0.5132024972144996,0.05199254499280096,456000000000000.0,Spectral,mJy
2606.59296,,0.5423613848284581,0.044956335188430896,456000000000000.0,Spectral,mJy
2666.59776,,0.6113483733064644,0.0450441481452203,456000000000000.0,Spectral,mJy
2726.59392,,0.5084974284388682,0.060882397106985696,456000000000000.0,Spectral,mJy
2786.59008,,0.45111655074538526,0.05401218462074498,456000000000000.0,Spectral,mJy
2846.59488,,0.5324621739288089,0.053943742840727636,456000000000000.0,Spectral,mJy
2907.59328,,0.4901045799675352,0.05868022135951299,456000000000000.0,Spectral,mJy
2967.59808,,0.5373889857643153,0.05939223070667213,456000000000000.0,Spectral,mJy
3027.59424,,0.5473797929346669,0.05041367892928283,456000000000000.0,Spectral,mJy
3087.5904,,0.5473797929346669,0.05041367892928283,456000000000000.0,Spectral,mJy
3147.5952,,0.45529068079673857,0.05031872604165555,456000000000000.0,Spectral,mJy
3207.59136,,0.49463946181163454,0.0501119238761367,456000000000000.0,Spectral,mJy
3267.59616,,0.38219830876403704,0.059840789203185286,456000000000000.0,Spectral,mJy
3283.2,,0.45111655074538526,0.008309566864729997,456000000000000.0,Spectral,mJy
3327.59232,,0.4428827457565514,0.053026351149431904,456000000000000.0,Spectral,mJy
3387.59712,,0.4637551665208539,0.05552540608754184,456000000000000.0,Spectral,mJy
3447.59328,,0.49463946181163454,0.0501119238761367,456000000000000.0,Spectral,mJy
3507.59808,,0.4723770187837437,0.047856515772981084,456000000000000.0,Spectral,mJy
3567.59424,,0.4992163044008106,0.05517338596237759,456000000000000.0,Spectral,mJy
3627.5904,,0.3649965512595881,0.05042427355651209,456000000000000.0,Spectral,mJy
3687.5952,,0.4637551665208539,0.05552540608754184,456000000000000.0,Spectral,mJy
3747.59136,,0.4388223723374134,0.04849864859073093,456000000000000.0,Spectral,mJy
3807.59616,,0.4002107601235959,0.05160317541033647,456000000000000.0,Spectral,mJy
3868.59456,,0.45950343359792745,0.055016346104679856,456000000000000.0,Spectral,mJy
3928.59072,,0.407651233668486,0.05256255006921459,456000000000000.0,Spectral,mJy
3988.59552,,0.3616502427636893,0.05329277977365726,456000000000000.0,Spectral,mJy
4048.59168,,0.4723770187837437,0.047856515772981084,456000000000000.0,Spectral,mJy
4108.59648,,0.407651233668486,0.04505361434504108,456000000000000.0,Spectral,mJy
4168.59264,,0.44698068934836643,0.05351699793567991,456000000000000.0,Spectral,mJy
4228.59744,,0.39654160582027576,0.058434371033675846,456000000000000.0,Spectral,mJy
4288.5936,,0.34856900037629923,0.05136512789545146,456000000000000.0,Spectral,mJy
4348.5984,,0.32084018712279533,0.05023394809781607,456000000000000.0,Spectral,mJy
4408.59456,,0.4856112741700844,0.049197278186171256,456000000000000.0,Spectral,mJy
4468.59072,,0.33596091929827193,0.05878980126800461,456000000000000.0,Spectral,mJy
4528.59552,,0.3583346134084889,0.06600523578984366,456000000000000.0,Spectral,mJy
4588.59168,,0.3583346134084889,0.05610445042136711,456000000000000.0,Spectral,mJy
4648.59648,,0.39654160582027576,0.04747792646486162,456000000000000.0,Spectral,mJy
4708.59264,,0.3268050515449507,0.057187615969850926,456000000000000.0,Spectral,mJy
4768.59744,,0.27433976416439493,0.05558672301498971,456000000000000.0,Spectral,mJy
4829.59584,,0.2768781987485128,0.06375120526184508,456000000000000.0,Spectral,mJy
4889.592,,0.3717823437824687,0.0650581923384942,456000000000000.0,Spectral,mJy
4949.5968,,0.23242816898894136,0.05779791278248005,456000000000000.0,Spectral,mJy
5009.59296,,0.25721053986954306,0.05448490866056531,456000000000000.0,Spectral,mJy
5069.59776,,0.2595904796926787,0.0573798796312697,456000000000000.0,Spectral,mJy
5129.59392,,0.30359090791514304,0.05312537297607088,456000000000000.0,Spectral,mJy
5189.59008,,0.23674933127332265,0.06759430157184634,456000000000000.0,Spectral,mJy
5249.59488,,0.3268050515449507,0.057187615969850926,456000000000000.0,Spectral,mJy
5309.59104,,0.32084018712279533,0.0650086387148208,456000000000000.0,Spectral,mJy
5369.59584,,0.24790698350825605,0.06164702958899804,456000000000000.0,Spectral,mJy
5429.592,,0.37869429360739765,0.05929216555011026,456000000000000.0,Spectral,mJy
5489.5968,,0.43081296139340525,0.0952268969863983,456000000000000.0,Spectral,mJy
5549.59296,,0.29260972835696764,0.05928858315968879,456000000000000.0,Spectral,mJy
5609.59776,,0.2619924408278661,0.07480146178076405,456000000000000.0,Spectral,mJy
5669.59392,,0.3064,0.07901443200000002,456000000000000.0,Spectral,mJy
5729.59008,,0.3683738227667746,0.08481807269204986,456000000000000.0,Spectral,mJy
5850.59328,,0.289927066242479,0.17890529476624656,456000000000000.0,Spectral,mJy
5910.59808,,0.2872689989220894,0.07672667692210086,456000000000000.0,Spectral,mJy
5970.59424,,0.25020083858427267,0.1290435845082245,456000000000000.0,Spectral,mJy
6030.5904,,0.23242816898894136,0.11345516212857196,456000000000000.0,Spectral,mJy
7464.96,,0.13958759423171893,0.002571203485748263,681000000000000.0,Spectral,mJy
7853.76,,0.2649091321881935,0.004879626214906525,375000000000000.0,Spectral,mJy
8277.12,,0.12848334133264125,0.002366663147347252,681000000000000.0,Spectral,mJy
8674.56,,0.24159999999999998,0.004450272,375000000000000.0,Spectral,mJy
27751.68,,0.04308129613934053,0.0011903362123299789,456000000000000.0,Spectral,mJy
28926.72,,0.026112401954590497,0.000480990444003557,681000000000000.0,Spectral,mJy
29592.0,,0.04190721121625674,0.0011578962459051739,456000000000000.0,Spectral,mJy
30473.28,,0.024937150269845502,0.0011483557699263854,681000000000000.0,Spectral,mJy
30602.88,,0.02563579690623019,0.0007083170685191402,681000000000000.0,Spectral,mJy
31371.84,,0.03683738227667747,0.002035633744609197,456000000000000.0,Spectral,mJy
31691.52,,0.047325687311904695,0.0017434783205705691,375000000000000.0,Spectral,mJy
32693.76,,0.03683738227667747,0.002035633744609197,456000000000000.0,Spectral,mJy
33963.84,,0.035179426962664385,0.001944015133956834,456000000000000.0,Spectral,mJy
34568.64,,0.03298289414561807,0.0018226347304868549,456000000000000.0,Spectral,mJy
36149.76,,0.034220689911996394,0.0009455176622684604,456000000000000.0,Spectral,mJy
37497.6,,0.017735638263917965,0.0006533809136427379,681000000000000.0,Spectral,mJy
38836.8,,0.03120964012997808,0.0008623223567912944,456000000000000.0,Spectral,mJy
40798.08,,0.017411926383747955,0.0006414553679772747,681000000000000.0,Spectral,mJy
87661.44,,0.00996067479188972,0.0003669512593332173,456000000000000.0,Spectral,mJy
89156.16,,0.01014585756222658,0.00046721674074053413,456000000000000.0,Spectral,mJy
89424.0,,0.012220723833995252,0.0005627643325554814,375000000000000.0,Spectral,mJy
101200.32,,0.005762671647788599,0.00010614841175226602,545000000000000.0,Spectral,mJy
101485.44,,0.00918537581510476,0.0003383892450284594,375000000000000.0,Spectral,mJy
101545.92,,0.0072158710058573714,0.000332290859819732,456000000000000.0,Spectral,mJy
101969.28,,0.004708112398058278,0.00021680857593058372,681000000000000.0,Spectral,mJy
102945.6,,0.007555944529286005,0.00034795124557362056,456000000000000.0,Spectral,mJy
113598.72,,0.004063000000000001,0.0002619416100000001,681000000000000.0,Spectral,mJy
115706.88,,0.0065809525727359396,0.00036366343916938805,456000000000000.0,Spectral,mJy
176186.88,,0.003752224034548102,0.0002764638668655042,456000000000000.0,Spectral,mJy
197985.6,,0.0029531721283838452,0.0007887627437700413,456000000000000.0,Spectral,mJy
199739.52,,0.0018571493144052304,0.00025656517778508255,681000000000000.0,Spectral,mJy
201994.56,,0.002456341586219848,0.0002488519660999328,456000000000000.0,Spectral,mJy
203869.44,,0.0022534442717479903,0.0002490506609135879,681000000000000.0,Spectral,mJy
262699.2,,0.0019874159043918,0.00023795330623283022,456000000000000.0,Spectral,mJy
348433.92,,0.001154220440086698,8.504296202558792e-05,456000000000000.0,Spectral,mJy
606009.6,,0.0004680462402441447,6.034988221708003e-05,456000000000000.0,Spectral,mJy
