Time,TimeLower,TimeUpper,TimeUnits,Value,ValueLower,ValueUpper,ValueUnits,ValueType,Model,Frequency,FrequencyLower,FrequencyUpper,FrequencyUnits
4009910.4,,,seconds,0.012246902,0.000902385,0.000902385,mjy,Spectral,SpectralFlux,6.29E+14,,,hz
1323734.4,,,seconds,0.038373044,0.000706858,0.000706858,mjy,Spectral,SpectralFlux,3.94E+14,,,hz
129600,,,seconds,0.069187279,0.00382343,0.00382343,mjy,Spectral,SpectralFlux,4.81E+14,,,hz
1343001.6,,,seconds,0.038021238,0.001750943,0.001750943,mjy,Spectral,SpectralFlux,3.94E+14,,,hz
194140.8,,,seconds,0.0483088,0.004894345,0.004894345,mjy,Spectral,SpectralFlux,4.81E+14,,,hz
1510790.4,,,seconds,0.039448114,0.004359967,0.004359967,mjy,Spectral,SpectralFlux,3.94E+14,,,hz
300412.8,,,seconds,0.037672657,0.000693956,0.000693956,mjy,Spectral,SpectralFlux,4.81E+14,,,hz
1597968,,,seconds,0.038728105,0.002140194,0.002140194,mjy,Spectral,SpectralFlux,3.94E+14,,,hz
458784,,,seconds,0.031624688,0.002330193,0.002330193,mjy,Spectral,SpectralFlux,4.81E+14,,,hz
1674691.2,,,seconds,0.039813123,0.000733385,0.000733385,mjy,Spectral,SpectralFlux,3.94E+14,,,hz
566438.4,,,seconds,0.031624688,0.001456371,0.001456371,mjy,Spectral,SpectralFlux,4.81E+14,,,hz
1767830.4,,,seconds,0.039363792,0.009426402,0.009426402,mjy,Spectral,SpectralFlux,3.72E+14,,,hz
639878.4,,,seconds,0.030762827,0.000850008,0.000850008,mjy,Spectral,SpectralFlux,4.81E+14,,,hz
1858204.8,,,seconds,0.037327272,0.002750375,0.002750375,mjy,Spectral,SpectralFlux,3.94E+14,,,hz
725241.6,,,seconds,0.029650106,0.001911613,0.001911613,mjy,Spectral,SpectralFlux,4.81E+14,,,hz
1931558.4,,,seconds,0.038021238,0.001050566,0.001050566,mjy,Spectral,SpectralFlux,3.94E+14,,,hz
811468.8,,,seconds,0.028315631,0.00078239,0.00078239,mjy,Spectral,SpectralFlux,4.81E+14,,,hz
2198966.4,,,seconds,0.036645972,0.002700175,0.002700175,mjy,Spectral,SpectralFlux,3.94E+14,,,hz
823824,,,seconds,0.029378272,0.001352919,0.001352919,mjy,Spectral,SpectralFlux,4.81E+14,,,hz
2624140.8,,,seconds,0.035977108,0.000994084,0.000994084,mjy,Spectral,SpectralFlux,3.94E+14,,,hz
977616,,,seconds,0.028577633,0.001579258,0.001579258,mjy,Spectral,SpectralFlux,4.81E+14,,,hz
2631484.8,,,seconds,0.03631,0.001672137,0.001672137,mjy,Spectral,SpectralFlux,3.94E+14,,,hz
996019.2,,,seconds,0.029378272,0.001082336,0.001082336,mjy,Spectral,SpectralFlux,4.81E+14,,,hz
2875737.6,,,seconds,0.037327272,0.000687594,0.000687594,mjy,Spectral,SpectralFlux,3.94E+14,,,hz
1062547.2,,,seconds,0.02910893,0.000804309,0.000804309,mjy,Spectral,SpectralFlux,4.81E+14,,,hz
2892240,,,seconds,0.036645972,0.002700175,0.002700175,mjy,Spectral,SpectralFlux,3.94E+14,,,hz
1147564.8,,,seconds,0.02910893,0.001608619,0.001608619,mjy,Spectral,SpectralFlux,4.81E+14,,,hz
2975097.6,,,seconds,0.036645972,0.002025131,0.002025131,mjy,Spectral,SpectralFlux,3.94E+14,,,hz
1169769.6,,,seconds,0.030762827,0.001416681,0.001416681,mjy,Spectral,SpectralFlux,4.81E+14,,,hz
3491337.6,,,seconds,0.03631,0.002006565,0.002006565,mjy,Spectral,SpectralFlux,3.94E+14,,,hz
1322092.8,,,seconds,0.029650106,0.000819263,0.000819263,mjy,Spectral,SpectralFlux,4.81E+14,,,hz
3853180.8,,,seconds,0.034675781,0.001596879,0.001596879,mjy,Spectral,SpectralFlux,3.94E+14,,,hz
1343001.6,,,seconds,0.028842058,0.001328226,0.001328226,mjy,Spectral,SpectralFlux,4.81E+14,,,hz
4009910.4,,,seconds,0.035320452,0.00195188,0.00195188,mjy,Spectral,SpectralFlux,3.94E+14,,,hz
1509926.4,,,seconds,0.030480792,0.001965169,0.001965169,mjy,Spectral,SpectralFlux,4.81E+14,,,hz
10141632,,,seconds,0.029650106,0.001365438,0.001365438,mjy,Spectral,SpectralFlux,3.94E+14,,,hz
1597968,,,seconds,0.028577633,0.001579258,0.001579258,mjy,Spectral,SpectralFlux,4.81E+14,,,hz
300499.2,,,seconds,0.067301733,0.001859616,0.001859616,mjy,Spectral,SpectralFlux,3.29E+14,,,hz
1673049.6,,,seconds,0.030201343,0.000834494,0.000834494,mjy,Spectral,SpectralFlux,4.81E+14,,,hz
566438.4,,,seconds,0.054957409,0.002530882,0.002530882,mjy,Spectral,SpectralFlux,3.29E+14,,,hz
1767312,,,seconds,0.030080757,0.003047594,0.003047594,mjy,Spectral,SpectralFlux,4.56E+14,,,hz
823824,,,seconds,0.051053586,0.002351105,0.002351105,mjy,Spectral,SpectralFlux,3.29E+14,,,hz
1858204.8,,,seconds,0.028056032,0.002067245,0.002067245,mjy,Spectral,SpectralFlux,4.81E+14,,,hz
996019.2,,,seconds,0.048755796,0.00179623,0.00179623,mjy,Spectral,SpectralFlux,3.29E+14,,,hz
1930262.4,,,seconds,0.029924455,0.00248053,0.00248053,mjy,Spectral,SpectralFlux,4.81E+14,,,hz
1169769.6,,,seconds,0.050585524,0.002329549,0.002329549,mjy,Spectral,SpectralFlux,3.29E+14,,,hz
2198966.4,,,seconds,0.026063111,0.001920401,0.001920401,mjy,Spectral,SpectralFlux,4.81E+14,,,hz
1343001.6,,,seconds,0.049206928,0.002266063,0.002266063,mjy,Spectral,SpectralFlux,3.29E+14,,,hz
2622499.2,,,seconds,0.026063111,0.0009602,0.0009602,mjy,Spectral,SpectralFlux,4.81E+14,,,hz
1597968,,,seconds,0.047865902,0.002645168,0.002645168,mjy,Spectral,SpectralFlux,3.29E+14,,,hz
2631484.8,,,seconds,0.02654766,0.001222565,0.001222565,mjy,Spectral,SpectralFlux,4.81E+14,,,hz
1858204.8,,,seconds,0.046134546,0.003399319,0.003399319,mjy,Spectral,SpectralFlux,3.29E+14,,,hz
2874700.8,,,seconds,0.02654766,0.000489026,0.000489026,mjy,Spectral,SpectralFlux,4.81E+14,,,hz
2198966.4,,,seconds,0.04092854,0.003015726,0.003015726,mjy,Spectral,SpectralFlux,3.29E+14,,,hz
2892240,,,seconds,0.026793303,0.001974203,0.001974203,mjy,Spectral,SpectralFlux,4.81E+14,,,hz
2631484.8,,,seconds,0.042857442,0.001973658,0.001973658,mjy,Spectral,SpectralFlux,3.29E+14,,,hz
2975097.6,,,seconds,0.025352819,0.001401049,0.001401049,mjy,Spectral,SpectralFlux,4.81E+14,,,hz
2892240,,,seconds,0.04092854,0.003015726,0.003015726,mjy,Spectral,SpectralFlux,3.29E+14,,,hz
3491337.6,,,seconds,0.025120383,0.001388204,0.001388204,mjy,Spectral,SpectralFlux,4.81E+14,,,hz
2975097.6,,,seconds,0.041689458,0.002303845,0.002303845,mjy,Spectral,SpectralFlux,3.29E+14,,,hz
3853180.8,,,seconds,0.025587405,0.001178344,0.001178344,mjy,Spectral,SpectralFlux,4.81E+14,,,hz
3491337.6,,,seconds,0.041307247,0.002282723,0.002282723,mjy,Spectral,SpectralFlux,3.29E+14,,,hz
4009910.4,,,seconds,0.025587405,0.001414012,0.001414012,mjy,Spectral,SpectralFlux,4.81E+14,,,hz
4009910.4,,,seconds,0.041689458,0.002303845,0.002303845,mjy,Spectral,SpectralFlux,3.29E+14,,,hz
24290.439,,,seconds,3.53E-11,7.80E-12,7.80E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
24395.391,,,seconds,3.67E-11,8.12E-12,8.12E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
24511.435,,,seconds,2.78E-11,6.16E-12,6.16E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
24620.067,,,seconds,3.49E-11,7.83E-12,7.83E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
24741.151,,,seconds,2.29E-11,5.24E-12,5.24E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
24871.68,,,seconds,3.95E-11,8.95E-12,8.95E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
24976.599,,,seconds,2.88E-11,6.36E-12,6.36E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
25077.281,,,seconds,3.63E-11,8.26E-12,8.26E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
25199.621,,,seconds,2.66E-11,6.05E-12,6.05E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
25296.169,,,seconds,4.19E-11,9.48E-12,9.48E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
25423.026,,,seconds,2.55E-11,5.83E-12,5.83E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
25525.213,,,seconds,3.78E-11,8.49E-12,8.49E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
25627.752,,,seconds,3.15E-11,7.12E-12,7.12E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
25828.205,,,seconds,2.48E-11,4.27E-12,4.27E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
30234.934,,,seconds,2.47E-11,5.57E-12,5.57E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
30348.504,,,seconds,1.70E-11,3.82E-12,3.82E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
30475.875,,,seconds,2.10E-11,4.73E-12,4.73E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
30551.11,,,seconds,3.83E-11,8.58E-12,8.58E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
30617.926,,,seconds,3.05E-11,6.85E-12,6.85E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
30727.23,,,seconds,1.76E-11,3.96E-12,3.96E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
30831.047,,,seconds,2.75E-11,6.20E-12,6.20E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
30945.828,,,seconds,2.14E-11,4.58E-12,4.58E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31026.866,,,seconds,2.64E-11,5.91E-12,5.91E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31132.656,,,seconds,1.68E-11,3.78E-12,3.78E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31265.685,,,seconds,2.29E-11,5.16E-12,5.16E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31352.689,,,seconds,2.18E-11,4.90E-12,4.90E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31471.25,,,seconds,2.06E-11,4.52E-12,4.52E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31605.388,,,seconds,2.00E-11,4.21E-12,4.21E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
35313.462,,,seconds,2.39E-11,6.21E-12,6.21E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
36001.062,,,seconds,1.45E-11,3.25E-12,3.25E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
36124.314,,,seconds,1.33E-11,3.00E-12,3.00E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
36220.598,,,seconds,1.44E-11,3.23E-12,3.23E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
36323.013,,,seconds,1.12E-11,2.51E-12,2.51E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
36460.535,,,seconds,1.13E-11,2.53E-12,2.53E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
36559.712,,,seconds,2.54E-11,5.68E-12,5.68E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
36706.507,,,seconds,1.66E-11,3.75E-12,3.75E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
36848.118,,,seconds,1.89E-11,4.15E-12,4.15E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
36988.824,,,seconds,1.01E-11,2.26E-12,2.26E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
37081.99,,,seconds,1.66E-11,3.72E-12,3.72E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
37194.19,,,seconds,1.08E-11,2.32E-12,2.32E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
41333.635,,,seconds,1.05E-11,2.38E-12,2.38E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
41442.322,,,seconds,8.75E-12,1.98E-12,1.98E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
41524.322,,,seconds,1.94E-11,4.37E-12,4.37E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
41615.934,,,seconds,1.17E-11,2.08E-12,2.08E-12,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
132936.259,,,seconds,2.59E-12,6.78E-13,6.78E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
133202.863,,,seconds,2.40E-12,6.27E-13,6.27E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
133469.317,,,seconds,2.98E-12,7.34E-13,7.34E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
133839.001,,,seconds,3.03E-12,5.43E-13,5.43E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
138610.55,,,seconds,3.64E-12,8.25E-13,8.25E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
138977.681,,,seconds,2.46E-12,4.92E-13,4.92E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
173667.542,,,seconds,2.46E-12,6.43E-13,6.43E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
173921.448,,,seconds,2.17E-12,5.71E-13,5.71E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
174203.105,,,seconds,2.88E-12,7.53E-13,7.53E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
174445.939,,,seconds,3.17E-12,7.16E-13,7.16E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
189946.779,,,seconds,2.15E-12,4.99E-13,4.99E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
214210.531,,,seconds,1.56E-12,3.53E-13,3.53E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
226308.198,,,seconds,1.87E-12,4.22E-13,4.22E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
274502.667,,,seconds,1.02E-12,1.70E-13,1.70E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
379499.888,,,seconds,7.34E-13,1.61E-13,1.61E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
386525.138,,,seconds,7.97E-13,1.88E-13,1.88E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
391949.775,,,seconds,7.14E-13,1.60E-13,1.60E-13,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
465801.569,,,seconds,3.96E-13,8.20E-14,8.20E-14,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
576758.518,,,seconds,3.80E-13,7.19E-14,7.19E-14,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
688982.575,,,seconds,2.36E-13,4.62E-14,4.62E-14,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
764599.705,,,seconds,1.20E-13,2.39E-14,2.39E-14,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
1043643.145,,,seconds,1.01E-13,2.78E-14,2.78E-14,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
1212530.042,,,seconds,8.38E-14,2.05E-14,2.05E-14,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
1616772.971,,,seconds,5.22E-14,1.41E-14,1.41E-14,cgs,Integrated,IntegratedFlux,,7.25E+16,2.42E+18,hz
31362,24243,41676,seconds,-9.00E-01,1.50E-01,1.60E-01,cgs,SpectralIndex,SpectralIndex,,7.25E+16,2.42E+18,hz
