Time,TimeUnits,Value,ValueLower,ValueUpper,ValueUnits,ValueType,Wave,WaveLower,WaveUpper,WaveUnits,Filter,CalGroup,SlopGroup,Include
72194.04003,s,0.052384162,0.001286621,0.001286621,mJy,Spectral Flux,2.43E+14,,,Hz,J,J1_offset,slop,1
72743.76003,s,0.052384162,0.00138066,0.00138066,mJy,Spectral Flux,2.43E+14,,,Hz,J,J1_offset,slop,1
73020.24003,s,0.053456436,0.001408921,0.001408921,mJy,Spectral Flux,2.43E+14,,,Hz,J,J1_offset,slop,1
73299.23997,s,0.054000776,0.00127779,0.00127779,mJy,Spectral Flux,2.43E+14,,,Hz,J,J1_offset,slop,1
73847.87997,s,0.050862769,0.001157778,0.001157778,mJy,Spectral Flux,2.43E+14,,,Hz,J,J1_offset,slop,1
74126.88,s,0.050072584,0.001139791,0.001139791,mJy,Spectral Flux,2.43E+14,,,Hz,J,J1_offset,slop,1
74672.99997,s,0.046816614,0.001233919,0.001233919,mJy,Spectral Flux,2.43E+14,,,Hz,J,J1_offset,slop,1
74883.59997,s,0.086059734,0.002268227,0.002268227,mJy,Spectral Flux,1.36E+14,,,Hz,K,K1_offset,slop,1
75089.52003,s,0.085270734,0.002017713,0.002017713,mJy,Spectral Flux,1.36E+14,,,Hz,K,K1_offset,slop,1
75288.96,s,0.083176377,0.002042917,0.002042917,mJy,Spectral Flux,1.36E+14,,,Hz,K,K1_offset,slop,1
75494.52003,s,0.086139035,0.002193036,0.002193036,mJy,Spectral Flux,1.36E+14,,,Hz,K,K1_offset,slop,1
75694.32003,s,0.082035154,0.001941151,0.001941151,mJy,Spectral Flux,1.36E+14,,,Hz,K,K1_offset,slop,1
75889.44,s,0.082035154,0.001867348,0.001867348,mJy,Spectral Flux,1.36E+14,,,Hz,K,K1_offset,slop,1
76096.08003,s,0.082641844,0.00180674,0.00180674,mJy,Spectral Flux,1.36E+14,,,Hz,K,K1_offset,slop,1
76296.23997,s,0.081507956,0.001928677,0.001928677,mJy,Spectral Flux,1.36E+14,,,Hz,K,K1_offset,slop,1
76496.03997,s,0.08090959,0.001841727,0.001841727,mJy,Spectral Flux,1.36E+14,,,Hz,K,K1_offset,slop,1
76696.56003,s,0.079579279,0.001739786,0.001739786,mJy,Spectral Flux,1.36E+14,,,Hz,K,K1_offset,slop,1
76901.03997,s,0.08480081,0.00185394,0.00185394,mJy,Spectral Flux,1.36E+14,,,Hz,K,K1_offset,slop,1
77100.83997,s,0.079799469,0.00188825,0.00188825,mJy,Spectral Flux,1.36E+14,,,Hz,K,K1_offset,slop,1
77302.79997,s,0.082413812,0.002024187,0.002024187,mJy,Spectral Flux,1.36E+14,,,Hz,K,K1_offset,slop,1
77509.44,s,0.081583062,0.001857057,0.001857057,mJy,Spectral Flux,1.36E+14,,,Hz,K,K1_offset,slop,1
78114.95997,s,0.078995072,0.001727014,0.001727014,mJy,Spectral Flux,1.36E+14,,,Hz,K,K1_offset,slop,1
78314.75997,s,0.081658237,0.001785237,0.001785237,mJy,Spectral Flux,1.36E+14,,,Hz,K,K1_offset,slop,1
78519.60003,s,0.081058768,0.001699071,0.001699071,mJy,Spectral Flux,1.36E+14,,,Hz,K,K1_offset,slop,1
78718.32003,s,0.077410523,0.001762079,0.001762079,mJy,Spectral Flux,1.36E+14,,,Hz,K,K1_offset,slop,1
48038.4,s,0.033419504,0.000609975,0.000609975,mJy,Spectral Flux,6.28E+14,,,Hz,g,g2_offset,slop,1
48470.4,s,0.033419504,0.000609975,0.000609975,mJy,Spectral Flux,6.28E+14,,,Hz,g,g2_offset,slop,1
49075.2,s,0.031622777,0.000577181,0.000577181,mJy,Spectral Flux,6.28E+14,,,Hz,g,g2_offset,slop,1
50630.4,s,0.030199517,0.000276871,0.000276871,mJy,Spectral Flux,6.28E+14,,,Hz,g,g2_offset,slop,1
51408,s,0.030199517,0.000551203,0.000551203,mJy,Spectral Flux,6.28E+14,,,Hz,g,g2_offset,slop,1
52963.2,s,0.029376497,0.000269325,0.000269325,mJy,Spectral Flux,6.28E+14,,,Hz,g,g2_offset,slop,1
